Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise,Earnings Per Share – Coefficient of Variation,Market Capitalization,Revenue - Actual,Enterprise Value,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5),"WACC Inflation Adjusted Risk Free Rate, (%)",Net Income after Tax,Price Target - Mean,Price Close
BIO.N,2022-07-01,3.38,2.79867,20.772,8.56371061968721,14702684762.28,691099000.0,13932434762.28,3,1.5,1.5,3.092855,-927184000.0,700.0,495.0
BIO.N,2022-04-01,4.94,3.40233,45.195,14.1682317705807,16983537257.39,700062000.0,16107301257.39,3,1.5,1.6,2.325202,-3369613000.0,755.0,563.23
BIO.N,2022-01-01,3.21,2.85075,12.602,1.95983513110585,22439336945.9822,732769000.0,21580421945.9822,4,1.6,1.5,1.515266,-1565304000.0,835.0,755.57
BIO.N,2021-10-01,3.71,2.43725,52.221,9.05692891578623,22279572631.845,747049000.0,20954858631.845,4,1.5,1.5,1.527139,3928033000.0,877.5,745.95
MOS.N,2022-10-01,3.22,3.39794,-5.237,8.77619969746376,16453331180.91,5348500000.0,20065231180.91,16,2.47619,2.5,3.747421,784100000.0,64.67895,48.33
MOS.N,2022-07-01,3.64,4.04163,-9.937,9.77575879038903,16627437307.96,5373100000.0,19922637307.96,16,2.5,2.4,3.092855,1007900000.0,69.545,47.23
MOS.N,2022-04-01,2.41,2.39846,0.481,6.82521284490882,24072295166.5,3922300000.0,27800595166.5,14,2.4,2.36364,2.325202,1155000000.0,75.05,66.5
MOS.N,2022-01-01,1.95,1.97813,-1.422,4.78532755683398,14888652396.6,3841000000.0,18545152396.6,15,2.36364,2.42105,1.515266,640400000.0,48.68,39.29
MOS.N,2021-10-01,1.35,1.5614,-13.539,6.26745228640963,13569918839.68,3418600000.0,16882718839.68,15,2.42105,2.35,1.527139,377700000.0,44.11111,35.72
BWA.N,2022-10-01,1.24,1.03859,19.393,5.44391915962988,7436500088.2,4060000000.0,10593500088.2,17,2.45,2.45,3.747421,292000000.0,45.44375,31.4
BWA.N,2022-07-01,1.05,0.85359,23.01,6.27350367272344,7994613144.94,3759000000.0,11102613144.94,17,2.45,2.5,3.092855,231000000.0,46.17333,33.37
BWA.N,2022-04-01,1.05,0.86878,20.859,10.1682819586086,9334953239.9,3874000000.0,12408953239.9,18,2.5,2.5,2.325202,224000000.0,48.55556,38.9
BWA.N,2022-01-01,1.06,0.74667,41.964,8.4709443261414,10806491364.25,3655000000.0,13606491364.25,18,2.5,2.47619,1.515266,154000000.0,53.66667,45.07
BWA.N,2021-10-01,0.8,0.71933,11.215,13.8851431192916,10361333461.75,3416000000.0,13570333461.75,19,2.47619,2.4,1.527139,117000000.0,52.41177,43.21
WDC.OQ,2022-10-01,0.2,0.3636,-44.995,34.0924092409241,10336401937.05,3736000000.0,15358401937.05,23,2.48276,2.2069,3.747421,27000000.0,45.69875,32.55
WDC.OQ,2022-07-01,1.78,1.72646,3.101,4.1663287883878,13597746657.56,4528000000.0,18292746657.56,24,2.2069,2.2069,3.092855,301000000.0,65.15708,44.83
WDC.OQ,2022-04-01,1.65,1.47652,11.749,3.00639341153523,15142086873.93,4381000000.0,19799086873.93,24,2.2069,2.19355,2.325202,25000000.0,68.74042,49.65
WDC.OQ,2022-01-01,2.3,2.12584,8.193,1.9441726564558,20320930678.41,4833000000.0,25097930678.41,26,2.19355,2.2,1.515266,564000000.0,74.08,65.21
WDC.OQ,2021-10-01,2.49,2.44781,1.724,2.91730158795004,17785044402.51,5051000000.0,23016044402.51,26,2.2,2.16667,1.527139,610000000.0,83.532,56.44
VTR.N,2022-10-01,0.003,0.02444,-87.725,261.702127659575,16056551550.0,1037276000.0,28192942550.0,11,2.22727,2.13044,3.747421,3063000.0,53.325,40.17
VTR.N,2022-07-01,-0.11,0.01,-1200.0,350,20556982440.0,1022938000.0,32848847440.0,10,2.13044,2.27273,3.092855,-41202000.0,61.15,51.43
VTR.N,2022-04-01,0.1,-0.01143,975.0,-536.132983377078,24676162606.4,1017554000.0,37035590606.4,10,2.27273,2.43478,2.325202,40592000.0,63.13158,61.76
VTR.N,2022-01-01,-0.1,-0.03,-233.333,-219.233333333333,20405871599.04,1022444000.0,32375065599.04,9,2.43478,2.5,1.515266,-39105000.0,59.76191,51.12
VTR.N,2021-10-01,0.16,0.045,255.556,136.244444444444,20999266273.06,976078000.0,33024760273.06,9,2.5,2.66667,1.527139,62774000.0,62.75,55.21
IVZ.N,2022-10-01,0.34,0.412,-17.476,5.19174757281553,6230760000.0,1110600000.0,18579360000.0,12,2.71429,2.61539,3.747421,168300000.0,15.04167,13.7
IVZ.N,2022-07-01,0.39,0.51555,-24.353,12.8988458927359,7337537000.0,1173900000.0,20102937000.0,11,2.61539,2.42857,3.092855,218900000.0,18.3,16.13
IVZ.N,2022-04-01,0.56,0.62267,-10.065,4.4132526057141,10492886646.4,1252400000.0,23500086646.4,12,2.42857,2.35714,2.325202,237500000.0,23.90909,23.06
IVZ.N,2022-01-01,0.86,0.75942,13.244,3.07076453082616,10616974021.34,1373700000.0,22997374021.34,12,2.35714,2.38462,1.515266,557100000.0,28.90909,23.02
IVZ.N,2021-10-01,0.77,0.73055,5.401,3.01964273492574,11119689124.87,1333500000.0,23536189124.87,11,2.38462,2.5,1.527139,545600000.0,30.54546,24.11
ZBRA.OQ,2022-10-01,4.12,4.53667,-9.185,1.46583286860186,13569482441.41,1378000000.0,15649482441.41,11,2.07143,2.15385,3.747421,170000000.0,366.27273,262.01
ZBRA.OQ,2022-07-01,4.61,4.208,9.553,1.89163498098859,15719488974.18,1468000000.0,17782488974.18,11,2.15385,2.0,3.092855,-98000000.0,436.7,293.95
ZBRA.OQ,2022-04-01,4.01,3.866,3.725,1.77159855147439,21849169424.49,1432000000.0,22804169424.49,11,2.0,2.15385,2.325202,205000000.0,531.4,413.7
ZBRA.OQ,2022-01-01,4.54,4.39727,3.246,2.20727860695386,31792801440.0,1467000000.0,32451801440.0,11,2.15385,2.18182,1.515266,191000000.0,625.0,595.2
ZBRA.OQ,2021-10-01,4.55,4.0594,12.086,2.70113809922649,27287848077.66,1436000000.0,27971848077.66,10,2.18182,2.18182,1.527139,199000000.0,604.0,515.42
AMAT.OQ,2022-10-01,2.03,1.72755,17.508,7.04928945616625,77186957304.44,6749000000.0,80062957304.44,23,2.06061,2.0,3.747421,1591000000.0,111.53571,81.93
AMAT.OQ,2022-07-01,1.94,1.79373,8.155,4.01621202745118,92197012416.46,6520000000.0,94105012416.46,23,2.0,2.05882,3.092855,1606000000.0,137.55517,90.98
AMAT.OQ,2022-04-01,1.85,1.90065,-2.665,1.55315286875543,97482598413.65,6245000000.0,99015598413.65,23,2.05882,2.05556,2.325202,1536000000.0,160.86,131.8
AMAT.OQ,2022-01-01,1.89,1.85488,1.893,0.976343483136375,117683579697.6,6271000000.0,117400579697.6,26,2.05556,2.0303,1.515266,1792000000.0,172.85152,157.36
AMAT.OQ,2021-10-01,1.94,1.95346,-0.689,1.17074319412734,123385179525.0,6123000000.0,123378179525.0,22,2.0303,1.96875,1.527139,1712000000.0,166.17813,128.73
STX.OQ,2022-10-01,0.48,0.72095,-33.421,7.3541854497538,11009289373.77,2035000000.0,16497289373.77,21,2.61539,2.44444,3.29282453331443,29000000.0,63.31579,53.23
STX.OQ,2022-07-01,1.59,1.89891,-16.268,3.00224865844089,14843569818.21,2628000000.0,19874569818.21,23,2.44444,2.44444,2.91936963920711,276000000.0,93.04762,71.44
STX.OQ,2022-04-01,1.81,1.83905,-1.58,1.9238193632582,19573889473.38,2802000000.0,24079889473.38,23,2.44444,2.42857,2.14571187856126,346000000.0,101.65,89.9
STX.OQ,2022-01-01,2.41,2.36558,1.878,1.99105504781068,25153409066.1,3116000000.0,29479409066.1,24,2.42857,2.42857,1.29346942920754,501000000.0,109.85,112.98
STX.OQ,2021-10-01,2.35,2.2215,5.784,2.1291919873959,19074334926.55,3115000000.0,23219334926.55,24,2.42857,2.44444,1.32963714211419,526000000.0,103.52381,82.52
FDS.N,2022-07-01,3.13,3.20362,-2.298,10.5952016781016,16458098064.28,499297000.0,17904030064.28,14,3.0,3.05882,3.747421,104422000.0,435.63636,400.11
FDS.N,2022-04-01,3.76,3.23115,16.367,2.35396066415982,14468155930.62,488751000.0,16012751930.62,14,3.05882,3.05882,3.092855,74910000.0,452.22727,384.57
FDS.N,2022-01-01,3.27,2.97514,9.911,1.88932285539504,15349048298.31,431119000.0,15115677298.31,15,3.05882,3.17647,2.325202,109938000.0,441.76923,434.15
FDS.N,2021-10-01,3.25,2.995,8.514,1.83806343906511,17637962076.99,424725000.0,17503649076.99,15,3.17647,3.375,1.515266,107647000.0,431.23077,486.01
FDS.N,2021-07-01,2.63,2.724,-3.451,2.98641703377386,14364575861.46,411894000.0,14221261861.46,14,3.375,3.57143,1.527139,101062000.0,351.23077,394.78
SYK.N,2022-10-01,2.12,2.23,-4.933,1.6780269058296,76641136000.0,4479000000.0,87903136000.0,25,2.26667,2.27586,3.747421,816000000.0,238.375,202.54
SYK.N,2022-07-01,2.25,2.27691,-1.182,1.96757886785161,75259338044.58,4493000000.0,87513338044.58,24,2.27586,2.09677,3.092855,656000000.0,249.80952,198.93
SYK.N,2022-04-01,1.97,1.94552,1.258,4.03593897775402,101099493288.0,4275000000.0,113668493288.0,25,2.09677,2.2069,2.325202,323000000.0,286.04348,267.35
SYK.N,2022-01-01,2.71,2.72338,-0.491,0.61284139561868,100881509568.36,4701000000.0,110334509568.36,24,2.2069,2.2,1.515266,662000000.0,287.69565,267.42
SYK.N,2021-10-01,2.2,2.28196,-3.592,3.98341776367684,99485721723.76,4160000000.0,109497721723.76,26,2.2,2.2069,1.527139,438000000.0,286.08333,263.72
VRSN.OQ,2022-10-01,1.58,1.54,2.597,0,18464310000.0,356900000.0,19271510000.0,1,2.66667,2.66667,3.747421,169500000.0,203.4,173.7
VRSN.OQ,2022-07-01,1.54,1.52,1.316,0,18038174000.0,351900000.0,18828074000.0,1,2.66667,2.25,3.092855,167300000.0,195.5,167.33
VRSN.OQ,2022-04-01,1.43,1.45,-1.379,4.13793103448276,24507848257.48,346900000.0,25084548257.48,2,2.25,2.25,2.325202,157500000.0,256.66667,222.46
VRSN.OQ,2022-01-01,1.48,1.41,4.965,2.12765957446809,28051932580.0,340308000.0,28631836580.0,2,2.25,2.0,1.515266,330082000.0,258.0,253.82
VRSN.OQ,2021-10-01,1.4,1.365,2.564,1.0989010989011,22935378124.36,334242000.0,23522109124.36,3,2.0,2.25,1.527139,156622000.0,252.25,205.01
TECH.OQ,2022-10-01,0.445,0.59493,-25.201,69.2804195451566,11139229476.0,269655000.0,11200815476.0,10,1.91667,1.91667,3.747421,89734000.0,106.975,71.0
TECH.OQ,2022-07-01,0.5125,0.51933,-1.314,2.03531473244373,13599904253.04,288229000.0,13608026253.04,10,1.91667,1.81818,3.092855,61915000.0,121.99773,86.66
TECH.OQ,2022-04-01,0.535,0.49933,7.145,1.38185168125288,17013385512.16,290376000.0,17040173512.16,10,1.81818,1.6,2.325202,60144000.0,128.725,108.26
TECH.OQ,2022-01-01,0.47,0.44818,4.87,2.80467669240037,20329024811.26,269276000.0,20331704811.26,10,1.6,1.6,1.515266,72059000.0,135.35,129.335
TECH.OQ,2021-10-01,0.4575,0.43038,6.303,6.1689669594312,19013709330.41,257719000.0,19086461330.41,10,1.6,1.7,1.527139,68981000.0,138.3,121.1425
NVR.N,2022-10-01,118.51,121.71286,-2.632,7.12197544285789,12806409257.16,2739445000.0,11954818257.16,7,2.42857,2.75,3.747421,411393000.0,4800.0,3987.08
NVR.N,2022-07-01,123.65,126.76571,-2.458,7.74767088039818,13150208393.42,2610062000.0,12566406393.42,7,2.75,2.75,3.092855,433314000.0,4977.5,4004.14
NVR.N,2022-04-01,116.56,96.97714,20.193,4.74035427318232,15010496263.35,2309227000.0,14368597263.35,7,2.75,2.875,2.325202,426100000.0,5712.5,4467.27
NVR.N,2022-01-01,89.09,99.76286,-10.698,6.82331079922929,20579099265.89,2176807000.0,19521887265.89,8,2.875,2.71429,1.515266,334581000.0,5831.25,5908.87
NVR.N,2021-10-01,86.44,88.77333,-2.628,6.57712175492347,16840097698.88,2336615000.0,15653532698.88,7,2.71429,2.66667,1.527139,332081000.0,5950.0,4794.08
BBWI.N,2022-10-01,0.4,0.19777,102.255,25.7774182130758,7671093274.44,1604461000.0,12237093274.44,18,1.9,1.90476,3.747421,91000000.0,49.1579,32.6
BBWI.N,2022-07-01,0.52,0.44437,17.02,17.7847289420978,8129261802.4,1617503000.0,12536261802.4,20,1.90476,1.84211,3.092855,120000000.0,46.68421,26.92
BBWI.N,2022-04-01,0.64,0.52665,21.523,5.25966011582645,12613732133.25,1449910000.0,16819732133.25,18,1.84211,1.9,2.325202,155000000.0,77.47059,47.8
BBWI.N,2022-01-01,2.3,2.27021,1.312,0.670422560027486,14084558124.5,3027403000.0,16960558124.5,19,1.9,1.89474,1.515266,592000000.0,87.10526,69.79
BBWI.N,2021-10-01,0.92,0.60494,52.081,7.0188779052468,18265526908.23,1680905000.0,21677526908.23,18,1.89474,2.2,1.527139,177000000.0,85.27778,63.03
LOW.N,2022-07-01,4.67,4.58467,1.861,2.21869840141166,120855430000.0,27476000000.0,148257430000.0,25,2.0625,1.9697,3.747421,2992000000.0,245.1063,187.81
LOW.N,2022-04-01,3.51,3.22421,8.864,3.52706554473809,128919960000.0,23659000000.0,154402960000.0,25,1.9697,1.91177,3.092855,2333000000.0,257.10259,174.67
LOW.N,2022-01-01,1.78,1.70815,4.206,5.65114304949799,157443300000.0,21339000000.0,181037300000.0,27,1.91177,1.88571,2.325202,1207000000.0,277.13,202.19
LOW.N,2021-10-01,2.73,2.35641,15.854,6.4050823074083,164604093872.4,22918000000.0,184716093872.4,29,1.88571,1.85294,1.515266,1896000000.0,254.58516,258.48
LOW.N,2021-07-01,4.25,4.012,5.932,2.6413260219342,136210660498.53,27570000000.0,154786660498.53,28,1.85294,1.82857,1.527139,3018000000.0,228.20857,202.86
BSX.N,2022-10-01,0.43,0.44113,-2.523,1.61630358397751,55446422342.49,3170000000.0,63692422342.49,24,1.68966,1.72414,3.747421,188000000.0,48.94583,38.73
BSX.N,2022-07-01,0.44,0.42439,3.678,1.87798958505149,53280118586.73,3244000000.0,61976118586.73,24,1.72414,1.83333,3.092855,260000000.0,48.75769,37.27
BSX.N,2022-04-01,0.39,0.38558,1.146,1.72467451631309,63310216886.61,3026000000.0,72290216886.61,24,1.83333,1.86667,2.325202,111000000.0,50.34615,44.29
BSX.N,2022-01-01,0.45,0.43904,2.496,2.07270408163265,60533680422.96,3127000000.0,67673680422.96,24,1.86667,1.8125,1.515266,93000000.0,50.15385,42.48
BSX.N,2021-10-01,0.41,0.39608,3.514,2.88830539284993,61780966396.72,2932000000.0,68918966396.72,27,1.8125,1.80645,1.527139,419000000.0,51.0,43.39
SYY.N,2022-10-01,0.97,0.99487,-2.5,2.11082855046388,35832851886.81,19126830000.0,46245549886.81,15,2.4,2.27778,3.747421,465568000.0,91.53846,70.71
SYY.N,2022-07-01,1.15,1.11236,3.384,2.92441295983315,43977952437.12,18957258000.0,53790356437.12,14,2.27778,2.33333,3.092855,509989000.0,94.54546,84.71
SYY.N,2022-04-01,0.71,0.55179,28.672,9.36406966418384,41818745508.24,16902139000.0,52091143508.24,14,2.33333,2.35294,2.325202,303325000.0,93.58333,81.65
SYY.N,2022-01-01,0.57,0.71315,-20.073,7.25794012479843,40269155742.65,16320203000.0,50016940742.65,13,2.35294,2.46667,1.515266,167441000.0,89.41667,78.55
SYY.N,2021-10-01,0.83,0.86418,-3.955,9.09301302969289,41402102919.66,16456546000.0,50513970919.66,11,2.46667,2.5,1.527139,378013000.0,89.7,78.5
FCX.N,2022-10-01,0.26,0.24429,6.431,26.3293626427606,39061957681.62,5003000000.0,50400957681.62,16,2.40909,2.33333,3.747421,552000000.0,36.7325,27.33
FCX.N,2022-07-01,0.58,0.61353,-5.465,18.7553990839894,42405417297.32,5416000000.0,53163417297.32,17,2.33333,2.13636,3.092855,1028000000.0,40.11905,29.26
FCX.N,2022-04-01,1.07,0.93831,14.035,7.08188125459603,72360809675.7,6603000000.0,82819809675.7,16,2.13636,2.13044,2.325202,1889000000.0,50.26316,49.74
FCX.N,2022-01-01,0.96,0.95613,0.405,8.44759603819564,61279399822.68,6164000000.0,71700399822.68,16,2.13044,2.04546,1.515266,1348000000.0,44.0,41.73
FCX.N,2021-10-01,0.89,0.81053,9.804,6.11945270378641,47756134378.99,6083000000.0,58927134378.99,15,2.04546,2.11111,1.527139,1732000000.0,42.525,32.53
MAS.N,2022-10-01,0.98,1.057,-7.285,4.00378429517502,10529954752.87,2204000000.0,13617954752.87,20,2.54546,2.45455,3.747421,233000000.0,55.29412,46.69
MAS.N,2022-07-01,1.14,1.19055,-4.246,3.31275460921423,11411294947.8,2352000000.0,14626294947.8,20,2.45455,2.38095,3.092855,294000000.0,64.75,50.6
MAS.N,2022-04-01,0.95,0.84684,12.182,7.68267913655472,12032962440.0,2201000000.0,15043962440.0,19,2.38095,2.33333,2.325202,252000000.0,68.13333,51.0
MAS.N,2022-01-01,0.67,0.68521,-2.22,4.10385137403132,17139823758.46,2022000000.0,19429823758.46,19,2.33333,2.47368,1.515266,140000000.0,76.0,70.22
MAS.N,2021-10-01,0.99,0.88041,12.448,2.58175168387456,13559060236.15,2204000000.0,15917060236.15,18,2.47368,2.5,1.527139,239000000.0,72.75,55.55
BEN.N,2022-10-01,0.78,0.6744,15.658,5.57532621589561,10724645028.72,1939000000.0,17126345028.72,10,3.33333,3.27273,3.747421,205700000.0,21.18182,21.52
BEN.N,2022-07-01,0.82,0.7332,11.839,6.13747954173486,11653231866.57,2031300000.0,18288331866.57,10,3.27273,3.09091,3.092855,223600000.0,24.11111,23.31
BEN.N,2022-04-01,0.96,0.8173,17.46,7.15282026183776,14019312857.12,2081000000.0,19279712857.12,10,3.09091,2.81818,2.325202,359100000.0,28.11111,27.92
BEN.N,2022-01-01,1.08,0.8876,21.676,2.76701216764308,16829410607.28,2224000000.0,21484310607.28,10,2.81818,3.0,1.515266,544800000.0,36.88889,33.49
BEN.N,2021-10-01,1.26,0.8607,46.393,1.5766236784013,14913496000.0,2181000000.0,18856896000.0,10,3.0,3.2,1.527139,742800000.0,34.375,29.72
META.OQ,2022-10-01,1.64,1.88695,-13.087,13.0639391610801,364646576680.96,27714000000.0,333373576680.96,42,2.1579,2.04918,3.747421,4395000000.0,192.07184,135.68
META.OQ,2022-07-01,2.46,2.58821,-4.954,9.23920392858385,436394646153.75,28822000000.0,396517646153.75,40,2.04918,2.04762,3.092855,6687000000.0,265.79623,161.25
META.OQ,2022-04-01,2.72,2.55753,6.353,9.99949169706709,605251014225.6,27908000000.0,561966014225.6,42,2.04762,1.88333,2.325202,7465000000.0,314.72182,222.36
META.OQ,2022-01-01,3.67,3.83851,-4.39,5.6798080505196,935644813206.6,33671000000.0,888227813206.6,42,1.88333,1.87719,1.515266,10285000000.0,393.15925,336.35
META.OQ,2021-10-01,3.22,3.18859,0.985,5.61157125876955,956891269194.39,29010000000.0,899395269194.39,42,1.87719,1.84906,1.527139,9194000000.0,414.04,339.39
EXPD.OQ,2022-10-01,2.54,1.946,30.524,6.77081192189106,14447117015.42,4362146000.0,12301796015.42,14,3.23529,3.05882,3.747421,414162000.0,101.92857,88.31
EXPD.OQ,2022-07-01,2.269,2.12757,6.648,5.56785440667052,15879255260.0,4603312000.0,13912299260.0,14,3.05882,2.94118,3.092855,382226000.0,105.85714,97.46
EXPD.OQ,2022-04-01,2.05,1.74362,17.572,16.5018754086326,17276927320.0,4664298000.0,15143240320.0,14,2.94118,3.0625,2.325202,349480000.0,109.5,103.16
EXPD.OQ,2022-01-01,2.66,2.08075,27.839,5.3158716808843,22749239256.38,5396343000.0,21024112256.38,13,3.0625,3.0,1.515266,454011000.0,114.42857,134.29
EXPD.OQ,2021-10-01,2.09,1.76846,18.182,6.34280673580403,20239133652.54,4319261000.0,18422261652.54,13,3.0,3.2,1.527139,359910000.0,118.21429,119.13
PAYC.N,2022-10-01,1.27,1.18224,7.423,2.87166734334822,19095531330.0,334167000.0,18807368330.0,17,2.0,2.05263,3.747421,52153000.0,396.57895,329.99
PAYC.N,2022-07-01,1.26,1.1184,12.661,2.05472103004292,16208863680.0,316924000.0,15958824680.0,15,2.05263,2.0,3.092855,57355000.0,386.12353,280.12
PAYC.N,2022-04-01,1.9,1.74914,8.625,2.65501903792721,20854700174.88,353519000.0,20522826174.88,16,2.0,2.0,2.325202,91930000.0,395.52941,346.38
PAYC.N,2022-01-01,1.11,1.08286,2.506,2.01780470236226,24922119790.61,284986000.0,24673296790.61,15,2.0,2.0,1.515266,48687000.0,442.125,415.19
PAYC.N,2021-10-01,0.92,0.90492,1.666,2.71073686071697,29791795825.5,256194000.0,29590459825.5,14,2.0,1.78571,1.527139,30379000.0,534.86667,495.75
EXPE.OQ,2022-10-01,4.05,4.12088,-1.72,11.8710081341849,14661454410.0,3619000000.0,17706454410.0,27,2.4375,2.45455,3.747421,476000000.0,139.65385,93.69
EXPE.OQ,2022-07-01,1.96,1.56384,25.333,25.1688152240638,14940182010.0,3181000000.0,17544182010.0,27,2.45455,2.48485,3.092855,-185000000.0,164.8,94.83
EXPE.OQ,2022-04-01,-0.47,-0.6237,24.643,-84.5117845117845,30735256590.0,2249000000.0,34391256590.0,26,2.48485,2.45161,2.325202,-123000000.0,213.77778,195.67
EXPE.OQ,2022-01-01,1.06,0.68595,54.53,79.7725781762519,27384074739.36,2279000000.0,33018074739.36,26,2.45161,2.4375,1.515266,395000000.0,199.53846,180.72
EXPE.OQ,2021-10-01,3.53,1.65292,113.562,47.4336326016988,24719365547.8,2962000000.0,30152365547.8,27,2.4375,2.35484,1.527139,378000000.0,179.7037,163.9
RJF.N,2022-10-01,2.08,2.00033,3.983,6.50192718201497,21256182000.0,2831000000.0,18967182000.0,9,2.09091,1.88889,3.747421,439000000.0,118.11111,98.82
RJF.N,2022-07-01,1.61,1.66,-3.012,4.18614457831325,19267855000.0,2718000000.0,17234855000.0,7,1.88889,1.90909,3.092855,301000000.0,115.28571,89.41
RJF.N,2022-04-01,1.55,1.63811,-5.379,5.11382019522499,22817540546.13,2673000000.0,20427540546.13,9,1.90909,2.0,2.325202,323000000.0,135.66667,109.91
RJF.N,2022-01-01,2.12,1.761,20.386,5.46905167518456,24011630767.6,2781000000.0,19008630767.6,9,2.0,1.8,1.515266,446000000.0,132.0,100.4
RJF.N,2021-10-01,2.06,1.706,20.75,3.48827667057444,18990133342.68,2695000000.0,15019133342.68,9,1.8,1.8,1.527139,429000000.0,114.87501,92.28
CL.N,2022-10-01,0.74,0.73212,1.076,2.48593126809813,58673798252.5,4455000000.0,66206798252.5,17,2.75,2.78261,3.747421,682000000.0,78.997,70.25
CL.N,2022-07-01,0.72,0.70906,1.543,2.36087214058049,66846390584.08,4484000000.0,74244390584.08,17,2.78261,2.75,3.092855,639000000.0,81.11111,80.14
CL.N,2022-04-01,0.74,0.74444,-0.596,2.41389500832841,63541132002.1,4399000000.0,70620132002.1,18,2.75,2.82609,2.325202,603000000.0,85.06316,75.83
CL.N,2022-01-01,0.79,0.78629,0.472,2.77124216256089,71928707289.94,4403000000.0,78669707289.94,17,2.82609,2.81818,1.515266,188000000.0,87.2579,85.34
CL.N,2021-10-01,0.81,0.79481,1.911,2.26846667757074,63702504065.78,4414000000.0,70776504065.78,17,2.81818,2.80952,1.527139,681000000.0,85.5,75.58
VICI.N,2022-10-01,0.34,0.57067,-40.421,5.31305307796099,28748338706.4,751543000.0,42889566706.4,11,1.65,1.66667,3.747421,336878000.0,37.4125,29.85
VICI.N,2022-07-01,0.47,0.402,16.915,46.1666666666667,28690480443.15,662623000.0,42938944443.15,10,1.66667,1.66667,3.092855,-58141000.0,36.0,29.79
VICI.N,2022-04-01,0.35,0.41922,-16.512,20.8196173846668,21299842831.06,416625000.0,26562972831.06,9,1.66667,1.65,2.325202,242688000.0,35.125,28.46
VICI.N,2022-01-01,0.44,0.45267,-2.799,2.01913093423465,18937565053.63,383154000.0,23251890053.63,10,1.65,1.5625,1.515266,283798000.0,35.775,30.11
VICI.N,2021-10-01,0.28,0.47063,-40.505,9.23868006714404,17868324239.67,375704000.0,22250289239.67,9,1.5625,1.8,1.527139,164184000.0,36.64063,28.41
CE.N,2022-10-01,3.94,3.97613,-0.909,6.32122189163835,9788217312.02,2301000000.0,12964217312.02,23,2.6,2.44,3.747421,194000000.0,125.47826,90.34
CE.N,2022-07-01,4.99,4.56024,9.424,2.92681964107152,12738211728.37,2486000000.0,16304211728.37,22,2.44,2.17391,3.092855,442000000.0,153.04546,117.61
CE.N,2022-04-01,5.54,4.51738,22.638,2.46868760210564,15434141376.29,2538000000.0,19324141376.29,21,2.17391,2.16667,2.325202,504000000.0,184.3,142.87
CE.N,2022-01-01,4.91,5.04771,-2.728,1.76693985985724,18296834714.88,2275000000.0,22238834714.88,21,2.16667,2.09091,1.515266,530000000.0,195.86364,168.06
CE.N,2021-10-01,4.82,4.74981,1.478,2.78642724656355,16738430182.88,2266000000.0,19728430182.88,22,2.09091,2.21739,1.527139,520000000.0,179.26087,150.64
UNH.N,2022-10-01,5.79,5.42157,6.796,1.52981516424209,472405683858.4,80894000000.0,490502683858.4,21,1.77778,1.82143,3.747421,5384000000.0,590.81818,505.04
UNH.N,2022-07-01,5.57,5.19936,7.129,1.96562653865091,481873080448.89,80332000000.0,516959080448.89,22,1.82143,1.82143,3.092855,5199000000.0,566.1548,513.63
UNH.N,2022-04-01,5.49,5.3765,2.111,3.59899562912676,479830337485.62,80149000000.0,506722337485.62,21,1.82143,1.82759,2.325202,5148000000.0,541.12792,509.97
UNH.N,2022-01-01,4.48,4.30542,4.055,1.03660037812803,472941186675.0,73743000000.0,502288186675.0,24,1.82759,1.7931,1.515266,4191000000.0,524.77192,502.14
