Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise,Earnings Per Share - Actual Surprise AbsVals,Earnings Per Share – Coefficient of Variation,Number of Analysts,Recommendation - Mean (1-5),Recommendation change,Recommendation - Mean (1-5).1,Price Target - Standard Deviation
EBAY.OQ,2014-01-01,Retailing,0.794,0.794,1.27796719842712,40.0,1.92857,0.1035699999999999,1.825,4.79987
EBAY.OQ,2014-04-01,Retailing,4.732,4.732,1.34356718584018,38.0,2.025,0.09643,1.92857,4.14997
EBAY.OQ,2014-07-01,Retailing,1.009,1.009,2.16217007509771,37.0,2.07692,0.0519199999999999,2.025,3.98057
EBAY.OQ,2014-10-01,Retailing,1.672,1.672,1.67758141203911,38.0,2.30769,0.2307700000000001,2.07692,4.42202
EBAY.OQ,2015-01-01,Retailing,1.24,1.24,1.14627040282574,39.0,2.39024,0.0825499999999999,2.30769,5.43388
EBAY.OQ,2015-04-01,Retailing,10.008,10.008,1.85013215229659,38.0,2.35,-0.0402399999999998,2.39024,5.86195
EBAY.OQ,2015-07-01,Retailing,4.854,4.854,1.66386137247868,39.0,2.43902,0.0890200000000001,2.35,5.79838
EBAY.OQ,2015-10-01,Retailing,7.468,7.468,3.80135959212236,36.0,2.53846,0.0994399999999999,2.43902,2.26717
EBAY.OQ,2016-01-01,Retailing,0.747,0.747,2.39980656471015,34.0,2.475,-0.06346,2.53846,2.82977
EBAY.OQ,2016-04-01,Retailing,5.313,5.313,2.0345515247933,34.0,2.65854,0.1835399999999998,2.475,3.04667
EBAY.OQ,2016-07-01,Retailing,1.997,1.997,2.36965700460174,33.0,2.575,-0.0835399999999997,2.65854,3.59639
EBAY.OQ,2016-10-01,Retailing,2.294,2.294,1.82991975631379,35.0,2.58537,0.0103699999999999,2.575,4.2072
EBAY.OQ,2017-01-01,Retailing,0.935,0.935,1.82803738317757,34.0,2.6,0.0146299999999999,2.58537,3.37751
EBAY.OQ,2017-04-01,Retailing,2.446,2.446,1.76876437382396,34.0,2.5641,-0.0359000000000002,2.6,3.30454
EBAY.OQ,2017-07-01,Retailing,0.853,0.853,2.02604271722809,32.0,2.54054,-0.0235599999999998,2.5641,4.05006
EBAY.OQ,2017-10-01,Retailing,0.536,0.536,1.74053284182306,34.0,2.52632,-0.0142199999999999,2.54054,3.89291
EBAY.OQ,2018-01-01,Retailing,0.641,0.641,2.11005731441048,35.0,2.48718,-0.0391400000000001,2.52632,4.93038
EBAY.OQ,2018-04-01,Retailing,-0.643,0.643,1.42849108599066,35.0,2.25641,-0.2307700000000001,2.48718,4.92855
EBAY.OQ,2018-07-01,Retailing,3.629,3.629,1.59158454559675,33.0,2.24324,-0.0131699999999996,2.25641,5.61672
EBAY.OQ,2018-10-01,Retailing,3.119,3.119,3.29613670680956,35.0,2.43243,0.1891899999999999,2.24324,6.80947
EBAY.OQ,2019-01-01,Retailing,4.822,4.822,2.57034871704019,35.0,2.47222,0.0397899999999999,2.43243,4.06171
EBAY.OQ,2019-04-01,Retailing,6.962,6.962,1.86624946119829,33.0,2.47222,0.0,2.47222,4.74999
EBAY.OQ,2019-07-01,Retailing,8.882,8.882,1.48111379757578,33.0,2.5,0.0277799999999999,2.47222,4.28495
EBAY.OQ,2019-10-01,Retailing,4.245,4.245,2.1066716455066,33.0,2.65714,0.15714,2.5,4.43762
EBAY.OQ,2020-01-01,Retailing,7.18,7.18,1.46346627146902,32.0,2.81818,0.1610399999999998,2.65714,4.99822
EBAY.OQ,2020-04-01,Retailing,6.346,6.346,3.94171673226987,31.0,2.61765,-0.2005300000000001,2.81818,5.76631
EBAY.OQ,2020-07-01,Retailing,2.176,2.176,2.49195837275307,32.0,2.51429,-0.1033599999999999,2.61765,9.98673
EBAY.OQ,2020-10-01,Retailing,9.784,9.784,6.59993542137553,31.0,2.45455,-0.0597400000000001,2.51429,6.91297
EBAY.OQ,2021-01-01,Retailing,3.518,3.518,2.45194217412762,30.0,2.46875,0.0142000000000002,2.45455,8.74061
EBAY.OQ,2021-04-01,Retailing,2.0,2.0,1.64135388300909,28.0,2.4,-0.06875,2.46875,9.21404
EBAY.OQ,2021-07-01,Retailing,4.504,4.504,1.56439677831379,27.0,2.41379,0.0137900000000001,2.4,8.24603
EBAY.OQ,2021-10-01,Retailing,1.556,1.556,1.46015052865574,28.0,2.48276,0.0689699999999997,2.41379,7.60562
EBAY.OQ,2022-01-01,Retailing,5.671,5.671,1.52870729129975,26.0,2.51613,0.0333700000000001,2.48276,7.02488
EBAY.OQ,2022-04-01,Retailing,1.748,1.748,1.31012829954649,27.0,2.48387,-0.0322599999999999,2.51613,5.7196
EBAY.OQ,2022-07-01,Retailing,10.938,10.938,2.42943107834019,26.0,2.63636,0.1524899999999998,2.48387,8.65412
EBAY.OQ,2022-10-01,Retailing,7.812,7.812,1.98266382042823,26.0,2.67742,0.0410600000000003,2.63636,6.63471
KDP.OQ,2013-01-01,"Food, Beverage & Tobacco",-3.363,3.363,0.998185117967332,13.0,2.66667,0.0416699999999998,2.625,2.03961
KDP.OQ,2013-04-01,"Food, Beverage & Tobacco",15.102,15.102,3.29453155540112,13.0,2.73333,0.0666600000000001,2.66667,2.92575
KDP.OQ,2013-07-01,"Food, Beverage & Tobacco",-0.533,0.533,2.60746003552398,14.0,2.75,0.0166699999999999,2.73333,1.97203
KDP.OQ,2013-10-01,"Food, Beverage & Tobacco",5.579,5.579,1.46610677864427,14.0,2.93333,0.1833300000000002,2.75,2.53243
KDP.OQ,2014-01-01,"Food, Beverage & Tobacco",14.793,14.793,2.06153846153846,16.0,2.72222,-0.2111100000000001,2.93333,2.84641
KDP.OQ,2014-04-01,"Food, Beverage & Tobacco",24.916,24.916,2.02565833896016,15.0,2.94118,0.21896,2.72222,3.87063
KDP.OQ,2014-07-01,"Food, Beverage & Tobacco",17.318,17.318,2.72929509811517,17.0,3.15,0.2088199999999997,2.94118,5.10352
KDP.OQ,2014-10-01,"Food, Beverage & Tobacco",11.751,11.751,3.60909972062261,19.0,3.14286,-0.0071399999999997,3.15,6.31608
KDP.OQ,2015-01-01,"Food, Beverage & Tobacco",-0.108,0.108,3.54957716101935,19.0,3.19048,0.0476199999999997,3.14286,8.9598
KDP.OQ,2015-04-01,"Food, Beverage & Tobacco",6.558,6.558,2.97967506413208,20.0,2.95238,-0.2381000000000002,3.19048,6.14584
KDP.OQ,2015-07-01,"Food, Beverage & Tobacco",2.722,2.722,1.55538384618881,19.0,2.90476,-0.0476199999999997,2.95238,4.93539
KDP.OQ,2015-10-01,"Food, Beverage & Tobacco",4.488,4.488,1.65826569015393,19.0,2.95,0.0452400000000001,2.90476,6.7234
KDP.OQ,2016-01-01,"Food, Beverage & Tobacco",1.644,1.644,2.45875811878068,19.0,2.85,-0.1,2.95,4.89827
KDP.OQ,2016-04-01,"Food, Beverage & Tobacco",8.896,8.896,2.25553457443728,19.0,2.85,0.0,2.85,4.97189
KDP.OQ,2016-07-01,"Food, Beverage & Tobacco",4.039,4.039,1.81527628654898,17.0,2.88889,0.0388899999999998,2.85,5.53133
KDP.OQ,2016-10-01,"Food, Beverage & Tobacco",5.247,5.247,1.92413216152275,18.0,2.89474,0.0058500000000001,2.88889,6.05702
KDP.OQ,2017-01-01,"Food, Beverage & Tobacco",-1.649,1.649,1.38636707520048,19.0,2.85,-0.04474,2.89474,5.69587
KDP.OQ,2017-04-01,"Food, Beverage & Tobacco",-5.987,5.987,2.60137403791518,20.0,2.76191,-0.0880900000000002,2.85,7.35977
KDP.OQ,2017-07-01,"Food, Beverage & Tobacco",-2.644,2.644,1.87001051442813,20.0,2.66667,-0.0952399999999999,2.76191,6.67322
KDP.OQ,2017-10-01,"Food, Beverage & Tobacco",-5.374,5.374,2.34930793912961,19.0,2.55,-0.11667,2.66667,6.07184
KDP.OQ,2018-01-01,"Food, Beverage & Tobacco",-2.418,2.418,1.34455958549223,18.0,2.5625,0.0125000000000001,2.55,3.67632
KDP.OQ,2018-04-01,"Food, Beverage & Tobacco",-6.102,6.102,4.65751324627044,17.0,2.625,0.0625,2.5625,3.91752
KDP.OQ,2018-07-01,"Food, Beverage & Tobacco",358.829,358.829,6.00007058906575,16.0,2.58824,-0.0367600000000001,2.625,3.82467
KDP.OQ,2018-10-01,"Food, Beverage & Tobacco",9.199,9.199,4.99035416590835,15.0,2.58824,0.0,2.58824,3.0439
KDP.OQ,2019-01-01,"Food, Beverage & Tobacco",-0.13,0.13,3.61530010985719,18.0,2.52632,-0.0619199999999997,2.58824,3.35861
KDP.OQ,2019-04-01,"Food, Beverage & Tobacco",6.687,6.687,5.87206076900098,18.0,2.57895,0.0526299999999997,2.52632,3.17952
KDP.OQ,2019-07-01,"Food, Beverage & Tobacco",3.864,3.864,3.15399529151087,19.0,2.55,-0.02895,2.57895,2.98142
KDP.OQ,2019-10-01,"Food, Beverage & Tobacco",1.286,1.286,2.6365765651706,16.0,2.58824,0.03824,2.55,2.75358
KDP.OQ,2020-01-01,"Food, Beverage & Tobacco",0.229,0.229,1.86998854524628,15.0,2.5625,-0.0257399999999998,2.58824,2.61991
KDP.OQ,2020-04-01,"Food, Beverage & Tobacco",6.13,6.13,5.84080512351327,16.0,2.58824,0.0257399999999998,2.5625,2.12012
KDP.OQ,2020-07-01,"Food, Beverage & Tobacco",4.865,4.865,3.86412024532079,16.0,2.3125,-0.2757399999999999,2.58824,3.25918
KDP.OQ,2020-10-01,"Food, Beverage & Tobacco",4.997,4.997,2.65184148180056,16.0,2.25,-0.0625,2.3125,3.77026
KDP.OQ,2021-01-01,"Food, Beverage & Tobacco",-1.488,1.488,1.61408472050317,18.0,2.27778,0.0277799999999999,2.25,3.29773
KDP.OQ,2021-04-01,"Food, Beverage & Tobacco",4.302,4.302,4.01403331331584,18.0,2.26316,-0.0146199999999998,2.27778,3.51564
KDP.OQ,2021-07-01,"Food, Beverage & Tobacco",2.733,2.733,1.56533023331261,18.0,2.26316,0.0,2.26316,3.39142
KDP.OQ,2021-10-01,"Food, Beverage & Tobacco",-0.089,0.089,1.45098662549104,18.0,2.25,-0.01316,2.26316,2.84721
KDP.OQ,2022-01-01,"Food, Beverage & Tobacco",-0.124,0.124,2.25275213068182,18.0,2.25,0.0,2.25,2.62451
KDP.OQ,2022-04-01,"Food, Beverage & Tobacco",0.509,0.509,3.28937349617763,18.0,2.35,0.1,2.25,2.86529
KDP.OQ,2022-07-01,"Food, Beverage & Tobacco",-0.143,0.143,1.45432199918066,16.0,2.33333,-0.0166699999999999,2.35,3.54613
KDP.OQ,2022-10-01,"Food, Beverage & Tobacco",0.128,0.128,1.74571733310115,17.0,2.31579,-0.0175400000000003,2.33333,2.63655
MTD.N,2013-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",8.753,8.753,0.580744845223507,11.0,2.5,-0.1923099999999999,2.69231,14.08944
MTD.N,2013-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",2.016,2.016,1.11552194451221,11.0,2.46154,-0.0384600000000001,2.5,21.33643
MTD.N,2013-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.468,0.468,0.808037622915776,12.0,2.66667,0.20513,2.46154,15.73279
MTD.N,2013-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.507,0.507,0.547001542428378,13.0,2.53846,-0.1282099999999997,2.66667,20.37024
MTD.N,2014-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",2.096,2.096,0.339161530690243,12.0,2.58333,0.0448699999999999,2.53846,21.88823
MTD.N,2014-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",1.283,1.283,1.32022059382074,12.0,2.58333,0.0,2.58333,10.33489
MTD.N,2014-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.153,0.153,1.21235503179948,13.0,2.69231,0.1089799999999998,2.58333,15.22924
MTD.N,2014-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",3.081,3.081,0.533576535211858,11.0,2.75,0.05769,2.69231,15.72173
MTD.N,2015-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",2.169,2.169,0.370361445783132,11.0,2.75,0.0,2.75,24.10625
MTD.N,2015-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",3.886,3.886,0.987612139456929,13.0,2.71429,-0.0357099999999999,2.75,22.11876
MTD.N,2015-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.298,0.298,0.957133185512614,12.0,2.76923,0.0549399999999997,2.71429,24.16118
MTD.N,2015-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",2.382,2.382,0.394451301281025,12.0,2.76923,0.0,2.76923,22.87881
MTD.N,2016-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.886,0.886,0.336720060227763,12.0,2.76923,0.0,2.76923,28.27101
MTD.N,2016-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.857,0.857,0.948714479580499,11.0,2.76923,0.0,2.76923,28.26376
MTD.N,2016-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",2.905,2.905,0.480970505802006,11.0,2.76923,0.0,2.76923,27.90278
MTD.N,2016-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",6.205,6.205,1.81149033644304,11.0,2.84615,0.0769200000000003,2.76923,32.87157
MTD.N,2017-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",3.159,3.159,0.509736574234174,12.0,2.85714,0.0109899999999996,2.84615,31.97547
MTD.N,2017-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",8.218,8.218,0.76011871589834,11.0,2.69231,-0.1648299999999998,2.85714,55.91924
MTD.N,2017-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.56,0.56,0.98327937652956,11.0,2.53846,-0.1538499999999998,2.69231,71.76431
MTD.N,2017-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.693,0.693,2.45496535796767,10.0,2.41667,-0.1217900000000002,2.53846,94.1844
MTD.N,2018-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.675,0.675,1.00927487352445,11.0,2.5,0.0833300000000001,2.41667,93.82422
MTD.N,2018-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",0.241,0.241,2.64808362369338,12.0,2.69231,0.1923099999999999,2.5,79.00999
MTD.N,2018-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",1.599,1.599,0.334074020664958,12.0,2.69231,0.0,2.69231,47.06049
MTD.N,2018-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",2.435,2.435,0.764258319311927,13.0,2.71429,0.0219800000000001,2.69231,38.62066
MTD.N,2019-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",1.52,1.52,0.188663586001251,13.0,2.92857,0.21428,2.71429,56.4057
MTD.N,2019-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",1.212,1.212,0.870915423941781,11.0,3.08333,0.15476,2.92857,52.94045
MTD.N,2019-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",1.541,1.541,0.339258550830731,12.0,3.23077,0.14744,3.08333,61.17108
MTD.N,2019-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",1.11,1.11,0.360104929845251,10.0,3.27273,0.04196,3.23077,54.95475
MTD.N,2020-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",1.296,1.296,0.313391055269839,12.0,3.15385,-0.1188800000000003,3.27273,55.12259
MTD.N,2020-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",2.789,2.789,8.24137984201302,11.0,3.08333,-0.0705199999999997,3.15385,57.02491
MTD.N,2020-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",25.827,25.827,3.16255173398031,11.0,3.25,0.1666699999999998,3.08333,80.97166
MTD.N,2020-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",17.958,17.958,1.36760725021718,11.0,3.41667,0.1666699999999998,3.25,78.60982
MTD.N,2021-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",6.203,6.203,1.01993653065601,12.0,3.15385,-0.26282,3.41667,126.67313
MTD.N,2021-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",16.993,16.993,2.00885651763724,12.0,3.15385,0.0,3.15385,114.40627
MTD.N,2021-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",6.326,6.326,1.02834039983723,11.0,3.08333,-0.0705199999999997,3.15385,171.81703
MTD.N,2021-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",5.832,5.832,0.376360529356364,10.0,2.90909,-0.1742400000000001,3.08333,111.62885
MTD.N,2022-01-01,"Pharmaceuticals, Biotechnology & Life Sciences",4.488,4.488,0.866767814385667,10.0,2.91667,0.0075799999999999,2.90909,122.65598
MTD.N,2022-04-01,"Pharmaceuticals, Biotechnology & Life Sciences",8.627,8.627,1.90200138026225,9.0,2.91667,0.0,2.91667,149.68383
MTD.N,2022-07-01,"Pharmaceuticals, Biotechnology & Life Sciences",7.232,7.232,0.80703641656189,11.0,2.92308,0.0064100000000002,2.91667,117.2933
MTD.N,2022-10-01,"Pharmaceuticals, Biotechnology & Life Sciences",3.519,3.519,0.758396202527784,11.0,2.76923,-0.1538500000000002,2.92308,112.51946
CHD.N,2013-01-01,Household & Personal Products,2.506,2.506,3.84221130394825,18.0,2.47368,-0.19299,2.66667,2.17716
CHD.N,2013-04-01,Household & Personal Products,5.474,5.474,1.34617519706895,18.0,2.35,-0.1236799999999997,2.47368,2.46142
CHD.N,2013-07-01,Household & Personal Products,2.44,2.44,2.51225901793511,16.0,2.33333,-0.0166699999999999,2.35,1.93814
CHD.N,2013-10-01,Household & Personal Products,3.558,3.558,1.21542444474724,18.0,2.21053,-0.1228000000000002,2.33333,2.15029
CHD.N,2014-01-01,Household & Personal Products,-2.004,2.004,0.985979194934419,21.0,2.31818,0.10765,2.21053,2.06889
CHD.N,2014-04-01,Household & Personal Products,0.648,0.648,0.948573004274094,20.0,2.31818,0.0,2.31818,2.21
CHD.N,2014-07-01,Household & Personal Products,4.881,4.881,2.40415644765716,20.0,2.28571,-0.03247,2.31818,2.18996
CHD.N,2014-10-01,Household & Personal Products,3.811,3.811,1.01123595505618,20.0,2.38095,0.0952399999999999,2.28571,2.40747
CHD.N,2015-01-01,Household & Personal Products,-2.325,2.325,1.16707155200481,21.0,2.40909,0.02814,2.38095,3.47682
CHD.N,2015-04-01,Household & Personal Products,1.842,1.842,0.758713751050233,19.0,2.57895,0.1698599999999999,2.40909,2.38607
CHD.N,2015-07-01,Household & Personal Products,4.335,4.335,1.54927967070661,19.0,2.6,0.0210500000000002,2.57895,2.44115
CHD.N,2015-10-01,Household & Personal Products,1.243,1.243,1.08891288696904,19.0,2.66667,0.0666699999999997,2.6,2.77769
CHD.N,2016-01-01,Household & Personal Products,0.696,0.696,0.852223886828597,18.0,2.8,0.1333299999999999,2.66667,3.12025
CHD.N,2016-04-01,Household & Personal Products,1.352,1.352,1.73710137412497,17.0,2.84211,0.04211,2.8,4.52445
CHD.N,2016-07-01,Household & Personal Products,7.045,7.045,1.15104652041407,17.0,2.84211,0.0,2.84211,4.99675
CHD.N,2016-10-01,Household & Personal Products,0.528,0.528,1.43947981947683,17.0,2.84211,0.0,2.84211,3.88959
CHD.N,2017-01-01,Household & Personal Products,3.732,3.732,1.48289600867577,18.0,2.9,0.05789,2.84211,4.46542
CHD.N,2017-04-01,Household & Personal Products,12.335,12.335,0.948368978181033,19.0,3.0,0.1,2.9,3.78319
CHD.N,2017-07-01,Household & Personal Products,5.842,5.842,2.75705397939954,20.0,3.04546,0.0454599999999998,3.0,4.26866
CHD.N,2017-10-01,Household & Personal Products,4.701,4.701,1.66452991452991,19.0,3.0,-0.0454599999999998,3.04546,3.82308
CHD.N,2018-01-01,Household & Personal Products,3.761,3.761,1.09348498453557,20.0,2.90476,-0.0952399999999999,3.0,4.64047
CHD.N,2018-04-01,Household & Personal Products,3.074,3.074,0.840954827309763,19.0,2.85,-0.0547599999999999,2.90476,3.6141
CHD.N,2018-07-01,Household & Personal Products,5.15,5.15,1.97639484978541,20.0,2.80952,-0.04048,2.85,5.83333
CHD.N,2018-10-01,Household & Personal Products,7.288,7.288,1.6000739918609,20.0,2.80952,0.0,2.80952,7.00415
CHD.N,2019-01-01,Household & Personal Products,-2.381,2.381,1.57903750642233,20.0,2.71429,-0.0952299999999999,2.80952,6.35207
CHD.N,2019-04-01,Household & Personal Products,5.969,5.969,0.950694097521837,21.0,2.72727,0.0129799999999997,2.71429,7.66797
CHD.N,2019-07-01,Household & Personal Products,9.248,9.248,1.10781025395304,20.0,2.75,0.0227300000000001,2.72727,6.42814
CHD.N,2019-10-01,Household & Personal Products,7.871,7.871,2.28491108786611,19.0,2.52632,-0.2236799999999998,2.75,6.27843
CHD.N,2020-01-01,Household & Personal Products,-0.532,0.532,3.34936882844432,18.0,2.61111,0.0847899999999999,2.52632,5.90782
CHD.N,2020-04-01,Household & Personal Products,7.305,7.305,5.78409825468649,18.0,2.61111,0.0,2.61111,5.65685
CHD.N,2020-07-01,Household & Personal Products,21.915,21.915,5.57798571858326,17.0,2.44444,-0.1666699999999998,2.61111,12.43678
CHD.N,2020-10-01,Household & Personal Products,3.902,3.902,3.7033738552196,17.0,2.44444,0.0,2.44444,9.17581
CHD.N,2021-01-01,Household & Personal Products,1.166,1.166,1.96224398251541,18.0,2.47368,0.0292399999999997,2.44444,7.84743
CHD.N,2021-04-01,Household & Personal Products,2.175,2.175,3.04679132864722,18.0,2.65,0.17632,2.47368,7.62372
CHD.N,2021-07-01,Household & Personal Products,8.94,8.94,2.11286785258662,19.0,2.71429,0.0642900000000001,2.65,7.53401
CHD.N,2021-10-01,Household & Personal Products,13.065,13.065,1.87687263270959,19.0,2.77273,0.05844,2.71429,7.51003
CHD.N,2022-01-01,Household & Personal Products,6.371,6.371,8.34011999933518,18.0,2.81818,0.0454499999999997,2.77273,10.77691
CHD.N,2022-04-01,Household & Personal Products,8.104,8.104,3.16236421891688,18.0,2.95238,0.1341999999999998,2.81818,10.76231
CHD.N,2022-07-01,Household & Personal Products,5.841,5.841,2.00540344817982,17.0,2.9,-0.0523799999999998,2.95238,8.88344
CHD.N,2022-10-01,Household & Personal Products,16.536,16.536,1.89830716388616,19.0,2.91304,0.0130400000000001,2.9,6.67374
EQIX.OQ,2013-01-01,Real Estate,55.616,55.616,19.2218242314156,23.0,1.95652,0.08152,1.875,16.22489
EQIX.OQ,2013-04-01,Real Estate,-8.604,8.604,10.1697223962732,20.0,1.85714,-0.09938,1.95652,21.04016
EQIX.OQ,2013-07-01,Real Estate,-29.806,29.806,9.83570027927982,21.0,1.8,-0.0571399999999999,1.85714,19.1906
EQIX.OQ,2013-10-01,Real Estate,23.328,23.328,13.5032262741971,21.0,1.72727,-0.0727299999999999,1.8,12.63926
EQIX.OQ,2014-01-01,Real Estate,13.002,13.002,11.5648014783814,20.0,1.7,-0.0272700000000001,1.72727,14.36063
EQIX.OQ,2014-04-01,Real Estate,12.605,12.605,14.7854484473146,18.0,1.68421,-0.0157899999999999,1.7,12.37411
EQIX.OQ,2014-07-01,Real Estate,7.275,7.275,5.9249497664466,19.0,1.68421,0.0,1.68421,13.86964
EQIX.OQ,2014-10-01,Real Estate,-8.933,8.933,11.4202188974319,20.0,1.9,0.2157899999999999,1.68421,14.32834
EQIX.OQ,2015-01-01,Real Estate,-154.45,154.45,11.809989675531,20.0,1.9,0.0,1.9,16.64655
EQIX.OQ,2015-04-01,Real Estate,61.446,61.446,12.306240063593,21.0,1.90476,0.00476,1.9,18.26002
EQIX.OQ,2015-07-01,Real Estate,-10.268,10.268,9.44721361533971,16.0,2.0,0.0952399999999999,1.90476,24.11695
EQIX.OQ,2015-10-01,Real Estate,-35.254,35.254,10.8535473281051,16.0,2.05556,0.0555599999999998,2.0,16.34965
EQIX.OQ,2016-01-01,Real Estate,-84.196,84.196,12.480464977436,16.0,1.84211,-0.2134499999999999,2.05556,20.46842
EQIX.OQ,2016-07-01,Real Estate,3.854,3.854,32.936026075286,20.0,2.04348,0.0434800000000001,2.0,35.85582
EQIX.OQ,2016-10-01,Real Estate,20.947,20.947,36.1952641165756,18.0,2.0,-0.0434800000000001,2.04348,22.25359
EQIX.OQ,2017-01-01,Real Estate,15.923,15.923,22.3540195179813,18.0,1.90476,-0.0952399999999999,2.0,21.08449
EQIX.OQ,2017-04-01,Real Estate,-32.176,32.176,18.1530443474019,19.0,1.81818,-0.0865800000000001,1.90476,26.81877
EQIX.OQ,2017-07-01,Real Estate,-45.755,45.755,19.3363448462913,19.0,1.82609,0.00791,1.81818,32.61227
EQIX.OQ,2017-10-01,Real Estate,-12.537,12.537,17.6366177618096,20.0,1.92,0.0939099999999999,1.82609,30.32609
EQIX.OQ,2018-01-01,Real Estate,-30.197,30.197,24.9280691897782,21.0,1.79167,-0.1283299999999998,1.92,32.91548
EQIX.OQ,2018-04-01,Real Estate,-23.693,23.693,13.388519158883,19.0,1.78261,-0.00906,1.79167,29.36943
EQIX.OQ,2018-07-01,Real Estate,-8.651,8.651,14.6749059645352,21.0,1.75,-0.03261,1.78261,29.1247
EQIX.OQ,2018-10-01,Real Estate,51.566,51.566,11.676754022141,20.0,1.8,0.05,1.75,29.89268
EQIX.OQ,2019-01-01,Real Estate,10.97,10.97,9.95381703058194,19.0,1.72,-0.08,1.8,27.03243
EQIX.OQ,2019-04-01,Real Estate,9.028,9.028,7.34236111111111,20.0,1.73077,0.0107699999999999,1.72,25.34539
EQIX.OQ,2019-07-01,Real Estate,7.643,7.643,6.87388535031847,18.0,1.68,-0.0507699999999999,1.73077,34.4445
EQIX.OQ,2019-10-01,Real Estate,-15.474,15.474,7.41908604245473,18.0,1.68,0.0,1.68,38.17652
EQIX.OQ,2020-01-01,Real Estate,-6.598,6.598,12.6413030266197,19.0,1.72,0.04,1.68,43.27044
EQIX.OQ,2020-04-01,Real Estate,-23.813,23.813,8.90395455273197,17.0,1.83333,0.1133299999999999,1.72,47.22645
EQIX.OQ,2020-07-01,Real Estate,-7.117,7.117,6.82688958551027,20.0,1.84,0.0066700000000001,1.83333,53.31426
EQIX.OQ,2020-10-01,Real Estate,-55.879,55.879,8.3537043440932,21.0,1.84615,0.0061499999999998,1.84,47.24769
EQIX.OQ,2021-01-01,Real Estate,-62.813,62.813,17.9366901968971,22.0,1.84615,0.0,1.84615,47.61674
EQIX.OQ,2021-04-01,Real Estate,1.788,1.788,12.244945713216,21.0,1.7931,-0.05305,1.84615,43.9074
EQIX.OQ,2021-07-01,Real Estate,2.255,2.255,9.82400328945589,21.0,1.77778,-0.01532,1.7931,51.59194
EQIX.OQ,2021-10-01,Real Estate,6.684,6.684,12.880221496882,22.0,2.03846,0.2606800000000002,1.77778,73.07872
EQIX.OQ,2022-01-01,Real Estate,-3.279,3.279,14.7840496120503,22.0,2.18519,0.1467299999999998,2.03846,76.84014
EQIX.OQ,2022-04-01,Real Estate,-1.881,1.881,13.2599663246642,21.0,2.11539,-0.0697999999999998,2.18519,78.79504
EQIX.OQ,2022-07-01,Real Estate,31.387,31.387,9.11227776453435,21.0,2.04,-0.07539,2.11539,77.9245
EQIX.OQ,2022-10-01,Real Estate,29.019,29.019,12.0705903471178,20.0,2.0,-0.04,2.04,85.01639
ADP.OQ,2013-01-01,Software & Services,1.346,1.346,3.60621586622375,23.0,2.46154,-0.01994,2.48148,4.0586
ADP.OQ,2013-04-01,Software & Services,0.887,0.887,1.70793844899623,23.0,2.48148,0.01994,2.46154,6.19531
ADP.OQ,2013-07-01,Software & Services,-4.021,4.021,1.58104146307413,23.0,2.44,-0.0414799999999999,2.48148,5.06427
ADP.OQ,2013-10-01,Software & Services,3.179,3.179,1.76010924816023,22.0,2.52,0.08,2.44,5.18161
ADP.OQ,2014-01-01,Software & Services,3.809,3.809,0.724064101732304,23.0,2.6,0.08,2.52,7.28011
ADP.OQ,2014-04-01,Software & Services,-1.822,1.822,1.18276880898793,21.0,2.6087,0.0086999999999997,2.6,6.75896
