Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise,Earnings Per Share - Actual Surprise AbsVals,Earnings Per Share – Coefficient of Variation,Number of Analysts,Recommendation - Mean (1-5),Recommendation change,Recommendation - Mean (1-5).1,Price Target - Standard Deviation
AVY.N,2013-01-01,Materials,11.178,11.178,3.62562022606082,7.0,3.0,0.0,3.0,2.44949
AVY.N,2013-04-01,Materials,2.482,2.482,2.04616907818172,7.0,2.875,-0.125,3.0,3.92272
AVY.N,2013-07-01,Materials,1.068,1.068,1.55160142348754,8.0,2.875,0.0,2.875,4.30946
AVY.N,2013-10-01,Materials,8.095,8.095,2.77599360832171,7.0,2.625,-0.25,2.875,3.4523
AVY.N,2014-01-01,Materials,1.471,1.471,3.20441176470588,8.0,2.33333,-0.2916699999999999,2.625,3.42555
AVY.N,2014-04-01,Materials,-1.707,1.707,2.06868393594338,7.0,2.375,0.0416699999999998,2.33333,2.89968
AVY.N,2014-07-01,Materials,0.719,0.719,1.13812335544952,7.0,2.25,-0.125,2.375,2.72554
AVY.N,2014-10-01,Materials,4.478,4.478,2.12618724559023,7.0,2.5,0.25,2.25,3.33197
AVY.N,2015-01-01,Materials,11.921,11.921,0.917750640435745,7.0,2.125,-0.375,2.5,4.42972
AVY.N,2015-04-01,Materials,16.691,16.691,3.51225977468522,7.0,2.25,0.125,2.125,1.80278
AVY.N,2015-07-01,Materials,3.57,3.57,3.17995060491902,8.0,2.22222,-0.0277799999999999,2.25,2.75379
AVY.N,2015-10-01,Materials,3.126,3.126,2.84129298389104,8.0,2.22222,0.0,2.22222,3.23608
AVY.N,2016-01-01,Materials,8.817,8.817,4.15551828760898,8.0,2.22222,0.0,2.22222,3.97562
AVY.N,2016-04-01,Materials,9.159,9.159,1.59557790345244,8.0,2.22222,0.0,2.22222,4.25898
AVY.N,2016-07-01,Materials,7.522,7.522,1.09593094944513,8.0,2.66667,0.4444499999999998,2.22222,3.26599
AVY.N,2016-10-01,Materials,1.29,1.29,0.883526886896524,7.0,2.625,-0.0416699999999998,2.66667,7.67854
AVY.N,2017-01-01,Materials,6.18,6.18,2.00562002616959,8.0,2.22222,-0.4027799999999999,2.625,7.07972
AVY.N,2017-04-01,Materials,6.232,6.232,2.71801546589082,8.0,2.22222,0.0,2.22222,5.90054
AVY.N,2017-07-01,Materials,8.376,8.376,2.12699069286453,8.0,2.0,-0.22222,2.22222,9.54474
AVY.N,2017-10-01,Materials,4.035,4.035,2.02455558032581,8.0,2.0,0.0,2.0,8.45905
AVY.N,2018-01-01,Materials,6.504,6.504,1.15392623200243,9.0,2.1,0.1,2.0,15.7038
AVY.N,2018-04-01,Materials,5.603,5.603,3.3895570548548,10.0,2.27273,0.17273,2.1,9.55814
AVY.N,2018-07-01,Materials,7.249,7.249,1.41426540896757,10.0,2.18182,-0.09091,2.27273,9.11788
AVY.N,2018-10-01,Materials,-1.044,1.044,1.53347437384836,10.0,2.09091,-0.09091,2.18182,7.96869
AVY.N,2019-01-01,Materials,1.543,1.543,1.23989578462155,10.0,1.90909,-0.1818200000000001,2.09091,9.1
AVY.N,2019-04-01,Materials,1.718,1.718,1.85085910652921,10.0,2.18182,0.2727300000000001,1.90909,8.41662
AVY.N,2019-07-01,Materials,2.394,2.394,0.931669623403065,9.0,2.5,0.3181799999999999,2.18182,8.88819
AVY.N,2019-10-01,Materials,3.362,3.362,1.6145703611457,10.0,2.45455,-0.0454500000000002,2.5,10.01234
AVY.N,2020-01-01,Materials,2.173,2.173,1.91648948736121,11.0,2.53846,0.0839100000000003,2.45455,11.2
AVY.N,2020-04-01,Materials,10.733,10.733,3.5547995463945,11.0,2.46154,-0.0769200000000003,2.53846,6.95666
AVY.N,2020-07-01,Materials,11.96,11.96,9.32268387506281,12.0,2.42857,-0.0329699999999997,2.46154,10.75221
AVY.N,2020-10-01,Materials,25.104,25.104,6.04298074970689,12.0,2.35714,-0.0714300000000003,2.42857,12.64388
AVY.N,2021-01-01,Materials,8.799,8.799,6.06637206315123,12.0,2.21429,-0.1428499999999997,2.35714,16.26739
AVY.N,2021-04-01,Materials,18.297,18.297,3.52178627760252,11.0,2.14286,-0.0714299999999998,2.21429,23.44547
AVY.N,2021-07-01,Materials,9.359,9.359,5.08009954117739,11.0,2.15385,0.0109899999999996,2.14286,25.77906
AVY.N,2021-10-01,Materials,4.784,4.784,3.93575870342261,11.0,2.15385,0.0,2.15385,28.36917
AVY.N,2022-01-01,Materials,0.294,0.294,1.8759270158917,12.0,2.14286,-0.0109899999999996,2.15385,21.56328
AVY.N,2022-04-01,Materials,10.595,10.595,3.88879672638797,12.0,2.06667,-0.0761900000000004,2.14286,23.96178
AVY.N,2022-07-01,Materials,11.635,11.635,2.60481637313149,13.0,2.0,-0.0666699999999997,2.06667,21.00689
AVY.N,2022-10-01,Materials,-0.131,0.131,2.0026550504825,13.0,2.14286,0.1428600000000002,2.0,21.42756
SIVB.OQ,2013-01-01,Banks,27.273,27.273,7.78522727272727,15.0,2.53333,-0.1137300000000003,2.64706,2.72208
SIVB.OQ,2013-04-01,Banks,2.74,2.74,4.44634703196347,15.0,2.86667,0.3333400000000002,2.53333,3.49471
SIVB.OQ,2013-07-01,Banks,13.293,13.293,3.11554781270374,16.0,2.6875,-0.17917,2.86667,10.63245
SIVB.OQ,2013-10-01,Banks,1.178,1.178,4.68052668052668,16.0,2.5625,-0.125,2.6875,6.59293
SIVB.OQ,2014-01-01,Banks,15.85,15.85,3.84127708095781,16.0,2.5625,0.0,2.5625,12.1337
SIVB.OQ,2014-04-01,Banks,23.908,23.908,13.9463065925338,16.0,2.4375,-0.125,2.5625,11.79755
SIVB.OQ,2014-07-01,Banks,18.567,18.567,20.6044645096564,14.0,2.21429,-0.2232099999999999,2.4375,6.72947
SIVB.OQ,2014-10-01,Banks,-1.081,1.081,6.02190816731937,15.0,2.06667,-0.1476200000000003,2.21429,6.75973
SIVB.OQ,2015-01-01,Banks,6.202,6.202,5.78837209302326,16.0,1.875,-0.1916699999999997,2.06667,7.94817
SIVB.OQ,2015-04-01,Banks,27.02,27.02,5.34893221912721,16.0,1.875,0.0,1.875,8.8609
SIVB.OQ,2015-07-01,Banks,13.977,13.977,5.39126494235906,16.0,1.875,0.0,1.875,9.86465
SIVB.OQ,2015-10-01,Banks,2.573,2.573,7.23623605966171,16.0,1.75,-0.125,1.875,13.58365
SIVB.OQ,2016-01-01,Banks,9.984,9.984,4.63764320785597,16.0,1.6875,-0.0625,1.75,10.62366
SIVB.OQ,2016-04-01,Banks,-10.413,10.413,3.7685584114766,16.0,1.6875,0.0,1.6875,15.96329
SIVB.OQ,2016-07-01,Banks,4.86,4.86,2.94904270986745,16.0,1.6875,0.0,1.6875,14.95094
SIVB.OQ,2016-10-01,Banks,22.294,22.294,3.97685647205413,17.0,1.82353,0.1360300000000001,1.6875,7.45586
SIVB.OQ,2017-01-01,Banks,5.725,5.725,4.26257936396946,17.0,1.88235,0.0588199999999998,1.82353,11.25208
SIVB.OQ,2017-04-01,Banks,2.321,2.321,3.8716002292853,18.0,1.83333,-0.04902,1.88235,8.88644
SIVB.OQ,2017-07-01,Banks,13.491,13.491,4.67955836239917,19.0,1.89474,0.0614100000000001,1.83333,9.39529
SIVB.OQ,2017-10-01,Banks,21.639,21.639,3.89505074814272,19.0,1.89474,0.0,1.89474,10.48043
SIVB.OQ,2018-01-01,Banks,15.406,15.406,4.93291315819128,19.0,1.89474,0.0,1.89474,28.70974
SIVB.OQ,2018-04-01,Banks,15.771,15.771,6.10014351778026,20.0,2.05,0.1552599999999997,1.89474,21.53509
SIVB.OQ,2018-07-01,Banks,13.336,13.336,4.59575886561194,20.0,1.95,-0.0999999999999998,2.05,23.39662
SIVB.OQ,2018-10-01,Banks,13.657,13.657,2.63505081119629,20.0,1.95,0.0,1.95,18.44424
SIVB.OQ,2019-01-01,Banks,5.248,5.248,3.03095889829609,20.0,1.8,-0.1499999999999999,1.95,38.22839
SIVB.OQ,2019-04-01,Banks,14.131,14.131,3.38826590019826,20.0,1.80952,0.0095199999999999,1.8,28.90178
SIVB.OQ,2019-07-01,Banks,20.276,20.276,3.52459421766352,19.0,2.1,0.29048,1.80952,27.05007
SIVB.OQ,2019-10-01,Banks,1.589,1.589,5.30452021422442,20.0,2.18182,0.08182,2.1,24.36973
SIVB.OQ,2020-01-01,Banks,8.806,8.806,5.62756692828728,18.0,2.2381,0.0562800000000001,2.18182,21.96265
SIVB.OQ,2020-04-01,Banks,-28.439,28.439,44.1139245834748,18.0,2.3,0.0618999999999996,2.2381,35.25792
SIVB.OQ,2020-07-01,Banks,42.317,42.317,18.1425360783581,19.0,2.2381,-0.0618999999999996,2.3,41.92193
SIVB.OQ,2020-10-01,Banks,60.805,60.805,15.9695932989828,20.0,2.19048,-0.0476200000000002,2.2381,44.38499
SIVB.OQ,2021-01-01,Banks,92.947,92.947,7.67092713401438,19.0,2.42857,0.2380900000000001,2.19048,57.39063
SIVB.OQ,2021-04-01,Banks,54.939,54.939,14.3233181431992,20.0,2.40909,-0.0194800000000001,2.42857,49.71531
SIVB.OQ,2021-07-01,Banks,39.771,39.771,12.2633966325825,20.0,2.31818,-0.09091,2.40909,64.7591
SIVB.OQ,2021-10-01,Banks,23.76,23.76,25.5848869496232,22.0,2.17391,-0.1442700000000001,2.31818,69.68166
SIVB.OQ,2022-01-01,Banks,-4.455,4.455,15.4826420890937,21.0,2.125,-0.0489099999999997,2.17391,81.84998
SIVB.OQ,2022-04-01,Banks,39.857,39.857,14.9467323337295,21.0,2.20833,0.0833300000000001,2.125,117.079
SIVB.OQ,2022-07-01,Banks,-27.127,27.127,11.7346381073836,21.0,2.04167,-0.1666600000000002,2.20833,137.72149
SIVB.OQ,2022-10-01,Banks,3.874,3.874,12.453213467606,21.0,2.16667,0.125,2.04167,96.93788
J.N,2013-01-01,Commercial  & Professional Services,0.82,0.82,4.19198217081001,17.0,2.16667,-0.04386,2.21053,4.04969
J.N,2013-04-01,Commercial  & Professional Services,-3.298,3.298,4.88951745479161,18.0,2.10526,-0.0614099999999999,2.16667,3.58284
J.N,2013-07-01,Commercial  & Professional Services,-2.02,2.02,4.25328469738287,20.0,2.15,0.04474,2.10526,3.31427
J.N,2013-10-01,Commercial  & Professional Services,-4.203,4.203,4.09077949478246,20.0,2.5,0.3500000000000001,2.15,3.62803
J.N,2014-01-01,Commercial  & Professional Services,4.284,4.284,4.64063228957985,19.0,2.28571,-0.2142900000000001,2.5,4.57718
J.N,2014-04-01,Commercial  & Professional Services,-8.137,8.137,3.86274268173823,20.0,2.2,-0.0857099999999997,2.28571,4.90181
J.N,2014-07-01,Commercial  & Professional Services,5.395,5.395,14.5583437892095,23.0,2.13044,-0.06956,2.2,5.93268
J.N,2014-10-01,Commercial  & Professional Services,2.347,2.347,3.71938312670094,23.0,2.30435,0.1739099999999998,2.13044,5.49943
J.N,2015-01-01,Commercial  & Professional Services,-0.958,0.958,2.61367290500997,21.0,2.40909,0.10474,2.30435,8.8871
J.N,2015-04-01,Commercial  & Professional Services,-8.308,8.308,5.43400743721665,21.0,2.52381,0.1147200000000001,2.40909,6.12655
J.N,2015-07-01,Commercial  & Professional Services,33.841,33.841,7.28675111074316,20.0,2.57143,0.0476199999999997,2.52381,5.65685
J.N,2015-10-01,Commercial  & Professional Services,3.662,3.662,4.35768523077721,21.0,2.40909,-0.1623399999999999,2.57143,5.92988
J.N,2016-01-01,Commercial  & Professional Services,13.266,13.266,5.13911477695167,17.0,2.55556,0.1464699999999998,2.40909,5.47687
J.N,2016-04-01,Commercial  & Professional Services,10.947,10.947,7.1301775147929,19.0,2.6,0.0444400000000002,2.55556,6.30288
J.N,2016-07-01,Commercial  & Professional Services,4.334,4.334,4.04628143392188,17.0,2.5,-0.1,2.6,8.24787
J.N,2016-10-01,Commercial  & Professional Services,-0.458,0.458,3.47493342296455,15.0,2.64706,0.1470600000000002,2.5,8.14862
J.N,2017-01-01,Commercial  & Professional Services,9.791,9.791,11.3568845259623,15.0,2.76471,0.1176499999999998,2.64706,6.96531
J.N,2017-04-01,Commercial  & Professional Services,8.852,8.852,3.34789343678915,15.0,2.76471,0.0,2.76471,6.50385
J.N,2017-07-01,Commercial  & Professional Services,0.342,0.342,2.97468595597668,15.0,2.86667,0.10196,2.76471,5.30183
J.N,2017-10-01,Commercial  & Professional Services,18.921,18.921,2.89777691486263,14.0,2.85714,-0.0095300000000002,2.86667,6.245
J.N,2018-01-01,Commercial  & Professional Services,6.464,6.464,7.01140684410646,15.0,2.625,-0.2321399999999998,2.85714,6.16568
J.N,2018-04-01,Commercial  & Professional Services,14.558,14.558,3.17669431333914,13.0,2.33333,-0.2916699999999999,2.625,6.94034
J.N,2018-07-01,Commercial  & Professional Services,11.969,11.969,4.26477784505138,13.0,1.93333,-0.4000000000000001,2.33333,5.43092
J.N,2018-10-01,Commercial  & Professional Services,5.736,5.736,4.11968392080263,14.0,1.8125,-0.1208299999999999,1.93333,7.18764
J.N,2019-01-01,Commercial  & Professional Services,-5.747,5.747,7.63357325107582,15.0,1.82353,0.01103,1.8125,5.15653
J.N,2019-04-01,Commercial  & Professional Services,9.931,9.931,6.38799076212471,15.0,1.875,0.0514699999999999,1.82353,6.6299
J.N,2019-07-01,Commercial  & Professional Services,13.191,13.191,3.20087318591583,13.0,1.78571,-0.08929,1.875,8.3385
J.N,2019-10-01,Commercial  & Professional Services,12.258,12.258,5.36260135468261,13.0,1.78571,0.0,1.78571,6.57051
J.N,2020-01-01,Commercial  & Professional Services,0.47,0.47,3.40592268856906,13.0,1.8,0.0142900000000001,1.78571,4.77878
J.N,2020-04-01,Commercial  & Professional Services,6.683,6.683,5.3894329659534,13.0,1.6,-0.1999999999999999,1.8,8.17704
J.N,2020-07-01,Commercial  & Professional Services,26.272,26.272,5.57598837500626,13.0,1.6,0.0,1.6,5.77077
J.N,2020-10-01,Commercial  & Professional Services,23.739,23.739,4.37640914301331,14.0,1.5625,-0.0375,1.6,8.60233
J.N,2021-01-01,Commercial  & Professional Services,10.613,10.613,5.21844184167379,14.0,1.6875,0.125,1.5625,6.92268
J.N,2021-04-01,Commercial  & Professional Services,20.54,20.54,2.99025516650449,14.0,1.6875,0.0,1.6875,11.50599
J.N,2021-07-01,Commercial  & Professional Services,7.28,7.28,3.387169574347,14.0,1.6875,0.0,1.6875,6.7465
J.N,2021-10-01,Commercial  & Professional Services,0.392,0.392,4.73685213777854,12.0,1.6875,0.0,1.6875,7.80002
J.N,2022-01-01,Commercial  & Professional Services,-1.025,1.025,5.26472734194081,14.0,1.6875,0.0,1.6875,8.72119
J.N,2022-04-01,Commercial  & Professional Services,2.304,2.304,2.97156316356088,15.0,1.72222,0.03472,1.6875,7.9705
J.N,2022-07-01,Commercial  & Professional Services,2.77,2.77,5.03627332349837,15.0,1.72222,0.0,1.72222,9.50649
J.N,2022-10-01,Commercial  & Professional Services,1.53,1.53,3.00360432519023,15.0,1.72222,0.0,1.72222,10.80864
SNPS.OQ,2013-01-01,Software & Services,21.818,21.818,0.0,6.0,1.5,0.0,1.5,2.29129
SNPS.OQ,2013-04-01,Software & Services,4.485,4.485,0.590498203175709,6.0,1.5,0.0,1.5,2.19216
SNPS.OQ,2013-07-01,Software & Services,1.852,1.852,0.990740740740741,7.0,1.75,0.25,1.5,2.2315
SNPS.OQ,2013-10-01,Software & Services,1.358,1.358,0.783710407239819,8.0,1.75,0.0,1.75,2.47172
SNPS.OQ,2014-01-01,Software & Services,13.774,13.774,1.2322347995449,7.0,1.71429,-0.0357099999999999,1.75,2.4908
SNPS.OQ,2014-04-01,Software & Services,9.428,9.428,1.34680134680135,8.0,1.75,0.0357099999999999,1.71429,1.05327
SNPS.OQ,2014-07-01,Software & Services,7.661,7.661,0.801656314699793,8.0,1.75,0.0,1.75,1.1022
SNPS.OQ,2014-10-01,Software & Services,5.785,5.785,0.826446280991736,8.0,1.75,0.0,1.75,1.67589
SNPS.OQ,2015-01-01,Software & Services,28.146,28.146,0.792900735235227,8.0,1.75,0.0,1.75,2.96266
SNPS.OQ,2015-04-01,Software & Services,7.937,7.937,1.2,7.0,1.71429,-0.0357099999999999,1.75,4.03935
SNPS.OQ,2015-07-01,Software & Services,6.265,6.265,1.48601693485814,8.0,1.75,0.0357099999999999,1.71429,3.94348
SNPS.OQ,2015-10-01,Software & Services,2.203,2.203,1.62609067057173,9.0,1.88889,0.1388899999999999,1.75,3.49956
SNPS.OQ,2016-01-01,Software & Services,10.569,10.569,1.14959349593496,8.0,1.875,-0.0138899999999999,1.88889,3.38886
SNPS.OQ,2016-04-01,Software & Services,2.718,2.718,0.810327554941223,7.0,1.85714,-0.0178599999999999,1.875,3.62531
SNPS.OQ,2016-07-01,Software & Services,3.051,3.051,0.587118644067796,8.0,1.875,0.0178599999999999,1.85714,5.84701
SNPS.OQ,2016-10-01,Software & Services,0.326,0.326,0.564169381107492,9.0,1.88889,0.0138899999999999,1.875,6.38478
SNPS.OQ,2017-01-01,Software & Services,20.128,20.128,0.553354632587859,9.0,1.88889,0.0,1.88889,6.80051
SNPS.OQ,2017-04-01,Software & Services,2.624,2.624,2.65655976676385,9.0,1.88889,0.0,1.88889,5.51989
SNPS.OQ,2017-07-01,Software & Services,0.0,0.0,0.941304347826087,9.0,1.88889,0.0,1.88889,6.87273
SNPS.OQ,2017-10-01,Software & Services,20.524,20.524,1.90393013100437,9.0,1.77778,-0.11111,1.88889,12.1055
SNPS.OQ,2018-01-01,Software & Services,10.372,10.372,1.13181421390085,8.0,2.0,0.22222,1.77778,10.40408
SNPS.OQ,2018-04-01,Software & Services,-0.128,0.128,0.720375816086852,8.0,2.0,0.0,2.0,10.52693
SNPS.OQ,2018-07-01,Software & Services,3.782,3.782,0.928576110467784,8.0,2.0,0.0,2.0,8.82945
SNPS.OQ,2018-10-01,Software & Services,0.402,0.402,1.06451446812893,8.0,1.88889,-0.11111,2.0,8.39271
SNPS.OQ,2019-01-01,Software & Services,11.815,11.815,1.45152606949103,9.0,1.9,0.0111099999999999,1.88889,9.44293
SNPS.OQ,2019-04-01,Software & Services,5.985,5.985,1.10644129739607,9.0,1.8,-0.0999999999999998,1.9,16.31839
SNPS.OQ,2019-07-01,Software & Services,7.578,7.578,1.19338487345927,9.0,1.8,0.0,1.8,20.068
SNPS.OQ,2019-10-01,Software & Services,2.131,2.131,0.825932504440497,9.0,1.7,-0.1,1.8,19.64341
SNPS.OQ,2020-01-01,Software & Services,9.735,9.735,1.40482398956975,10.0,1.66667,-0.0333299999999998,1.7,16.49748
SNPS.OQ,2020-04-01,Software & Services,23.66,23.66,1.03184739200065,12.0,1.76923,0.1025599999999999,1.66667,17.15264
SNPS.OQ,2020-07-01,Software & Services,29.36,29.36,1.75677283135576,13.0,1.78571,0.0164799999999998,1.76923,22.40046
SNPS.OQ,2020-10-01,Software & Services,0.296,0.296,4.19404188328795,15.0,1.86667,0.0809600000000001,1.78571,19.67815
SNPS.OQ,2021-01-01,Software & Services,3.144,3.144,3.05835091981244,15.0,2.0,0.1333299999999999,1.86667,26.96678
SNPS.OQ,2021-04-01,Software & Services,11.488,11.488,1.28735662336129,12.0,2.0,0.0,2.0,37.09482
SNPS.OQ,2021-07-01,Software & Services,1.792,1.792,1.40540114951579,16.0,2.0,0.0,2.0,36.96505
SNPS.OQ,2021-10-01,Software & Services,2.093,2.093,0.665847679630222,15.0,2.0,0.0,2.0,39.73076
SNPS.OQ,2022-01-01,Software & Services,1.092,1.092,0.822637917163352,16.0,1.9375,-0.0625,2.0,39.63382
SNPS.OQ,2022-04-01,Software & Services,5.503,5.503,0.441424713031735,12.0,1.92857,-0.0089300000000001,1.9375,27.32358
SNPS.OQ,2022-07-01,Software & Services,5.634,5.634,7.10110663983903,9.0,1.76923,-0.1593399999999998,1.92857,32.92391
SNPS.OQ,2022-10-01,Software & Services,3.523,3.523,1.09647696476965,11.0,1.6875,-0.08173,1.76923,33.27653
DXC.N,2013-01-01,Software & Services,30.233,30.233,14.2866807610994,13.0,2.73333,-0.2666699999999999,3.0,5.62866
DXC.N,2013-04-01,Software & Services,-43.82,43.82,4.90806945863126,13.0,2.8,0.0666699999999997,2.73333,4.77727
DXC.N,2013-07-01,Software & Services,37.311,37.311,10.4552381814615,12.0,2.73333,-0.0666699999999997,2.8,2.77232
DXC.N,2013-10-01,Software & Services,12.144,12.144,3.39446996828613,14.0,2.73333,0.0,2.73333,5.09147
DXC.N,2014-01-01,Software & Services,16.347,16.347,2.83862235993874,13.0,2.76923,0.0358999999999998,2.73333,3.54429
DXC.N,2014-04-01,Software & Services,5.197,5.197,2.89629879843652,13.0,2.69231,-0.0769199999999998,2.76923,6.55555
DXC.N,2014-07-01,Software & Services,10.025,10.025,5.37413875981413,14.0,2.78571,0.0933999999999999,2.69231,5.45945
DXC.N,2014-10-01,Software & Services,16.327,16.327,3.36067351485637,16.0,2.6875,-0.0982099999999999,2.78571,5.74418
DXC.N,2015-01-01,Software & Services,5.77,5.77,3.12110646002707,16.0,2.76471,0.07721,2.6875,5.55478
DXC.N,2015-04-01,Software & Services,5.219,5.219,4.21210855949896,16.0,2.94118,0.1764700000000001,2.76471,6.38207
DXC.N,2015-07-01,Software & Services,9.611,9.611,3.52335904095115,15.0,2.625,-0.3161800000000001,2.94118,5.81978
DXC.N,2015-10-01,Software & Services,10.25,10.25,5.31648670878323,14.0,2.6,-0.0249999999999999,2.625,5.45151
DXC.N,2016-01-01,Software & Services,3.148,3.148,4.73900600002906,13.0,2.57143,-0.0285700000000002,2.6,3.14393
DXC.N,2016-04-01,Software & Services,6.96,6.96,6.7047619047619,16.0,2.76471,0.1932800000000001,2.57143,3.8099
DXC.N,2016-07-01,Software & Services,19.013,19.013,6.75454157591,16.0,2.64286,-0.1218499999999997,2.76471,5.25833
DXC.N,2016-10-01,Software & Services,28.692,28.692,4.4789029535865,16.0,2.61539,-0.0274700000000001,2.64286,6.25888
DXC.N,2017-01-01,Software & Services,15.495,15.495,5.09745768753654,15.0,2.61539,0.0,2.61539,9.73824
DXC.N,2017-04-01,Software & Services,38.554,38.554,2.57590361445783,16.0,2.4375,-0.1778900000000001,2.61539,7.29298
DXC.N,2017-07-01,Software & Services,27.336,27.336,6.14013310162012,17.0,2.375,-0.0625,2.4375,6.43234
DXC.N,2017-10-01,Software & Services,26.527,26.527,3.16513370526495,19.0,2.27778,-0.09722,2.375,11.93871
DXC.N,2018-01-01,Software & Services,8.635,8.635,2.52638812395471,18.0,2.17647,-0.1013099999999997,2.27778,10.43439
DXC.N,2018-04-01,Software & Services,2.725,2.725,3.74043153280199,17.0,2.23529,0.0588199999999998,2.17647,10.84743
DXC.N,2018-07-01,Software & Services,10.416,10.416,6.83661910591897,17.0,2.23529,0.0,2.23529,10.8669
DXC.N,2018-10-01,Software & Services,4.25,4.25,2.21453822929838,17.0,2.27778,0.0424899999999999,2.23529,12.48822
DXC.N,2019-01-01,Software & Services,8.857,8.857,2.09024876010466,18.0,2.27778,0.0,2.27778,15.01578
DXC.N,2019-04-01,Software & Services,4.9,4.9,1.85035277888212,17.0,2.1875,-0.0902799999999999,2.27778,15.99109
DXC.N,2019-07-01,Software & Services,2.027,2.027,2.25630922225349,16.0,2.26667,0.0791699999999999,2.1875,12.34971
DXC.N,2019-10-01,Software & Services,-3.185,3.185,4.0276413638277,15.0,2.5,0.23333,2.26667,9.78467
DXC.N,2020-01-01,Software & Services,15.136,15.136,3.66501791520444,15.0,2.57143,0.0714299999999998,2.5,6.28796
DXC.N,2020-04-01,Software & Services,23.839,23.839,12.531475748194,14.0,2.38462,-0.1868099999999999,2.57143,8.502
DXC.N,2020-07-01,Software & Services,79.81,79.81,21.0720095898621,14.0,2.46154,0.0769199999999998,2.38462,4.66639
DXC.N,2020-10-01,Software & Services,69.829,69.829,9.32466498606873,13.0,2.33333,-0.1282099999999997,2.46154,3.5116
DXC.N,2021-01-01,Software & Services,54.432,54.432,2.82573125218319,14.0,2.66667,0.3333399999999997,2.33333,6.22649
DXC.N,2021-04-01,Software & Services,5.135,5.135,3.12846304662859,14.0,2.71429,0.0476200000000002,2.66667,5.33185
DXC.N,2021-07-01,Software & Services,13.284,13.284,1.42414025623736,13.0,2.53846,-0.1758299999999999,2.71429,5.43275
DXC.N,2021-10-01,Software & Services,7.441,7.441,1.53314983823458,13.0,2.5,-0.0384600000000001,2.53846,5.5948
DXC.N,2022-01-01,Software & Services,0.648,0.648,1.51518466654997,13.0,2.46154,-0.0384600000000001,2.5,5.24997
DXC.N,2022-04-01,Software & Services,-15.287,15.287,2.3054115653805,12.0,2.76923,0.30769,2.46154,5.6636
DXC.N,2022-07-01,Software & Services,-8.537,8.537,1.72439024390244,11.0,2.76923,0.0,2.76923,4.93559
DXC.N,2022-10-01,Software & Services,2.505,2.505,2.42185684803258,13.0,2.71429,-0.0549399999999997,2.76923,5.07452
SCHW.N,2013-01-01,Diversified Financials,1.413,1.413,4.29991210871476,23.0,2.78261,-0.0269099999999999,2.80952,1.81949
SCHW.N,2013-04-01,Diversified Financials,-5.595,5.595,5.16080307130719,23.0,2.95833,0.1757200000000001,2.78261,2.52385
SCHW.N,2013-07-01,Diversified Financials,-3.511,3.511,2.96435272045028,23.0,2.875,-0.0833300000000001,2.95833,3.6067
SCHW.N,2013-10-01,Diversified Financials,7.981,7.981,2.45410817708845,20.0,2.85714,-0.0178600000000002,2.875,3.23636
SCHW.N,2014-01-01,Diversified Financials,10.908,10.908,3.51046388272736,21.0,2.85714,0.0,2.85714,3.42088
SCHW.N,2014-04-01,Diversified Financials,9.275,9.275,3.77452989118062,20.0,2.8,-0.0571399999999999,2.85714,2.83326
SCHW.N,2014-07-01,Diversified Financials,2.372,2.372,3.92575777807451,21.0,2.61905,-0.1809499999999997,2.8,2.91992
SCHW.N,2014-10-01,Diversified Financials,-1.599,1.599,2.87822878228782,20.0,2.7,0.08095,2.61905,3.29239
SCHW.N,2015-01-01,Diversified Financials,-1.072,1.072,2.51442704039571,20.0,2.7,0.0,2.7,3.38194
SCHW.N,2015-04-01,Diversified Financials,-6.72,6.72,4.39262242951028,21.0,2.52381,-0.17619,2.7,3.02102
SCHW.N,2015-07-01,Diversified Financials,5.615,5.615,3.13886189852562,21.0,2.33333,-0.1904799999999999,2.52381,2.89911
SCHW.N,2015-10-01,Diversified Financials,1.341,1.341,3.07022482453177,21.0,2.3,-0.0333300000000003,2.33333,2.49151
SCHW.N,2016-01-01,Diversified Financials,-4.894,4.894,4.21240340796513,20.0,2.52381,0.2238100000000003,2.3,3.13866
SCHW.N,2016-04-01,Diversified Financials,-0.453,0.453,3.36399835232734,19.0,2.28571,-0.2381000000000002,2.52381,1.68518
SCHW.N,2016-07-01,Diversified Financials,0.742,0.742,2.30699486215118,19.0,2.28571,0.0,2.28571,1.76307
SCHW.N,2016-10-01,Diversified Financials,1.857,1.857,1.80047932893948,20.0,2.18182,-0.1038899999999998,2.28571,2.1376
SCHW.N,2017-01-01,Diversified Financials,0.651,0.651,1.4314871250035,21.0,1.95455,-0.22727,2.18182,4.13656
SCHW.N,2017-04-01,Diversified Financials,6.882,6.882,2.7953629861054,18.0,1.89474,-0.0598099999999999,1.95455,1.75879
SCHW.N,2017-07-01,Diversified Financials,0.606,0.606,1.40848703727589,17.0,1.94444,0.0496999999999998,1.89474,1.60873
SCHW.N,2017-10-01,Diversified Financials,3.278,3.278,1.64015049056975,18.0,2.0,0.05556,1.94444,2.71282
SCHW.N,2018-01-01,Diversified Financials,6.252,6.252,3.80333727753495,19.0,2.05,0.0499999999999998,2.0,4.71699
SCHW.N,2018-04-01,Diversified Financials,2.535,2.535,3.62788963460104,20.0,2.28571,0.23571,2.05,5.70073
