Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise,Earnings Per Share - Actual Surprise AbsVals,Recommendation change,Earnings Per Share – Coefficient of Variation,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5).1,Price Target - Mean,Price Target - Standard Deviation
AVY.N,2013-01-01,Materials,11.178,11.178,0.0,3.62562022606082,7.0,3.0,3.0,36.0,2.44949
AVY.N,2013-04-01,Materials,2.482,2.482,-0.125,2.04616907818172,7.0,2.875,3.0,42.57143,3.92272
AVY.N,2013-07-01,Materials,1.068,1.068,0.0,1.55160142348754,8.0,2.875,2.875,45.0,4.30946
AVY.N,2013-10-01,Materials,8.095,8.095,-0.25,2.77599360832171,7.0,2.625,2.875,47.71429,3.4523
AVY.N,2014-01-01,Materials,1.471,1.471,-0.2916699999999999,3.20441176470588,8.0,2.33333,2.625,54.625,3.42555
AVY.N,2014-04-01,Materials,-1.707,1.707,0.041669999999999874,2.06868393594338,7.0,2.375,2.33333,55.14286,2.89968
AVY.N,2014-07-01,Materials,0.719,0.719,-0.125,1.13812335544952,7.0,2.25,2.375,56.0,2.72554
AVY.N,2014-10-01,Materials,4.478,4.478,0.25,2.12618724559023,7.0,2.5,2.25,52.57143,3.33197
AVY.N,2015-01-01,Materials,11.921,11.921,-0.375,0.917750640435745,7.0,2.125,2.5,56.64286,4.42972
AVY.N,2015-04-01,Materials,16.691,16.691,0.125,3.51225977468522,7.0,2.25,2.125,58.5,1.80278
AVY.N,2015-07-01,Materials,3.57,3.57,-0.027779999999999916,3.17995060491902,8.0,2.22222,2.25,65.5,2.75379
AVY.N,2015-10-01,Materials,3.126,3.126,0.0,2.84129298389104,8.0,2.22222,2.22222,67.16667,3.23608
AVY.N,2016-01-01,Materials,8.817,8.817,0.0,4.15551828760898,8.0,2.22222,2.22222,68.83333,3.97562
AVY.N,2016-04-01,Materials,9.159,9.159,0.0,1.59557790345244,8.0,2.22222,2.22222,76.83333,4.25898
AVY.N,2016-07-01,Materials,7.522,7.522,0.4444499999999998,1.09593094944513,8.0,2.66667,2.22222,81.0,3.26599
AVY.N,2016-10-01,Materials,1.29,1.29,-0.041669999999999874,0.883526886896524,7.0,2.625,2.66667,85.8,7.67854
AVY.N,2017-01-01,Materials,6.18,6.18,-0.4027799999999999,2.00562002616959,8.0,2.22222,2.625,83.14286,7.07972
AVY.N,2017-04-01,Materials,6.232,6.232,0.0,2.71801546589082,8.0,2.22222,2.22222,86.57143,5.90054
AVY.N,2017-07-01,Materials,8.376,8.376,-0.22222000000000008,2.12699069286453,8.0,2.0,2.22222,94.57143,9.54474
AVY.N,2017-10-01,Materials,4.035,4.035,0.0,2.02455558032581,8.0,2.0,2.0,105.33333,8.45905
AVY.N,2018-01-01,Materials,6.504,6.504,0.10000000000000009,1.15392623200243,9.0,2.1,2.0,121.875,15.7038
AVY.N,2018-04-01,Materials,5.603,5.603,0.17273000000000005,3.3895570548548,10.0,2.27273,2.1,124.55556,9.55814
AVY.N,2018-07-01,Materials,7.249,7.249,-0.09091000000000005,1.41426540896757,10.0,2.18182,2.27273,123.44444,9.11788
AVY.N,2018-10-01,Materials,-1.044,1.044,-0.09091000000000005,1.53347437384836,10.0,2.09091,2.18182,125.5,7.96869
AVY.N,2019-01-01,Materials,1.543,1.543,-0.1818200000000001,1.23989578462155,10.0,1.90909,2.09091,115.3,9.1
AVY.N,2019-04-01,Materials,1.718,1.718,0.27273000000000014,1.85085910652921,10.0,2.18182,1.90909,120.22222,8.41662
AVY.N,2019-07-01,Materials,2.394,2.394,0.3181799999999999,0.931669623403065,9.0,2.5,2.18182,118.5,8.88819
AVY.N,2019-10-01,Materials,3.362,3.362,-0.04545000000000021,1.6145703611457,10.0,2.45455,2.5,124.55556,10.01234
AVY.N,2020-01-01,Materials,2.173,2.173,0.08391000000000037,1.91648948736121,11.0,2.53846,2.45455,136.6,11.2
AVY.N,2020-04-01,Materials,10.733,10.733,-0.07692000000000032,3.5547995463945,11.0,2.46154,2.53846,118.22222,6.95666
AVY.N,2020-07-01,Materials,11.96,11.96,-0.03296999999999972,9.32268387506281,12.0,2.42857,2.46154,128.3,10.75221
AVY.N,2020-10-01,Materials,25.104,25.104,-0.07143000000000033,6.04298074970689,12.0,2.35714,2.42857,137.63636,12.64388
AVY.N,2021-01-01,Materials,8.799,8.799,-0.1428499999999997,6.06637206315123,12.0,2.21429,2.35714,168.90909,16.26739
AVY.N,2021-04-01,Materials,18.297,18.297,-0.07142999999999988,3.52178627760252,11.0,2.14286,2.21429,206.1,23.44547
AVY.N,2021-07-01,Materials,9.359,9.359,0.010989999999999611,5.08009954117739,11.0,2.15385,2.14286,227.8,25.77906
AVY.N,2021-10-01,Materials,4.784,4.784,0.0,3.93575870342261,11.0,2.15385,2.15385,235.7,28.36917
AVY.N,2022-01-01,Materials,0.294,0.294,-0.010989999999999611,1.8759270158917,12.0,2.14286,2.15385,240.45455,21.56328
AVY.N,2022-04-01,Materials,10.595,10.595,-0.07619000000000042,3.88879672638797,12.0,2.06667,2.14286,219.0,23.96178
AVY.N,2022-07-01,Materials,11.635,11.635,-0.06666999999999978,2.60481637313149,13.0,2.0,2.06667,210.72727,21.00689
AVY.N,2022-10-01,Materials,-0.131,0.131,0.1428600000000002,2.0026550504825,13.0,2.14286,2.0,201.63636,21.42756
SIVB.OQ,2013-01-01,Banks,27.273,27.273,-0.11373000000000033,7.78522727272727,15.0,2.53333,2.64706,64.58333,2.72208
SIVB.OQ,2013-04-01,Banks,2.74,2.74,0.3333400000000002,4.44634703196347,15.0,2.86667,2.53333,68.69231,3.49471
SIVB.OQ,2013-07-01,Banks,13.293,13.293,-0.17917000000000005,3.11554781270374,16.0,2.6875,2.86667,87.46667,10.63245
SIVB.OQ,2013-10-01,Banks,1.178,1.178,-0.125,4.68052668052668,16.0,2.5625,2.6875,96.0,6.59293
SIVB.OQ,2014-01-01,Banks,15.85,15.85,0.0,3.84127708095781,16.0,2.5625,2.5625,112.2,12.1337
SIVB.OQ,2014-04-01,Banks,23.908,23.908,-0.125,13.9463065925338,16.0,2.4375,2.5625,129.46667,11.79755
SIVB.OQ,2014-07-01,Banks,18.567,18.567,-0.2232099999999999,20.6044645096564,14.0,2.21429,2.4375,127.0,6.72947
SIVB.OQ,2014-10-01,Banks,-1.081,1.081,-0.1476200000000003,6.02190816731937,15.0,2.06667,2.21429,128.85714,6.75973
SIVB.OQ,2015-01-01,Banks,6.202,6.202,-0.19166999999999978,5.78837209302326,16.0,1.875,2.06667,129.6,7.94817
SIVB.OQ,2015-04-01,Banks,27.02,27.02,0.0,5.34893221912721,16.0,1.875,1.875,139.53333,8.8609
SIVB.OQ,2015-07-01,Banks,13.977,13.977,0.0,5.39126494235906,16.0,1.875,1.875,162.21429,9.86465
SIVB.OQ,2015-10-01,Banks,2.573,2.573,-0.125,7.23623605966171,16.0,1.75,1.875,150.46667,13.58365
SIVB.OQ,2016-01-01,Banks,9.984,9.984,-0.0625,4.63764320785597,16.0,1.6875,1.75,148.06667,10.62366
SIVB.OQ,2016-04-01,Banks,-10.413,10.413,0.0,3.7685584114766,16.0,1.6875,1.6875,133.2,15.96329
SIVB.OQ,2016-07-01,Banks,4.86,4.86,0.0,2.94904270986745,16.0,1.6875,1.6875,128.42857,14.95094
SIVB.OQ,2016-10-01,Banks,22.294,22.294,0.1360300000000001,3.97685647205413,17.0,1.82353,1.6875,129.6875,7.45586
SIVB.OQ,2017-01-01,Banks,5.725,5.725,0.05881999999999987,4.26257936396946,17.0,1.88235,1.82353,191.375,11.25208
SIVB.OQ,2017-04-01,Banks,2.321,2.321,-0.049020000000000064,3.8716002292853,18.0,1.83333,1.88235,204.17647,8.88644
SIVB.OQ,2017-07-01,Banks,13.491,13.491,0.06141000000000019,4.67955836239917,19.0,1.89474,1.83333,206.21053,9.39529
SIVB.OQ,2017-10-01,Banks,21.639,21.639,0.0,3.89505074814272,19.0,1.89474,1.89474,211.05263,10.48043
SIVB.OQ,2018-01-01,Banks,15.406,15.406,0.0,4.93291315819128,19.0,1.89474,1.89474,266.47368,28.70974
SIVB.OQ,2018-04-01,Banks,15.771,15.771,0.15525999999999973,6.10014351778026,20.0,2.05,1.89474,298.8,21.53509
SIVB.OQ,2018-07-01,Banks,13.336,13.336,-0.09999999999999987,4.59575886561194,20.0,1.95,2.05,343.57895,23.39662
SIVB.OQ,2018-10-01,Banks,13.657,13.657,0.0,2.63505081119629,20.0,1.95,1.95,357.9,18.44424
SIVB.OQ,2019-01-01,Banks,5.248,5.248,-0.1499999999999999,3.03095889829609,20.0,1.8,1.95,289.3,38.22839
SIVB.OQ,2019-04-01,Banks,14.131,14.131,0.009519999999999973,3.38826590019826,20.0,1.80952,1.8,287.05263,28.90178
SIVB.OQ,2019-07-01,Banks,20.276,20.276,0.29048000000000007,3.52459421766352,19.0,2.1,1.80952,265.36842,27.05007
SIVB.OQ,2019-10-01,Banks,1.589,1.589,0.08182,5.30452021422442,20.0,2.18182,2.1,250.10526,24.36973
SIVB.OQ,2020-01-01,Banks,8.806,8.806,0.05628000000000011,5.62756692828728,18.0,2.2381,2.18182,271.55556,21.96265
SIVB.OQ,2020-04-01,Banks,-28.439,28.439,0.06189999999999962,44.1139245834748,18.0,2.3,2.2381,193.4375,35.25792
SIVB.OQ,2020-07-01,Banks,42.317,42.317,-0.06189999999999962,18.1425360783581,19.0,2.2381,2.3,234.1325,41.92193
SIVB.OQ,2020-10-01,Banks,60.805,60.805,-0.04762000000000022,15.9695932989828,20.0,2.19048,2.2381,268.35,44.38499
SIVB.OQ,2021-01-01,Banks,92.947,92.947,0.23809000000000013,7.67092713401438,19.0,2.42857,2.19048,429.17105,57.39063
SIVB.OQ,2021-04-01,Banks,54.939,54.939,-0.019480000000000164,14.3233181431992,20.0,2.40909,2.42857,549.57895,49.71531
SIVB.OQ,2021-07-01,Banks,39.771,39.771,-0.09091000000000005,12.2633966325825,20.0,2.31818,2.40909,626.98421,64.7591
SIVB.OQ,2021-10-01,Banks,23.76,23.76,-0.14427000000000012,25.5848869496232,22.0,2.17391,2.31818,722.29762,69.68166
SIVB.OQ,2022-01-01,Banks,-4.455,4.455,-0.04890999999999979,15.4826420890937,21.0,2.125,2.17391,844.76191,81.84998
SIVB.OQ,2022-04-01,Banks,39.857,39.857,0.08333000000000013,14.9467323337295,21.0,2.20833,2.125,738.63952,117.079
SIVB.OQ,2022-07-01,Banks,-27.127,27.127,-0.16666000000000025,11.7346381073836,21.0,2.04167,2.20833,589.86364,137.72149
SIVB.OQ,2022-10-01,Banks,3.874,3.874,0.125,12.453213467606,21.0,2.16667,2.04167,435.0,96.93788
J.N,2013-01-01,Commercial  & Professional Services,0.82,0.82,-0.04386000000000001,4.19198217081001,17.0,2.16667,2.21053,51.0,4.04969
J.N,2013-04-01,Commercial  & Professional Services,-3.298,3.298,-0.061409999999999965,4.88951745479161,18.0,2.10526,2.16667,56.85714,3.58284
J.N,2013-07-01,Commercial  & Professional Services,-2.02,2.02,0.04474,4.25328469738287,20.0,2.15,2.10526,57.875,3.31427
J.N,2013-10-01,Commercial  & Professional Services,-4.203,4.203,0.3500000000000001,4.09077949478246,20.0,2.5,2.15,64.11765,3.62803
J.N,2014-01-01,Commercial  & Professional Services,4.284,4.284,-0.2142900000000001,4.64063228957985,19.0,2.28571,2.5,67.77778,4.57718
J.N,2014-04-01,Commercial  & Professional Services,-8.137,8.137,-0.08570999999999973,3.86274268173823,20.0,2.2,2.28571,71.16667,4.90181
J.N,2014-07-01,Commercial  & Professional Services,5.395,5.395,-0.06956000000000007,14.5583437892095,23.0,2.13044,2.2,67.52632,5.93268
J.N,2014-10-01,Commercial  & Professional Services,2.347,2.347,0.1739099999999998,3.71938312670094,23.0,2.30435,2.13044,60.57895,5.49943
J.N,2015-01-01,Commercial  & Professional Services,-0.958,0.958,0.10474000000000006,2.61367290500997,21.0,2.40909,2.30435,50.57895,8.8871
J.N,2015-04-01,Commercial  & Professional Services,-8.308,8.308,0.11472000000000016,5.43400743721665,21.0,2.52381,2.40909,47.78947,6.12655
J.N,2015-07-01,Commercial  & Professional Services,33.841,33.841,0.047619999999999774,7.28675111074316,20.0,2.57143,2.52381,46.33333,5.65685
J.N,2015-10-01,Commercial  & Professional Services,3.662,3.662,-0.16233999999999993,4.35768523077721,21.0,2.40909,2.57143,47.31579,5.92988
J.N,2016-01-01,Commercial  & Professional Services,13.266,13.266,0.14646999999999988,5.13911477695167,17.0,2.55556,2.40909,44.5625,5.47687
J.N,2016-04-01,Commercial  & Professional Services,10.947,10.947,0.04444000000000026,7.1301775147929,19.0,2.6,2.55556,45.60938,6.30288
J.N,2016-07-01,Commercial  & Professional Services,4.334,4.334,-0.10000000000000009,4.04628143392188,17.0,2.5,2.6,52.1875,8.24787
J.N,2016-10-01,Commercial  & Professional Services,-0.458,0.458,0.1470600000000002,3.47493342296455,15.0,2.64706,2.5,57.0,8.14862
J.N,2017-01-01,Commercial  & Professional Services,9.791,9.791,0.11764999999999981,11.3568845259623,15.0,2.76471,2.64706,59.86667,6.96531
J.N,2017-04-01,Commercial  & Professional Services,8.852,8.852,0.0,3.34789343678915,15.0,2.76471,2.76471,59.5,6.50385
J.N,2017-07-01,Commercial  & Professional Services,0.342,0.342,0.10196000000000005,2.97468595597668,15.0,2.86667,2.76471,58.875,5.30183
J.N,2017-10-01,Commercial  & Professional Services,18.921,18.921,-0.00953000000000026,2.89777691486263,14.0,2.85714,2.86667,63.0,6.245
J.N,2018-01-01,Commercial  & Professional Services,6.464,6.464,-0.2321399999999998,7.01140684410646,15.0,2.625,2.85714,73.36667,6.16568
J.N,2018-04-01,Commercial  & Professional Services,14.558,14.558,-0.2916699999999999,3.17669431333914,13.0,2.33333,2.625,74.21429,6.94034
J.N,2018-07-01,Commercial  & Professional Services,11.969,11.969,-0.40000000000000013,4.26477784505138,13.0,1.93333,2.33333,80.07143,5.43092
J.N,2018-10-01,Commercial  & Professional Services,5.736,5.736,-0.12082999999999999,4.11968392080263,14.0,1.8125,1.93333,84.73333,7.18764
J.N,2019-01-01,Commercial  & Professional Services,-5.747,5.747,0.011030000000000095,7.63357325107582,15.0,1.82353,1.8125,80.3125,5.15653
J.N,2019-04-01,Commercial  & Professional Services,9.931,9.931,0.051469999999999905,6.38799076212471,15.0,1.875,1.82353,84.66667,6.6299
J.N,2019-07-01,Commercial  & Professional Services,13.191,13.191,-0.08929000000000009,3.20087318591583,13.0,1.78571,1.875,90.57143,8.3385
J.N,2019-10-01,Commercial  & Professional Services,12.258,12.258,0.0,5.36260135468261,13.0,1.78571,1.78571,102.53846,6.57051
J.N,2020-01-01,Commercial  & Professional Services,0.47,0.47,0.014290000000000136,3.40592268856906,13.0,1.8,1.78571,106.85714,4.77878
J.N,2020-04-01,Commercial  & Professional Services,6.683,6.683,-0.19999999999999996,5.3894329659534,13.0,1.6,1.8,104.53846,8.17704
J.N,2020-07-01,Commercial  & Professional Services,26.272,26.272,0.0,5.57598837500626,13.0,1.6,1.6,104.07692,5.77077
J.N,2020-10-01,Commercial  & Professional Services,23.739,23.739,-0.03750000000000009,4.37640914301331,14.0,1.5625,1.6,114.0,8.60233
J.N,2021-01-01,Commercial  & Professional Services,10.613,10.613,0.125,5.21844184167379,14.0,1.6875,1.5625,126.92857,6.92268
J.N,2021-04-01,Commercial  & Professional Services,20.54,20.54,0.0,2.99025516650449,14.0,1.6875,1.6875,150.57143,11.50599
J.N,2021-07-01,Commercial  & Professional Services,7.28,7.28,0.0,3.387169574347,14.0,1.6875,1.6875,156.64286,6.7465
J.N,2021-10-01,Commercial  & Professional Services,0.392,0.392,0.0,4.73685213777854,12.0,1.6875,1.6875,160.92308,7.80002
J.N,2022-01-01,Commercial  & Professional Services,-1.025,1.025,0.0,5.26472734194081,14.0,1.6875,1.6875,159.30769,8.72119
J.N,2022-04-01,Commercial  & Professional Services,2.304,2.304,0.034720000000000084,2.97156316356088,15.0,1.72222,1.6875,160.93333,7.9705
J.N,2022-07-01,Commercial  & Professional Services,2.77,2.77,0.0,5.03627332349837,15.0,1.72222,1.72222,156.6,9.50649
J.N,2022-10-01,Commercial  & Professional Services,1.53,1.53,0.0,3.00360432519023,15.0,1.72222,1.72222,153.2,10.80864
SNPS.OQ,2013-01-01,Software & Services,21.818,21.818,0.0,0.0,6.0,1.5,1.5,38.5,2.29129
SNPS.OQ,2013-04-01,Software & Services,4.485,4.485,0.0,0.590498203175709,6.0,1.5,1.5,41.16667,2.19216
SNPS.OQ,2013-07-01,Software & Services,1.852,1.852,0.25,0.990740740740741,7.0,1.75,1.5,42.14286,2.2315
SNPS.OQ,2013-10-01,Software & Services,1.358,1.358,0.0,0.783710407239819,8.0,1.75,1.75,42.125,2.47172
SNPS.OQ,2014-01-01,Software & Services,13.774,13.774,-0.03570999999999991,1.2322347995449,7.0,1.71429,1.75,43.71429,2.4908
SNPS.OQ,2014-04-01,Software & Services,9.428,9.428,0.03570999999999991,1.34680134680135,8.0,1.75,1.71429,46.125,1.05327
SNPS.OQ,2014-07-01,Software & Services,7.661,7.661,0.0,0.801656314699793,8.0,1.75,1.75,46.5625,1.1022
SNPS.OQ,2014-10-01,Software & Services,5.785,5.785,0.0,0.826446280991736,8.0,1.75,1.75,47.6875,1.67589
SNPS.OQ,2015-01-01,Software & Services,28.146,28.146,0.0,0.792900735235227,8.0,1.75,1.75,50.0625,2.96266
SNPS.OQ,2015-04-01,Software & Services,7.937,7.937,-0.03570999999999991,1.2,7.0,1.71429,1.75,52.92857,4.03935
SNPS.OQ,2015-07-01,Software & Services,6.265,6.265,0.03570999999999991,1.48601693485814,8.0,1.75,1.71429,55.14286,3.94348
SNPS.OQ,2015-10-01,Software & Services,2.203,2.203,0.13888999999999996,1.62609067057173,9.0,1.88889,1.75,55.55556,3.49956
SNPS.OQ,2016-01-01,Software & Services,10.569,10.569,-0.013889999999999958,1.14959349593496,8.0,1.875,1.88889,55.375,3.38886
SNPS.OQ,2016-04-01,Software & Services,2.718,2.718,-0.017859999999999987,0.810327554941223,7.0,1.85714,1.875,55.0,3.62531
SNPS.OQ,2016-07-01,Software & Services,3.051,3.051,0.017859999999999987,0.587118644067796,8.0,1.875,1.85714,57.75,5.84701
SNPS.OQ,2016-10-01,Software & Services,0.326,0.326,0.013889999999999958,0.564169381107492,9.0,1.88889,1.875,64.11111,6.38478
SNPS.OQ,2017-01-01,Software & Services,20.128,20.128,0.0,0.553354632587859,9.0,1.88889,1.88889,68.44444,6.80051
SNPS.OQ,2017-04-01,Software & Services,2.624,2.624,0.0,2.65655976676385,9.0,1.88889,1.88889,78.44444,5.51989
SNPS.OQ,2017-07-01,Software & Services,0.0,0.0,0.0,0.941304347826087,9.0,1.88889,1.88889,84.375,6.87273
SNPS.OQ,2017-10-01,Software & Services,20.524,20.524,-0.11111000000000004,1.90393013100437,9.0,1.77778,1.88889,92.11111,12.1055
SNPS.OQ,2018-01-01,Software & Services,10.372,10.372,0.22222000000000008,1.13181421390085,8.0,2.0,1.77778,104.42857,10.40408
SNPS.OQ,2018-04-01,Software & Services,-0.128,0.128,0.0,0.720375816086852,8.0,2.0,2.0,105.42857,10.52693
SNPS.OQ,2018-07-01,Software & Services,3.782,3.782,0.0,0.928576110467784,8.0,2.0,2.0,107.57143,8.82945
SNPS.OQ,2018-10-01,Software & Services,0.402,0.402,-0.11111000000000004,1.06451446812893,8.0,1.88889,2.0,110.75,8.39271
SNPS.OQ,2019-01-01,Software & Services,11.815,11.815,0.011109999999999953,1.45152606949103,9.0,1.9,1.88889,113.43333,9.44293
SNPS.OQ,2019-04-01,Software & Services,5.985,5.985,-0.09999999999999987,1.10644129739607,9.0,1.8,1.9,127.21111,16.31839
SNPS.OQ,2019-07-01,Software & Services,7.578,7.578,0.0,1.19338487345927,9.0,1.8,1.8,136.76667,20.068
SNPS.OQ,2019-10-01,Software & Services,2.131,2.131,-0.10000000000000009,0.825932504440497,9.0,1.7,1.8,149.9,19.64341
SNPS.OQ,2020-01-01,Software & Services,9.735,9.735,-0.03332999999999986,1.40482398956975,10.0,1.66667,1.7,176.0,16.49748
SNPS.OQ,2020-04-01,Software & Services,23.66,23.66,0.10255999999999998,1.03184739200065,12.0,1.76923,1.66667,178.30769,17.15264
SNPS.OQ,2020-07-01,Software & Services,29.36,29.36,0.016479999999999828,1.75677283135576,13.0,1.78571,1.76923,214.07143,22.40046
SNPS.OQ,2020-10-01,Software & Services,0.296,0.296,0.08096000000000014,4.19404188328795,15.0,1.86667,1.78571,246.64286,19.67815
SNPS.OQ,2021-01-01,Software & Services,3.144,3.144,0.13332999999999995,3.05835091981244,15.0,2.0,1.86667,292.15385,26.96678
SNPS.OQ,2021-04-01,Software & Services,11.488,11.488,0.0,1.28735662336129,12.0,2.0,2.0,303.21429,37.09482
SNPS.OQ,2021-07-01,Software & Services,1.792,1.792,0.0,1.40540114951579,16.0,2.0,2.0,315.76471,36.96505
SNPS.OQ,2021-10-01,Software & Services,2.093,2.093,0.0,0.665847679630222,15.0,2.0,2.0,367.23529,39.73076
SNPS.OQ,2022-01-01,Software & Services,1.092,1.092,-0.0625,0.822637917163352,16.0,1.9375,2.0,391.6875,39.63382
SNPS.OQ,2022-04-01,Software & Services,5.503,5.503,-0.008930000000000105,0.441424713031735,12.0,1.92857,1.9375,383.91539,27.32358
SNPS.OQ,2022-07-01,Software & Services,5.634,5.634,-0.15933999999999982,7.10110663983903,9.0,1.76923,1.92857,399.99167,32.92391
SNPS.OQ,2022-10-01,Software & Services,3.523,3.523,-0.08173000000000008,1.09647696476965,11.0,1.6875,1.76923,409.36,33.27653
DXC.N,2013-01-01,Software & Services,30.233,30.233,-0.26666999999999996,14.2866807610994,13.0,2.73333,3.0,43.5,5.62866
DXC.N,2013-04-01,Software & Services,-43.82,43.82,0.06666999999999978,4.90806945863126,13.0,2.8,2.73333,45.86364,4.77727
DXC.N,2013-07-01,Software & Services,37.311,37.311,-0.06666999999999978,10.4552381814615,12.0,2.73333,2.8,48.29167,2.77232
DXC.N,2013-10-01,Software & Services,12.144,12.144,0.0,3.39446996828613,14.0,2.73333,2.73333,54.5,5.09147
DXC.N,2014-01-01,Software & Services,16.347,16.347,0.03589999999999982,2.83862235993874,13.0,2.76923,2.73333,56.27273,3.54429
DXC.N,2014-04-01,Software & Services,5.197,5.197,-0.07691999999999988,2.89629879843652,13.0,2.69231,2.76923,62.45455,6.55555
DXC.N,2014-07-01,Software & Services,10.025,10.025,0.09339999999999993,5.37413875981413,14.0,2.78571,2.69231,64.83333,5.45945
DXC.N,2014-10-01,Software & Services,16.327,16.327,-0.09820999999999991,3.36067351485637,16.0,2.6875,2.78571,65.73333,5.74418
DXC.N,2015-01-01,Software & Services,5.77,5.77,0.07721,3.12110646002707,16.0,2.76471,2.6875,66.16667,5.55478
DXC.N,2015-04-01,Software & Services,5.219,5.219,0.17647000000000013,4.21210855949896,16.0,2.94118,2.76471,66.46429,6.38207
DXC.N,2015-07-01,Software & Services,9.611,9.611,-0.3161800000000001,3.52335904095115,15.0,2.625,2.94118,73.23077,5.81978
DXC.N,2015-10-01,Software & Services,10.25,10.25,-0.02499999999999991,5.31648670878323,14.0,2.6,2.625,73.90909,5.45151
DXC.N,2016-01-01,Software & Services,3.148,3.148,-0.028570000000000206,4.73900600002906,13.0,2.57143,2.6,34.45455,3.14393
DXC.N,2016-04-01,Software & Services,6.96,6.96,0.19328000000000012,6.7047619047619,16.0,2.76471,2.57143,33.64286,3.8099
DXC.N,2016-07-01,Software & Services,19.013,19.013,-0.12184999999999979,6.75454157591,16.0,2.64286,2.76471,52.5,5.25833
DXC.N,2016-10-01,Software & Services,28.692,28.692,-0.027470000000000105,4.4789029535865,16.0,2.61539,2.64286,55.09091,6.25888
DXC.N,2017-01-01,Software & Services,15.495,15.495,0.0,5.09745768753654,15.0,2.61539,2.61539,67.0,9.73824
DXC.N,2017-04-01,Software & Services,38.554,38.554,-0.1778900000000001,2.57590361445783,16.0,2.4375,2.61539,82.25,7.29298
DXC.N,2017-07-01,Software & Services,27.336,27.336,-0.0625,6.14013310162012,17.0,2.375,2.4375,85.0,6.43234
DXC.N,2017-10-01,Software & Services,26.527,26.527,-0.09722000000000008,3.16513370526495,19.0,2.27778,2.375,99.76471,11.93871
DXC.N,2018-01-01,Software & Services,8.635,8.635,-0.10130999999999979,2.52638812395471,18.0,2.17647,2.27778,110.11111,10.43439
DXC.N,2018-04-01,Software & Services,2.725,2.725,0.05881999999999987,3.74043153280199,17.0,2.23529,2.17647,112.66667,10.84743
DXC.N,2018-07-01,Software & Services,10.416,10.416,0.0,6.83661910591897,17.0,2.23529,2.23529,105.27778,10.8669
DXC.N,2018-10-01,Software & Services,4.25,4.25,0.04248999999999992,2.21453822929838,17.0,2.27778,2.23529,98.78947,12.48822
DXC.N,2019-01-01,Software & Services,8.857,8.857,0.0,2.09024876010466,18.0,2.27778,2.27778,84.0,15.01578
DXC.N,2019-04-01,Software & Services,4.9,4.9,-0.09027999999999992,1.85035277888212,17.0,2.1875,2.27778,80.3125,15.99109
DXC.N,2019-07-01,Software & Services,2.027,2.027,0.07916999999999996,2.25630922225349,16.0,2.26667,2.1875,67.64286,12.34971
DXC.N,2019-10-01,Software & Services,-3.185,3.185,0.23333000000000004,4.0276413638277,15.0,2.5,2.26667,42.78571,9.78467
DXC.N,2020-01-01,Software & Services,15.136,15.136,0.07142999999999988,3.66501791520444,15.0,2.57143,2.5,39.0,6.28796
DXC.N,2020-04-01,Software & Services,23.839,23.839,-0.18680999999999992,12.531475748194,14.0,2.38462,2.57143,24.84615,8.502
DXC.N,2020-07-01,Software & Services,79.81,79.81,0.07691999999999988,21.0720095898621,14.0,2.46154,2.38462,21.61539,4.66639
DXC.N,2020-10-01,Software & Services,69.829,69.829,-0.1282099999999997,9.32466498606873,13.0,2.33333,2.46154,23.76923,3.5116
DXC.N,2021-01-01,Software & Services,54.432,54.432,0.33333999999999975,2.82573125218319,14.0,2.66667,2.33333,29.0,6.22649
DXC.N,2021-04-01,Software & Services,5.135,5.135,0.04762000000000022,3.12846304662859,14.0,2.71429,2.66667,35.0,5.33185
DXC.N,2021-07-01,Software & Services,13.284,13.284,-0.17582999999999993,1.42414025623736,13.0,2.53846,2.71429,44.15385,5.43275
DXC.N,2021-10-01,Software & Services,7.441,7.441,-0.03846000000000016,1.53314983823458,13.0,2.5,2.53846,43.92308,5.5948
DXC.N,2022-01-01,Software & Services,0.648,0.648,-0.03846000000000016,1.51518466654997,13.0,2.46154,2.5,42.23077,5.24997
DXC.N,2022-04-01,Software & Services,-15.287,15.287,0.30769,2.3054115653805,12.0,2.76923,2.46154,39.58333,5.6636
DXC.N,2022-07-01,Software & Services,-8.537,8.537,0.0,1.72439024390244,11.0,2.76923,2.76923,37.2,4.93559
DXC.N,2022-10-01,Software & Services,2.505,2.505,-0.05493999999999977,2.42185684803258,13.0,2.71429,2.76923,33.65833,5.07452
SCHW.N,2013-01-01,Diversified Financials,1.413,1.413,-0.02690999999999999,4.29991210871476,23.0,2.78261,2.80952,14.45588,1.81949
SCHW.N,2013-04-01,Diversified Financials,-5.595,5.595,0.1757200000000001,5.16080307130719,23.0,2.95833,2.78261,16.84211,2.52385
SCHW.N,2013-07-01,Diversified Financials,-3.511,3.511,-0.08333000000000013,2.96435272045028,23.0,2.875,2.95833,19.78947,3.6067
SCHW.N,2013-10-01,Diversified Financials,7.981,7.981,-0.01786000000000021,2.45410817708845,20.0,2.85714,2.875,22.26471,3.23636
SCHW.N,2014-01-01,Diversified Financials,10.908,10.908,0.0,3.51046388272736,21.0,2.85714,2.85714,26.05882,3.42088
SCHW.N,2014-04-01,Diversified Financials,9.275,9.275,-0.05713999999999997,3.77452989118062,20.0,2.8,2.85714,27.8125,2.83326
