Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise,Earnings Per Share - Actual Surprise AbsVals,Recommendation change,Earnings Per Share – Coefficient of Variation,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5).1,Price Target - Mean,Price Target - Standard Deviation
BAX.N,2017-07-01,Health Care Equipment & Services,10.89,10.89,-0.15293999999999963,1.78480277401299,16.0,2.64706,2.8,66.92308,5.45558
BAX.N,2017-10-01,Health Care Equipment & Services,8.11,8.11,0.05881999999999987,1.38853696852987,16.0,2.70588,2.64706,67.07143,7.54476
BAX.N,2018-01-01,Health Care Equipment & Services,8.567,8.567,-0.26838000000000006,2.05089058524173,16.0,2.4375,2.70588,74.21429,4.67789
BAX.N,2018-04-01,Health Care Equipment & Services,12.396,12.396,0.0,1.79993577392421,15.0,2.4375,2.4375,76.5,5.57738
BAX.N,2018-07-01,Health Care Equipment & Services,8.501,8.501,-0.125,1.27242239350684,15.0,2.3125,2.4375,79.38462,5.59586
BAX.N,2018-10-01,Health Care Equipment & Services,8.345,8.345,0.09927000000000019,1.14981445867981,16.0,2.41177,2.3125,75.13333,3.86207
BAX.N,2019-01-01,Health Care Equipment & Services,6.814,6.814,-0.4117700000000002,1.27766213847502,17.0,2.0,2.41177,77.29412,4.62429
BAX.N,2019-04-01,Health Care Equipment & Services,11.601,11.601,0.0,1.8223201174743,16.0,2.0,2.0,82.6875,5.5195
BAX.N,2019-07-01,Health Care Equipment & Services,9.479,9.479,0.05555999999999983,0.985312569193298,17.0,2.05556,2.0,91.6875,5.3935
BAX.N,2019-10-01,Health Care Equipment & Services,-11.652,11.652,0.06208999999999998,0.898997134670487,15.0,2.11765,2.05556,93.0,7.31209
BAX.N,2020-01-01,Health Care Equipment & Services,10.092,10.092,-0.006539999999999768,3.25623098924048,13.0,2.11111,2.11765,91.64706,6.83366
BAX.N,2020-04-01,Health Care Equipment & Services,13.282,13.282,-0.11111000000000004,2.41206863205592,15.0,2.0,2.11111,96.3125,4.42604
BAX.N,2020-07-01,Health Care Equipment & Services,-9.986,9.986,-0.052629999999999955,7.09563994374121,17.0,1.94737,2.0,96.05882,4.64594
BAX.N,2020-10-01,Health Care Equipment & Services,14.099,14.099,-0.05848000000000009,2.53079291762895,17.0,1.88889,1.94737,94.94118,4.50452
BAX.N,2021-01-01,Health Care Equipment & Services,5.584,5.584,0.16666999999999987,3.05929865776241,17.0,2.05556,1.88889,92.29412,6.45131
BAX.N,2021-04-01,Health Care Equipment & Services,17.727,17.727,0.0,1.72563355846087,17.0,2.05556,2.05556,93.88235,5.31239
BAX.N,2021-07-01,Health Care Equipment & Services,6.943,6.943,0.11111000000000004,2.31665909151672,16.0,2.16667,2.05556,93.23529,5.11663
BAX.N,2021-10-01,Health Care Equipment & Services,8.749,8.749,0.009800000000000253,0.772970552487366,16.0,2.17647,2.16667,94.2,6.13406
BAX.N,2022-01-01,Health Care Equipment & Services,1.082,1.082,-0.06536000000000008,2.72823583154334,15.0,2.11111,2.17647,97.0,5.08675
BAX.N,2022-04-01,Health Care Equipment & Services,16.038,16.038,-0.11111000000000004,2.17602874753575,14.0,2.0,2.11111,93.26667,8.02053
BAX.N,2022-07-01,Health Care Equipment & Services,-0.372,0.372,0.13332999999999995,1.35241912396221,12.0,2.13333,2.0,76.76923,10.8497
BAX.N,2022-10-01,Health Care Equipment & Services,0.614,0.614,0.10196000000000005,2.39877300613497,14.0,2.23529,2.13333,64.66667,4.65713
HWM.N,2013-01-01,Capital Goods,5.06,5.06,0.09190999999999994,46.9269830152338,18.0,2.5625,2.47059,30.09375,4.32369
HWM.N,2013-04-01,Capital Goods,41.552,41.552,0.08456000000000019,27.6283618581907,18.0,2.64706,2.5625,29.4375,5.32645
HWM.N,2013-07-01,Capital Goods,11.625,11.625,0.05881999999999987,28.400574071121,18.0,2.70588,2.64706,26.20588,4.05499
HWM.N,2013-10-01,Capital Goods,110.647,110.647,0.29411999999999994,35.2929911911145,18.0,3.0,2.70588,25.05882,4.84732
HWM.N,2014-01-01,Capital Goods,-29.602,29.602,0.11111000000000004,36.9588173178458,17.0,3.11111,3.0,24.69999,5.07543
HWM.N,2014-04-01,Capital Goods,62.602,62.602,-0.22222000000000008,36.5492321589883,18.0,2.88889,3.11111,33.1,7.65768
HWM.N,2014-07-01,Capital Goods,44.683,44.683,-0.3006500000000001,13.6403826058998,17.0,2.58824,2.88889,41.57142,9.4941
HWM.N,2014-10-01,Capital Goods,36.763,36.763,-0.2724500000000001,15.7056513874796,18.0,2.31579,2.58824,51.42188,10.13183
HWM.N,2015-01-01,Capital Goods,17.542,17.542,-0.2681699999999996,14.0480854853072,20.0,2.04762,2.31579,57.57353,9.00562
HWM.N,2015-04-01,Capital Goods,8.691,8.691,0.1023799999999997,11.0360622646636,18.0,2.15,2.04762,53.48438,6.57438
HWM.N,2015-07-01,Capital Goods,-15.156,15.156,0.2029399999999999,10.3643833169599,16.0,2.35294,2.15,45.5,8.37257
HWM.N,2015-10-01,Capital Goods,-44.882,44.882,-0.10293999999999981,19.9763779527559,13.0,2.25,2.35294,37.38462,5.1109
HWM.N,2016-01-01,Capital Goods,127.642,127.642,0.0,174.445076835515,14.0,2.25,2.25,32.53846,6.53529
HWM.N,2016-04-01,Capital Goods,190.939,190.939,0.2763200000000001,76.9326683291771,16.0,2.52632,2.25,31.64063,5.63885
HWM.N,2016-07-01,Capital Goods,61.29,61.29,-0.11454999999999993,19.3225806451613,15.0,2.41177,2.52632,32.88462,6.12735
HWM.N,2016-10-01,Capital Goods,-7.8,7.8,0.11763999999999974,15.0920563575071,15.0,2.52941,2.41177,33.0,5.68205
HWM.N,2017-01-01,Capital Goods,-7.336,7.336,-0.15440999999999994,53.6911196911197,12.0,2.375,2.52941,23.2,3.1241
HWM.N,2017-04-01,Capital Goods,40.342,40.342,0.25,6.0814833716084,9.0,2.625,2.375,28.8,3.37046
HWM.N,2017-07-01,Capital Goods,21.608,21.608,-0.375,9.45884320133769,7.0,2.25,2.625,28.4,3.44093
HWM.N,2017-10-01,Capital Goods,-4.26,4.26,-0.027779999999999916,6.07209927458851,7.0,2.22222,2.25,29.83333,3.18416
HWM.N,2018-01-01,Capital Goods,28.963,28.963,-0.11111000000000004,8.35760046592894,8.0,2.11111,2.22222,30.71429,3.69224
HWM.N,2018-04-01,Capital Goods,2.781,2.781,0.25253000000000014,7.89298669891173,10.0,2.36364,2.11111,26.5,2.06155
HWM.N,2018-07-01,Capital Goods,26.005,26.005,-0.03031000000000006,7.7203378286337,11.0,2.33333,2.36364,22.9,3.64555
HWM.N,2018-10-01,Capital Goods,6.635,6.635,0.08333999999999975,5.6483055083475,11.0,2.41667,2.33333,23.44444,2.49938
HWM.N,2019-01-01,Capital Goods,9.839,9.839,0.12878999999999996,6.88656636932499,10.0,2.54546,2.41667,22.25,2.10654
HWM.N,2019-04-01,Capital Goods,11.054,11.054,0.0,6.23450413223141,10.0,2.54546,2.54546,23.25,3.23071
HWM.N,2019-07-01,Capital Goods,15.217,15.217,0.0,3.27572506952722,10.0,2.54546,2.54546,25.14286,3.0439
HWM.N,2019-10-01,Capital Goods,11.421,11.421,-0.29545999999999983,3.41369705119585,11.0,2.25,2.54546,30.11111,2.55797
HWM.N,2020-01-01,Capital Goods,-1.925,1.925,0.11364000000000019,3.67135455218357,10.0,2.36364,2.25,35.42857,4.89481
HWM.N,2020-04-01,Capital Goods,40.963,40.963,0.2077899999999997,18.9050314894391,6.0,2.57143,2.36364,18.98633,10.01421
HWM.N,2020-07-01,Capital Goods,96.721,96.721,0.0,66.0655737704918,6.0,2.57143,2.57143,16.33333,2.49444
HWM.N,2020-10-01,Capital Goods,-36.842,36.842,-0.19642999999999988,33.1578947368421,6.0,2.375,2.57143,21.8,1.72047
HWM.N,2021-01-01,Capital Goods,24.18,24.18,-0.375,8.67482703565726,9.0,2.0,2.375,32.71429,3.57429
HWM.N,2021-04-01,Capital Goods,14.985,14.985,0.0,8.11163957560236,10.0,2.0,2.0,37.625,3.31427
HWM.N,2021-07-01,Capital Goods,1.299,1.299,0.0,4.83469932774657,11.0,2.0,2.0,39.75,2.10654
HWM.N,2021-10-01,Capital Goods,6.719,6.719,0.08333000000000013,2.5296442687747,10.0,2.08333,2.0,38.55556,2.67129
HWM.N,2022-01-01,Capital Goods,4.047,4.047,-0.08333000000000013,2.3826865050463,12.0,2.0,2.08333,39.45455,2.64106
HWM.N,2022-04-01,Capital Goods,5.773,5.773,0.0,2.80128292616351,13.0,2.0,2.0,41.3,2.41039
HWM.N,2022-07-01,Capital Goods,6.808,6.808,-0.06667000000000001,2.12701028410998,13.0,1.93333,2.0,42.0,1.70561
HWM.N,2022-10-01,Capital Goods,0.559,0.559,-0.05832999999999999,2.08938547486034,15.0,1.875,1.93333,41.53846,3.54348
MSFT.OQ,2013-01-01,Software & Services,1.934,1.934,-0.07142999999999988,5.15035274551356,33.0,2.28571,2.35714,33.03448,2.68435
MSFT.OQ,2013-04-01,Software & Services,5.974,5.974,0.2767900000000001,3.39117763942244,32.0,2.5625,2.28571,32.41333,2.94977
MSFT.OQ,2013-07-01,Software & Services,-11.96,11.96,0.03750000000000009,3.82973614705333,32.0,2.6,2.5625,35.61818,3.39853
MSFT.OQ,2013-10-01,Software & Services,15.034,15.034,0.021619999999999973,4.85370243241739,30.0,2.62162,2.6,34.97931,4.08001
MSFT.OQ,2014-01-01,Software & Services,15.105,15.105,0.017269999999999897,3.73649725517974,30.0,2.63889,2.62162,37.36429,4.96245
MSFT.OQ,2014-04-01,Software & Services,8.019,8.019,0.0,4.12536535773288,31.0,2.63889,2.63889,39.975,5.57825
MSFT.OQ,2014-07-01,Software & Services,-8.652,8.652,-0.06746000000000008,4.7617465827368,29.0,2.57143,2.63889,44.56154,5.47323
MSFT.OQ,2014-10-01,Software & Services,11.226,11.226,-0.08494000000000002,8.77445932028836,30.0,2.48649,2.57143,48.27586,5.11183
MSFT.OQ,2015-01-01,Software & Services,5.141,5.141,0.0006900000000000794,4.90095748110973,33.0,2.48718,2.48649,50.09375,5.55855
MSFT.OQ,2015-04-01,Software & Services,20.451,20.451,0.09176999999999991,5.25640266176964,32.0,2.57895,2.48718,46.87097,5.19765
MSFT.OQ,2015-07-01,Software & Services,6.572,6.572,-0.07894999999999985,4.13143872113677,30.0,2.5,2.57895,50.13333,6.11955
MSFT.OQ,2015-10-01,Software & Services,14.022,14.022,-0.10000000000000009,2.35190006977417,30.0,2.4,2.5,50.93103,6.15843
MSFT.OQ,2016-01-01,Software & Services,9.442,9.442,-0.17777999999999983,2.92970394275291,31.0,2.22222,2.4,58.0,7.35272
MSFT.OQ,2016-04-01,Software & Services,-2.727,2.727,0.048049999999999926,3.4029935046597,31.0,2.27027,2.22222,58.89394,7.82165
MSFT.OQ,2016-07-01,Software & Services,18.816,18.816,0.0,3.5386496306373,31.0,2.27027,2.27027,58.12121,7.14676
MSFT.OQ,2016-10-01,Software & Services,11.269,11.269,-0.054050000000000153,2.29711725692869,31.0,2.21622,2.27027,60.3003,6.99024
MSFT.OQ,2017-01-01,Software & Services,6.203,6.203,-0.13727,3.39469491996865,33.0,2.07895,2.21622,66.54242,7.75555
MSFT.OQ,2017-04-01,Software & Services,4.662,4.662,-0.05116999999999994,3.27464586798188,32.0,2.02778,2.07895,70.74194,7.75832
MSFT.OQ,2017-07-01,Software & Services,38.932,38.932,-0.027779999999999916,3.33862598882872,32.0,2.0,2.02778,77.08065,8.66779
MSFT.OQ,2017-10-01,Software & Services,16.555,16.555,-0.08823000000000003,3.57157723847979,30.0,1.91177,2.0,82.9129,9.21089
MSFT.OQ,2018-01-01,Software & Services,11.0,11.0,-0.07844000000000007,3.16001248742586,30.0,1.83333,1.91177,99.36364,12.42143
MSFT.OQ,2018-04-01,Software & Services,11.861,11.861,0.00878000000000001,2.79534188185147,30.0,1.84211,1.83333,106.79412,12.33546
MSFT.OQ,2018-07-01,Software & Services,5.023,5.023,-0.11988999999999983,2.1208966876092,29.0,1.72222,1.84211,116.625,11.44757
MSFT.OQ,2018-10-01,Software & Services,18.372,18.372,-0.06508000000000003,2.78692099224355,30.0,1.65714,1.72222,125.24242,12.19794
MSFT.OQ,2019-01-01,Software & Services,0.696,0.696,-0.010080000000000089,2.35813216891403,28.0,1.64706,1.65714,126.59375,13.19294
MSFT.OQ,2019-04-01,Software & Services,14.153,14.153,0.07516000000000012,1.55107844511646,29.0,1.72222,1.64706,132.4375,14.79641
MSFT.OQ,2019-07-01,Software & Services,12.946,12.946,0.0,1.89534778271515,29.0,1.72222,1.72222,149.5625,12.83048
MSFT.OQ,2019-10-01,Software & Services,10.828,10.828,-0.13398,2.11055518523575,29.0,1.58824,1.72222,157.87097,6.99651
MSFT.OQ,2020-01-01,Software & Services,14.493,14.493,0.05881999999999987,1.5126700332105,29.0,1.64706,1.58824,179.0,18.30642
MSFT.OQ,2020-04-01,Software & Services,10.703,10.703,0.03865000000000007,3.43889613727118,28.0,1.68571,1.64706,187.3871,18.53624
MSFT.OQ,2020-07-01,Software & Services,8.72,8.72,0.008729999999999905,2.93692754486559,29.0,1.69444,1.68571,221.90267,17.02461
MSFT.OQ,2020-10-01,Software & Services,17.907,17.907,0.07699000000000011,1.94935183565584,28.0,1.77143,1.69444,234.58276,20.4597
MSFT.OQ,2021-01-01,Software & Services,23.689,23.689,-0.14286,3.18360731650845,28.0,1.62857,1.77143,247.6925,24.73721
MSFT.OQ,2021-04-01,Software & Services,9.635,9.635,0.029329999999999856,3.20640043179301,28.0,1.6579,1.62857,280.68546,27.74963
MSFT.OQ,2021-07-01,Software & Services,13.257,13.257,-0.042509999999999826,2.46189979123173,27.0,1.61539,1.6579,308.25515,23.3808
MSFT.OQ,2021-10-01,Software & Services,9.407,9.407,0.018759999999999888,1.75822480986302,28.0,1.63415,1.61539,341.25972,22.32444
MSFT.OQ,2022-01-01,Software & Services,7.253,7.253,0.018909999999999982,1.62912796028163,31.0,1.65306,1.63415,371.635,26.33432
MSFT.OQ,2022-04-01,Software & Services,1.595,1.595,0.0007900000000000684,1.33538354521907,31.0,1.65385,1.65306,368.2187,26.70632
MSFT.OQ,2022-07-01,Software & Services,-2.736,2.736,0.03845999999999994,1.11395585175751,32.0,1.69231,1.65385,344.31761,34.03571
MSFT.OQ,2022-10-01,Software & Services,2.052,2.052,0.01923000000000008,1.57420475518402,34.0,1.71154,1.69231,322.92046,37.99818
NSC.N,2013-01-01,Transportation,9.244,9.244,0.09258999999999995,3.60924369747899,27.0,2.5,2.40741,73.31818,5.42206
NSC.N,2013-04-01,Transportation,4.538,4.538,-0.12069000000000019,3.22953797641897,27.0,2.37931,2.5,82.0,4.90748
NSC.N,2013-07-01,Transportation,-2.266,2.266,-0.022170000000000023,2.08454664122904,26.0,2.35714,2.37931,84.3913,5.01943
NSC.N,2013-10-01,Transportation,10.165,10.165,-0.023809999999999665,2.45602413542334,24.0,2.33333,2.35714,88.5,5.50826
NSC.N,2014-01-01,Transportation,9.196,9.196,0.0,2.35769596974479,26.0,2.33333,2.33333,99.09524,6.35389
NSC.N,2014-04-01,Transportation,1.899,1.899,-0.025640000000000107,3.25988503744992,25.0,2.30769,2.33333,104.7,6.26977
NSC.N,2014-07-01,Transportation,3.082,3.082,-0.03846000000000016,2.2528333179766,25.0,2.26923,2.30769,112.25,6.05702
NSC.N,2014-10-01,Transportation,-1.989,1.989,0.02707000000000015,2.16555696701564,25.0,2.2963,2.26923,118.54546,6.95261
NSC.N,2015-01-01,Transportation,0.381,0.381,0.0965600000000002,3.90507843821346,26.0,2.39286,2.2963,115.95652,6.34157
NSC.N,2015-04-01,Transportation,-0.195,0.195,0.23676999999999992,0.508009381705674,26.0,2.62963,2.39286,107.5,5.57388
NSC.N,2015-07-01,Transportation,-0.472,0.472,0.024219999999999686,4.22960725075529,25.0,2.65385,2.62963,94.5,7.42631
NSC.N,2015-10-01,Transportation,11.045,11.045,-0.024219999999999686,2.04618594617534,26.0,2.62963,2.65385,88.09091,7.08333
NSC.N,2016-01-01,Transportation,-2.617,2.617,0.21036999999999972,3.91154392371678,23.0,2.84,2.62963,82.95,7.92764
NSC.N,2016-04-01,Transportation,32.527,32.527,-0.13166999999999973,2.23240427783314,23.0,2.70833,2.84,85.775,6.63038
NSC.N,2016-07-01,Transportation,1.027,1.027,-0.054480000000000306,1.96110475567903,24.0,2.65385,2.70833,91.6,9.21629
NSC.N,2016-10-01,Transportation,7.098,7.098,0.012820000000000054,2.02656016803936,25.0,2.66667,2.65385,97.78261,10.8546
NSC.N,2017-01-01,Transportation,4.275,4.275,-0.011499999999999844,2.17507838947268,28.0,2.65517,2.66667,115.30769,17.42626
NSC.N,2017-04-01,Transportation,8.504,8.504,-0.0996100000000002,2.54545454545454,26.0,2.55556,2.65517,122.5,13.42572
NSC.N,2017-07-01,Transportation,3.624,3.624,0.03703000000000012,2.32094486089481,26.0,2.59259,2.55556,125.72727,12.78914
NSC.N,2017-10-01,Transportation,6.475,6.475,0.007410000000000139,2.72819090035167,24.0,2.6,2.59259,131.72727,16.49292
NSC.N,2018-01-01,Transportation,7.692,7.692,-0.040000000000000036,2.81018804682372,24.0,2.56,2.6,157.45455,18.66871
NSC.N,2018-04-01,Transportation,9.0,9.0,0.0,2.44542964448084,23.0,2.56,2.56,157.22727,17.03988
NSC.N,2018-07-01,Transportation,7.417,7.417,-0.08000000000000007,1.57387276680216,24.0,2.48,2.56,168.52381,18.8569
NSC.N,2018-10-01,Transportation,3.131,3.131,-0.1200000000000001,1.73439738080622,24.0,2.36,2.48,189.31818,20.44146
NSC.N,2019-01-01,Transportation,12.071,12.071,0.01036999999999999,2.49215070643642,25.0,2.37037,2.36,179.31818,16.31058
NSC.N,2019-04-01,Transportation,15.094,15.094,-0.06267999999999985,2.13588404414833,23.0,2.30769,2.37037,210.19048,25.92777
NSC.N,2019-07-01,Transportation,-3.144,3.144,0.0,1.96188159834698,24.0,2.30769,2.30769,212.5,25.52352
NSC.N,2019-10-01,Transportation,-3.677,3.677,0.13230999999999993,2.37480899789172,23.0,2.44,2.30769,202.2,23.48957
NSC.N,2020-01-01,Transportation,11.849,11.849,0.0,2.78306562683674,22.0,2.44,2.44,216.75,26.99792
NSC.N,2020-04-01,Transportation,14.746,14.746,0.07852000000000015,3.54156659728523,25.0,2.51852,2.44,176.31818,23.20146
NSC.N,2020-07-01,Transportation,14.665,14.665,-0.07407999999999992,6.83194436117273,25.0,2.44444,2.51852,203.04546,27.82654
NSC.N,2020-10-01,Transportation,5.349,5.349,-0.0740700000000003,2.33992008595796,25.0,2.37037,2.44444,231.41667,27.8387
NSC.N,2021-01-01,Transportation,6.104,6.104,-0.10114000000000001,1.89856820684953,24.0,2.26923,2.37037,255.47826,32.6295
NSC.N,2021-04-01,Transportation,4.708,4.708,0.03846000000000016,2.38585414050599,23.0,2.30769,2.26923,289.77273,36.64316
NSC.N,2021-07-01,Transportation,10.919,10.919,0.013739999999999863,2.0712720484796,26.0,2.32143,2.30769,294.375,31.42692
NSC.N,2021-10-01,Transportation,5.197,5.197,0.011900000000000244,2.9609843132806,25.0,2.33333,2.32143,294.70833,32.33223
NSC.N,2022-01-01,Transportation,2.701,2.701,0.05953000000000008,1.52437820116131,25.0,2.39286,2.33333,310.52174,32.34309
NSC.N,2022-04-01,Transportation,0.398,0.398,0.0,2.1960663377193,25.0,2.39286,2.39286,304.08696,32.71473
NSC.N,2022-07-01,Transportation,-0.528,0.528,0.0,2.29678922360105,25.0,2.39286,2.39286,266.0,24.78604
NSC.N,2022-10-01,Transportation,12.771,12.771,0.15885999999999978,4.52211272138164,26.0,2.55172,2.39286,241.8,20.2188
PH.N,2013-01-01,Capital Goods,6.837,6.837,-0.07141999999999982,3.86587062889976,13.0,2.21429,2.28571,91.91667,10.33972
PH.N,2013-04-01,Capital Goods,0.556,0.556,0.1607099999999999,2.12429743755499,15.0,2.375,2.21429,98.14286,9.84782
PH.N,2013-07-01,Capital Goods,-9.553,9.553,-0.041669999999999874,2.42073170731707,16.0,2.33333,2.375,103.86667,9.30854
PH.N,2013-10-01,Capital Goods,9.138,9.138,0.035089999999999844,4.19807483731019,17.0,2.36842,2.33333,113.875,9.15748
PH.N,2014-01-01,Capital Goods,0.881,0.881,-0.36841999999999997,5.85430937698303,18.0,2.0,2.36842,134.5,9.98749
PH.N,2014-04-01,Capital Goods,-1.299,1.299,0.0,3.42553637743205,17.0,2.0,2.0,137.06667,8.41797
PH.N,2014-07-01,Capital Goods,-4.49,4.49,-0.06667000000000001,0.991283458831588,15.0,1.93333,2.0,130.76923,7.0291
PH.N,2014-10-01,Capital Goods,11.044,11.044,0.17778000000000005,1.63025210084034,16.0,2.11111,1.93333,130.4,9.89815
PH.N,2015-01-01,Capital Goods,18.878,18.878,0.11111000000000004,2.40404183976069,16.0,2.22222,2.11111,132.26667,10.86564
PH.N,2015-04-01,Capital Goods,3.508,3.508,0.22222000000000008,2.88414673975852,16.0,2.44444,2.22222,125.5,10.41119
PH.N,2015-07-01,Capital Goods,-23.281,23.281,0.0,2.86275309291072,16.0,2.44444,2.44444,119.46154,10.89542
PH.N,2015-10-01,Capital Goods,3.875,3.875,0.08187999999999995,2.69051247531248,17.0,2.52632,2.44444,105.13333,8.53125
PH.N,2016-01-01,Capital Goods,29.013,29.013,0.3157899999999998,3.59622468553192,17.0,2.84211,2.52632,97.6,8.10597
PH.N,2016-04-01,Capital Goods,4.54,4.54,0.11026999999999987,3.36674928344941,19.0,2.95238,2.84211,109.64706,12.11679
PH.N,2016-07-01,Capital Goods,7.665,7.665,-0.047619999999999774,2.13119213028548,19.0,2.90476,2.95238,115.66667,9.84999
PH.N,2016-10-01,Capital Goods,2.793,2.793,-0.14285000000000014,2.80668599083166,19.0,2.76191,2.90476,123.52941,9.74449
PH.N,2017-01-01,Capital Goods,37.42,37.42,-0.36190999999999995,1.89869774803943,20.0,2.4,2.76191,155.5625,17.81842
PH.N,2017-04-01,Capital Goods,13.608,13.608,-0.24209999999999976,2.66843269960749,17.0,2.1579,2.4,172.13333,12.48928
PH.N,2017-07-01,Capital Goods,6.147,6.147,-0.15790000000000015,2.14026073054811,16.0,2.0,2.1579,178.63333,13.8136
PH.N,2017-10-01,Capital Goods,4.195,4.195,0.04999999999999982,3.20743125353255,17.0,2.05,2.0,194.0,13.91149
PH.N,2018-01-01,Capital Goods,3.946,3.946,0.005560000000000009,2.87374660362216,16.0,2.05556,2.05,214.25,13.9799
PH.N,2018-04-01,Capital Goods,6.867,6.867,0.0032600000000000406,1.54614189697222,15.0,2.05882,2.05556,200.53846,14.86149
PH.N,2018-07-01,Capital Goods,10.617,10.617,0.3096000000000001,1.55654187307193,17.0,2.36842,2.05882,187.26667,14.48432
PH.N,2018-10-01,Capital Goods,12.365,12.365,-0.08271000000000006,2.23583267061528,19.0,2.28571,2.36842,190.52941,16.66316
PH.N,2019-01-01,Capital Goods,3.645,3.645,0.12338000000000005,2.50483127694366,19.0,2.40909,2.28571,180.11111,17.64744
PH.N,2019-04-01,Capital Goods,5.139,5.139,0.13636999999999988,1.4032934777201,21.0,2.54546,2.40909,185.0,19.22672
PH.N,2019-07-01,Capital Goods,6.378,6.378,0.31818000000000035,2.01860808921599,20.0,2.86364,2.54546,177.41177,16.41039
PH.N,2019-10-01,Capital Goods,3.957,3.957,-0.04546000000000028,1.02073485376372,19.0,2.81818,2.86364,181.66667,18.45716
PH.N,2020-01-01,Capital Goods,11.747,11.747,-0.3636300000000001,2.6528816542015,19.0,2.45455,2.81818,214.11111,23.07449
PH.N,2020-04-01,Capital Goods,28.85,28.85,-0.22727999999999993,6.71123466596064,20.0,2.22727,2.45455,171.76471,31.71478
PH.N,2020-07-01,Capital Goods,69.289,69.289,-0.18181000000000003,15.2565889928965,20.0,2.04546,2.22727,208.64706,22.80594
PH.N,2020-10-01,Capital Goods,31.237,31.237,0.002160000000000384,7.33217058240142,19.0,2.04762,2.04546,239.88235,34.12586
PH.N,2021-01-01,Capital Goods,32.345,32.345,0.0,5.04028069527481,19.0,2.04762,2.04762,315.875,31.32267
PH.N,2021-04-01,Capital Goods,8.629,8.629,-0.04762000000000022,2.1519586206532,19.0,2.0,2.04762,351.6875,34.62246
PH.N,2021-07-01,Capital Goods,1.216,1.216,0.11111000000000004,1.60234783010584,15.0,2.11111,2.0,355.375,37.91747
PH.N,2021-10-01,Capital Goods,15.642,15.642,-0.05555000000000021,2.51913784678864,15.0,2.05556,2.11111,357.9375,46.31073
PH.N,2022-01-01,Capital Goods,14.014,14.014,-0.05555999999999983,2.59087225606561,16.0,2.0,2.05556,377.58824,40.96205
PH.N,2022-04-01,Capital Goods,3.884,3.884,0.0,1.6879452149076,16.0,2.0,2.0,349.5,37.48666
PH.N,2022-07-01,Capital Goods,10.397,10.397,0.0,1.36669191238452,16.0,2.0,2.0,321.1875,34.41696
PH.N,2022-10-01,Capital Goods,13.798,13.798,0.09091000000000005,1.37445411964113,16.0,2.09091,2.0,323.0,33.31833
CVS.N,2013-01-01,Health Care Equipment & Services,3.411,3.411,-0.09849000000000019,1.26179245283019,22.0,1.81818,1.91667,57.175,1.86598
CVS.N,2013-04-01,Health Care Equipment & Services,4.52,4.52,0.038960000000000106,1.50734784853484,20.0,1.85714,1.81818,62.81579,4.17767
CVS.N,2013-07-01,Health Care Equipment & Services,1.089,1.089,-0.10714000000000001,1.01505914230629,22.0,1.75,1.85714,66.07143,3.24509
CVS.N,2013-10-01,Health Care Equipment & Services,2.919,2.919,0.050000000000000044,0.66456254533336,24.0,1.8,1.75,68.21429,3.45919
CVS.N,2014-01-01,Health Care Equipment & Services,0.786,0.786,0.09285999999999994,1.22202525038919,27.0,1.89286,1.8,76.26,4.04752
CVS.N,2014-04-01,Health Care Equipment & Services,-2.332,2.332,-0.04100999999999999,0.970938861492795,24.0,1.85185,1.89286,78.79167,5.06606
CVS.N,2014-07-01,Health Care Equipment & Services,3.004,3.004,-0.005700000000000038,0.784839203675344,24.0,1.84615,1.85185,82.65217,5.7605
CVS.N,2014-10-01,Health Care Equipment & Services,1.415,1.415,0.0,0.85718065170422,22.0,1.84615,1.84615,87.69565,6.55701
CVS.N,2015-01-01,Health Care Equipment & Services,0.56,0.56,-0.06837000000000004,0.827751275701012,24.0,1.77778,1.84615,108.95652,7.6413
CVS.N,2015-04-01,Health Care Equipment & Services,5.794,5.794,-0.017779999999999907,0.695082454040109,21.0,1.76,1.77778,113.0,3.54562
CVS.N,2015-07-01,Health Care Equipment & Services,2.068,2.068,-0.040000000000000036,0.71028787992872,21.0,1.72,1.76,118.19048,4.14751
CVS.N,2015-10-01,Health Care Equipment & Services,-1.035,1.035,0.010769999999999946,1.33062209095548,22.0,1.73077,1.72,118.36364,5.94326
CVS.N,2016-01-01,Health Care Equipment & Services,-0.153,0.153,0.08405000000000018,0.680001305184847,24.0,1.81482,1.73077,112.4375,6.32342
CVS.N,2016-04-01,Health Care Equipment & Services,1.671,1.671,-0.014820000000000055,0.734096724998061,23.0,1.8,1.81482,113.18182,5.16664
CVS.N,2016-07-01,Health Care Equipment & Services,1.318,1.318,0.0,0.488168064904861,23.0,1.8,1.8,111.45191,9.86022
CVS.N,2016-10-01,Health Care Equipment & Services,1.423,1.423,0.040000000000000036,0.588122727562672,23.0,1.84,1.8,98.66957,14.42846
CVS.N,2017-01-01,Health Care Equipment & Services,2.491,2.491,0.19999999999999996,0.60595526359953,23.0,2.04,1.84,86.12609,6.11642
CVS.N,2017-04-01,Health Care Equipment & Services,6.171,6.171,-0.040000000000000036,0.896551724137931,22.0,2.0,2.04,86.54091,6.28625
CVS.N,2017-07-01,Health Care Equipment & Services,1.733,1.733,0.03846000000000016,0.841396718552798,23.0,2.03846,2.0,86.99565,6.23458
