Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise AbsVals,Revenue - Actual,Market Capitalization,Earnings Per Share – Coefficient of Variation,loss firm status
SIVB.OQ,2016-07-01,Banks,1.7681496035889213,-0.4736358170593623,-0.3802559726587449,-0.1983741221199411,-1
SIVB.OQ,2016-10-01,Banks,3.14819581668046,-0.4705070537035061,-0.3736934518077834,-0.1565839301235365,-1
SIVB.OQ,2017-01-01,Banks,1.9058319254879028,-0.4724583978449385,-0.3476865549966255,-0.1449666362613623,-1
SIVB.OQ,2017-04-01,Banks,1.2002659423946096,-0.4709823120916648,-0.3411374586920627,-0.16086357567408,-1
SIVB.OQ,2017-07-01,Banks,2.673527767063787,-0.4673165378858145,-0.3453472961130069,-0.1280125604901127,-1
SIVB.OQ,2017-10-01,Banks,3.1196740827481686,-0.4621400999133194,-0.3402038607298279,-0.1599100939038205,-1
SIVB.OQ,2018-01-01,Banks,2.797647121580558,-0.4610278825489262,-0.3200387519826987,-0.1177113308813199,-1
SIVB.OQ,2018-04-01,Banks,2.8196512043494906,-0.4585536616359579,-0.3170609875627143,-0.0702525570977517,-1
SIVB.OQ,2018-07-01,Banks,2.6627738562325747,-0.4539541128062498,-0.2958198680640186,-0.131419789687443,-1
SIVB.OQ,2018-10-01,Banks,2.6849180370451635,-0.4492372006464866,-0.2856699149987517,-0.2111408141156454,-1
SIVB.OQ,2019-01-01,Banks,1.8322614125373848,-0.4479711069160212,-0.3391521594139214,-0.1950434669292931,-1
SIVB.OQ,2019-04-01,Banks,2.716745619469434,-0.4402230238468992,-0.3251254167364567,-0.1805156129926192,-1
SIVB.OQ,2019-07-01,Banks,3.057579676880071,-0.4343429948140092,-0.3252979682654142,-0.1749725985176046,-1
SIVB.OQ,2019-10-01,Banks,0.9512717007694006,-0.4384233686546348,-0.3327426193942602,-0.1026020466995199,-1
SIVB.OQ,2020-01-01,Banks,2.282994443229041,-0.4357009600544533,-0.3148284236141961,-0.0894671922140411,-1
SIVB.OQ,2020-04-01,Banks,3.3823203258924663,-0.4374627561079902,-0.3571030974788102,1.4753613154630711,-1
SIVB.OQ,2020-07-01,Banks,3.768545167657192,-0.4327762995220477,-0.3296488128525215,0.4193827403825487,-1
SIVB.OQ,2020-10-01,Banks,4.123984267339787,-0.4164928315611115,-0.3189612915542252,0.3310323997974015,-1
SIVB.OQ,2021-01-01,Banks,4.542730793470982,-0.4048877435698559,-0.256424289656085,-0.0063855888567603,-1
SIVB.OQ,2021-04-01,Banks,4.024261811318,-0.3888610447009112,-0.2023415746861543,0.2640959981162847,-1
SIVB.OQ,2021-07-01,Banks,3.707971044369457,-0.3816895983803181,-0.1740065810947317,0.1803410236323371,-1
SIVB.OQ,2021-10-01,Banks,3.209229447816396,-0.378744998701516,-0.1108816753042087,0.7219835453699097,-1
SIVB.OQ,2022-01-01,Banks,1.696532619285034,-0.3807641527669803,-0.0958091113681874,0.3112333026235587,-1
SIVB.OQ,2022-04-01,Banks,3.71007816525493,-0.3724351422469403,-0.1520075261204717,0.289443585076122,-1
SIVB.OQ,2022-07-01,Banks,3.33672996910742,-0.3783243416045443,-0.2302052318504209,0.1588420701246642,-1
