Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise AbsVals,Revenue - Actual,Market Capitalization,Earnings Per Share – Coefficient of Variation,loss firm status
TRMB.OQ,2021-01-01,Technology Hardware & Equipment,3.021935939050627,-0.4371574431870081,-0.2843330907490384,0.0316417917179133,-1
TRMB.OQ,2021-04-01,Technology Hardware & Equipment,3.111424235550064,-0.4323787785654095,-0.2550511766478743,-0.0659832621448865,-1
TRMB.OQ,2021-07-01,Technology Hardware & Equipment,3.034183459928244,-0.4274318511050221,-0.2515415526994813,-0.1210986213803387,-1
TRMB.OQ,2021-10-01,Technology Hardware & Equipment,2.488068313125579,-0.4311252204164338,-0.2478762454527851,-0.1049930626291981,-1
TRMB.OQ,2022-01-01,Technology Hardware & Equipment,0.6533663105481008,-0.429055587499333,-0.2420481059625066,-0.1013291645907087,-1
TRMB.OQ,2022-04-01,Technology Hardware & Equipment,2.2135352761605347,-0.423359890406336,-0.2719466285448029,-0.1046230336341235,-1
TRMB.OQ,2022-07-01,Technology Hardware & Equipment,1.4156104154539435,-0.4277767899245389,-0.3022753022076397,-0.0469298679359938,-1
TRMB.OQ,2022-10-01,Technology Hardware & Equipment,0.1301506844650451,-0.4325133888364404,-0.3109702408018197,-0.2106829744421439,-1
INTC.OQ,2013-01-01,Semiconductors & Semiconductor Equipment,1.9565674435293012,0.6268778573190614,0.400886954838745,-0.0986798307219846,-1
INTC.OQ,2013-04-01,Semiconductors & Semiconductor Equipment,0.947789398933526,0.5514119741223361,0.4616026931596401,-0.0333588887367263,-1
INTC.OQ,2013-07-01,Semiconductors & Semiconductor Equipment,0.7911809208313108,0.5708463320024292,0.5623396060834408,-0.169860709028137,-1
INTC.OQ,2013-10-01,Semiconductors & Semiconductor Equipment,2.2731562823032334,0.6273826458354275,0.5136906798422726,-0.0880554969835043,-1
INTC.OQ,2014-01-01,Semiconductors & Semiconductor Equipment,1.0249657484998111,0.6569127740428418,0.6179198762261258,-0.225417076887937,-1
INTC.OQ,2014-04-01,Semiconductors & Semiconductor Equipment,1.3977287387455537,0.5668921552908951,0.6192945244533962,-0.1144158054254034,-1
INTC.OQ,2014-07-01,Semiconductors & Semiconductor Equipment,1.8151504220186307,0.6566603797846587,0.8359225165377715,-0.1874646068795367,-1
INTC.OQ,2014-10-01,Semiconductors & Semiconductor Equipment,1.0922588146959344,0.7174873960067685,0.9636600109098984,-0.233277460010078,-1
INTC.OQ,2015-01-01,Semiconductors & Semiconductor Equipment,2.573832858982402,0.7315373430456237,1.0610480451302682,-0.2213798760750591,-1
INTC.OQ,2015-04-01,Semiconductors & Semiconductor Equipment,0.0525924501191706,0.568322389420599,0.817806651261114,-0.0903665802083571,-1
INTC.OQ,2015-07-01,Semiconductors & Semiconductor Equipment,2.384441539463878,0.6031527970498568,0.7803390635102148,-0.1096522041183838,-1
INTC.OQ,2015-10-01,Semiconductors & Semiconductor Equipment,2.31540259670466,0.7099996996806719,0.6971258846476094,-0.1682499075089848,-1
INTC.OQ,2016-01-01,Semiconductors & Semiconductor Equipment,2.887645823688933,0.7477747069887318,0.9265211308769324,-0.2329440589536405,-1
INTC.OQ,2016-04-01,Semiconductors & Semiconductor Equipment,2.7125732898297947,0.6541364372028284,0.8286600991579363,0.0104985086712266,-1
INTC.OQ,2016-07-01,Semiconductors & Semiconductor Equipment,2.4861558691884325,0.6315892168051446,0.8414391905324369,-0.1297720272746985,-1
INTC.OQ,2016-10-01,Semiconductors & Semiconductor Equipment,2.4119774697652425,0.8204642533454438,1.0368989263211454,-0.1914717583993727,-1
INTC.OQ,2017-01-01,Semiconductors & Semiconductor Equipment,1.955719027188817,0.870606579304472,0.9821229467018262,-0.181475345204028,-1
INTC.OQ,2017-04-01,Semiconductors & Semiconductor Equipment,1.0166789059054235,0.7378471995001994,0.9681086263238948,-0.2915734978777821,-1
INTC.OQ,2017-07-01,Semiconductors & Semiconductor Equipment,1.9336929651167216,0.7350708626601861,0.8760115227847023,-0.2946545773645513,-1
INTC.OQ,2017-10-01,Semiconductors & Semiconductor Equipment,3.285374922818406,0.8516770099407449,1.039695539549372,-0.2855352806643443,-1
INTC.OQ,2018-01-01,Semiconductors & Semiconductor Equipment,3.253586382543596,0.9277318130732308,1.342403233991723,-0.2478042070421375,-1
INTC.OQ,2018-04-01,Semiconductors & Semiconductor Equipment,3.092541329482052,0.8446941021310145,1.567799784189676,-0.173361270868321,-1
INTC.OQ,2018-07-01,Semiconductors & Semiconductor Equipment,2.24865675096849,0.9200758539083456,1.4698802214789606,-0.0726491806979677,-1
INTC.OQ,2018-10-01,Semiconductors & Semiconductor Equipment,3.1159567708603597,1.1052491079952935,1.3589329344799992,-0.2878846912263123,-1
INTC.OQ,2019-01-01,Semiconductors & Semiconductor Equipment,1.7263316639055997,1.0626786097817562,1.3206796366797515,-0.2782682109350169,-1
INTC.OQ,2019-04-01,Semiconductors & Semiconductor Equipment,1.2427126326418665,0.8442734450340428,1.550920512866838,-0.2931896116604707,-1
INTC.OQ,2019-07-01,Semiconductors & Semiconductor Equipment,2.97455970832119,0.8816277952451309,1.3284082524354297,-0.2094793236845341,-1
INTC.OQ,2019-10-01,Semiconductors & Semiconductor Equipment,2.7445749757845825,1.1075206563189408,1.415255388084834,-0.2835759840322103,-1
INTC.OQ,2020-01-01,Semiconductors & Semiconductor Equipment,3.117241690951188,1.193250572681776,1.7122642495829357,-0.2722922275565826,-1
INTC.OQ,2020-04-01,Semiconductors & Semiconductor Equipment,2.67000213346468,1.1611965018925314,1.408853862605924,-0.1187387457215018,-1
INTC.OQ,2020-07-01,Semiconductors & Semiconductor Equipment,2.462064407539368,1.1527833599530972,1.566235123914928,-0.2275413993128224,-1
INTC.OQ,2020-10-01,Semiconductors & Semiconductor Equipment,0.2631331995303682,1.0354200298979892,1.3127454392063305,-0.2360187838201649,-1
INTC.OQ,2021-01-01,Semiconductors & Semiconductor Equipment,3.6608399970826895,1.1738162148016829,1.1535851995812003,-0.1982903830273377,-1
INTC.OQ,2021-04-01,Semiconductors & Semiconductor Equipment,3.0740812399649675,1.0550226506168712,1.73532029472036,-0.2195853207674665,-1
INTC.OQ,2021-07-01,Semiconductors & Semiconductor Equipment,3.0682389643407397,1.0522463137768578,1.421859302906722,-0.2341450406929734,-1
INTC.OQ,2021-10-01,Semiconductors & Semiconductor Equipment,4.0157882493163255,1.014723700726981,1.3745727330031023,-0.2394612644599876,-1
INTC.OQ,2022-01-01,Semiconductors & Semiconductor Equipment,3.061707262477524,1.136293601751806,1.2824096899432518,-0.254075809791601,-1
INTC.OQ,2022-04-01,Semiconductors & Semiconductor Equipment,2.1986679795742727,1.037102658285876,1.184714651261178,-0.2441760833203203,-1
INTC.OQ,2022-07-01,Semiconductors & Semiconductor Equipment,4.082693619481239,0.7820161946822293,0.7920535488621036,-0.1651179418322425,1
INTC.OQ,2022-10-01,Semiconductors & Semiconductor Equipment,4.415086582300205,0.783446428811933,0.442894016476862,0.2338940598336734,-1
HRL.N,2013-01-01,"Food, Beverage & Tobacco",0.2715526905218973,-0.3289189227479911,-0.3446297278488017,-0.1985399736410512,-1
HRL.N,2013-04-01,"Food, Beverage & Tobacco",0.3060130291365044,-0.3258527531681643,-0.3315776208587214,-0.2156867275571373,-1
HRL.N,2013-07-01,"Food, Beverage & Tobacco",1.973803209656839,-0.3252773783909264,-0.3310904711559417,-0.189698820361073,-1
HRL.N,2013-10-01,"Food, Beverage & Tobacco",2.2047517326452826,-0.3115070000587186,-0.32670283918147,-0.1519156381476526,-1
HRL.N,2014-01-01,"Food, Beverage & Tobacco",0.6376344706296865,-0.3182821032625451,-0.323525084228419,-0.1787289655218019,-1
HRL.N,2014-04-01,"Food, Beverage & Tobacco",2.1138429683971687,-0.3180975189283939,-0.3179989836745205,-0.2405631965757028,-1
HRL.N,2014-07-01,"Food, Beverage & Tobacco",1.8745675804153696,-0.3147254475076492,-0.3178459048110191,-0.2388694144339209,-1
HRL.N,2014-10-01,"Food, Beverage & Tobacco",0.7323678937132266,-0.2929502170143279,-0.3076923765748087,-0.2332434154781826,-1
HRL.N,2015-01-01,"Food, Beverage & Tobacco",2.166536248530769,-0.3054603908154278,-0.3058717748287706,-0.2405799303449955,-1
HRL.N,2015-04-01,"Food, Beverage & Tobacco",2.1066918561699963,-0.3151967517190963,-0.3024520954513761,-0.2202886727750294,-1
HRL.N,2015-07-01,"Food, Beverage & Tobacco",1.25333423386366,-0.3228323510804881,-0.296514187361575,-0.2605292582986937,-1
HRL.N,2015-10-01,"Food, Beverage & Tobacco",2.085920507777545,-0.3049736905542315,-0.2731504666204852,-0.1831138114508749,-1
HRL.N,2016-01-01,"Food, Beverage & Tobacco",2.92030805090715,-0.3140755322928279,-0.2568144210787477,-0.1501121713714056,-1
HRL.N,2016-04-01,"Food, Beverage & Tobacco",1.430550452374428,-0.3134392463679485,-0.257788925053541,-0.174802632240495,-1
HRL.N,2016-07-01,"Food, Beverage & Tobacco",1.6767226592396969,-0.3132591209990252,-0.2611794246662023,-0.2097374823890272,-1
HRL.N,2016-10-01,"Food, Beverage & Tobacco",0.8082599876604498,-0.285868875443906,-0.2555905844820186,-0.1382145826465024,-1
HRL.N,2017-01-01,"Food, Beverage & Tobacco",1.1359080734118066,-0.3151225478071905,-0.2647780201351684,-0.1400847540787779,-1
HRL.N,2017-04-01,"Food, Beverage & Tobacco",1.0929295055326116,-0.322939871034474,-0.2692343841645369,-0.2554349576067544,-1
HRL.N,2017-07-01,"Food, Beverage & Tobacco",2.1448780969640104,-0.3212516899729071,-0.2733499597066777,-0.2042841642391538,-1
HRL.N,2017-10-01,"Food, Beverage & Tobacco",1.447154249376653,-0.2972546328248006,-0.2897913859142844,-0.1798445800005031,-1
HRL.N,2018-01-01,"Food, Beverage & Tobacco",0.7400307664587957,-0.310826292744399,-0.270857336532235,-0.0950057020186095,-1
HRL.N,2018-04-01,"Food, Beverage & Tobacco",0.8907677746430693,-0.3108872880234599,-0.2630495232062897,-0.1184537208483727,-1
HRL.N,2018-07-01,"Food, Beverage & Tobacco",0.6785410281705831,-0.308483316845686,-0.2619806646199952,-0.1771173587995448,-1
HRL.N,2018-10-01,"Food, Beverage & Tobacco",1.7600967887192134,-0.2945549397078555,-0.2415335993905332,0.0185558394426327,-1
HRL.N,2019-01-01,"Food, Beverage & Tobacco",0.4363175715909291,-0.3083812654339606,-0.2397718073859265,-0.1296971443811863,-1
HRL.N,2019-04-01,"Food, Beverage & Tobacco",1.328400382700988,-0.3096946410221257,-0.2460514476672637,-0.1655738367985517,-1
HRL.N,2019-07-01,"Food, Beverage & Tobacco",1.1085626195212777,-0.3142410187947766,-0.240374516498711,-0.1386634329104872,-1
HRL.N,2019-10-01,"Food, Beverage & Tobacco",0.9779501122608828,-0.296505442535094,-0.2438620281730301,-0.1743152713168727,-1
HRL.N,2020-01-01,"Food, Beverage & Tobacco",0.8055826098897335,-0.3063554649863642,-0.2145431252613454,-0.2104835539903316,-1
HRL.N,2020-04-01,"Food, Beverage & Tobacco",1.1105408595333834,-0.303155862975378,-0.2160927082936189,-0.0921896451524783,-1
HRL.N,2020-07-01,"Food, Beverage & Tobacco",2.11311806803922,-0.3066059242219012,-0.1995469038311308,0.0352533909272988,-1
HRL.N,2020-10-01,"Food, Beverage & Tobacco",1.0462658082959004,-0.3033544131251486,-0.2021842614982879,-0.1258842069147862,-1
HRL.N,2021-01-01,"Food, Beverage & Tobacco",0.6971392018294827,-0.299901491410366,-0.2205655896866955,-0.1581110766425995,-1
HRL.N,2021-04-01,"Food, Beverage & Tobacco",1.2220091668120343,-0.2876625573053935,-0.2161601866623149,-0.1398542183424004,-1
HRL.N,2021-07-01,"Food, Beverage & Tobacco",0.2776317365982795,-0.266036660081497,-0.2112279492630149,-0.0089057113442955,-1
HRL.N,2021-10-01,"Food, Beverage & Tobacco",1.1960414339996557,-0.2163081765744696,-0.2332699964683766,-0.1792962866570757,-1
HRL.N,2022-01-01,"Food, Beverage & Tobacco",0.5469646703818639,-0.2508351221739721,-0.2115237727755035,-0.1617192074639045,-1
HRL.N,2022-04-01,"Food, Beverage & Tobacco",1.207466693580192,-0.246443377950168,-0.187637069793572,-0.2173687817728648,-1
HRL.N,2022-07-01,"Food, Beverage & Tobacco",1.170622824644382,-0.2516717250084294,-0.2007770120172642,-0.2144205208604856,-1
SWK.N,2013-01-01,Capital Goods,2.071283353978372,-0.2824565892046909,-0.3213976978688194,-0.3091400140345863,-1
SWK.N,2013-04-01,Capital Goods,2.0988764543184435,-0.2977096155408852,-0.3140600027213351,-0.2566911625827339,-1
SWK.N,2013-07-01,Capital Goods,0.8424288832756998,-0.2655630001903069,-0.3185132615952266,-0.2535907884011991,-1
SWK.N,2013-10-01,Capital Goods,0.4743690867553755,-0.2748174563236846,-0.3023103379500562,-0.2012013150976329,-1
SWK.N,2014-01-01,Capital Goods,0.973049065692764,-0.2624753770985345,-0.303702468168649,-0.2364374189021009,-1
SWK.N,2014-04-01,Capital Goods,2.486987815991825,-0.2847870295219142,-0.3181004606556555,-0.2598066876484104,-1
SWK.N,2014-07-01,Capital Goods,1.7561322915849038,-0.2642000711961185,-0.3085281681840176,-0.2234720989296601,-1
SWK.N,2014-10-01,Capital Goods,2.136648565449414,-0.262795076492233,-0.3055812341639651,-0.2690858414327592,-1
SWK.N,2015-01-01,Capital Goods,1.329988524908796,-0.2560393235148673,-0.297901037573332,-0.2500230704233256,-1
SWK.N,2015-04-01,Capital Goods,2.61454505790535,-0.2856956488513731,-0.3010674278825168,-0.1879220723302508,-1
SWK.N,2015-07-01,Capital Goods,2.0299886579603057,-0.2657649155968533,-0.2855280599064274,-0.2377474425725189,-1
SWK.N,2015-10-01,Capital Goods,2.158945642792435,-0.2689114306822017,-0.2987751535644434,-0.2458119242490449,-1
SWK.N,2016-01-01,Capital Goods,0.6825916666204287,-0.2675737411138317,-0.2902413233718613,-0.2591162742007811,-1
SWK.N,2016-04-01,Capital Goods,2.567638047385465,-0.2821537160948713,-0.2902017677031063,-0.2413032754427858,-1
SWK.N,2016-07-01,Capital Goods,2.0597489083341,-0.2602543076265239,-0.2830528218966032,-0.2692187893950811,-1
SWK.N,2016-10-01,Capital Goods,1.5910702550759157,-0.2644945311639988,-0.2696823856319825,-0.2585284719944762,-1
SWK.N,2017-01-01,Capital Goods,1.044508029674909,-0.261263884659256,-0.2796138072882729,-0.2699704794488184,-1
SWK.N,2017-04-01,Capital Goods,2.0784410413462524,-0.2709221716057265,-0.2551525720827645,-0.2573083167834794,-1
SWK.N,2017-07-01,Capital Goods,1.1908875647772803,-0.2352588629244647,-0.2448830300970356,-0.2698821243977458,-1
SWK.N,2017-10-01,Capital Goods,1.6582280766035324,-0.2294453818443156,-0.231960704445961,-0.2600463712367897,-1
SWK.N,2018-01-01,Capital Goods,0.9809542451998772,-0.2197786817559056,-0.2082864502599641,-0.2581329098503834,-1
SWK.N,2018-04-01,Capital Goods,1.3790179521491144,-0.2369583175962304,-0.2279743867006213,-0.2396055116915686,-1
SWK.N,2018-07-01,Capital Goods,3.3379380420229645,-0.2004200421532674,-0.2534048670643473,-0.2358775902951444,-1
SWK.N,2018-10-01,Capital Goods,1.170622824644382,-0.2129387973591456,-0.2377933714345796,-0.2692431967847902,-1
SWK.N,2019-01-01,Capital Goods,0.3893357261782807,-0.201168811785877,-0.2741621939425471,-0.2700117434796211,-1
SWK.N,2019-04-01,Capital Goods,3.3822184150643526,-0.2265007821655136,-0.2524548356919713,-0.2328140028706496,-1
SWK.N,2019-07-01,Capital Goods,1.7146984230915934,-0.1905177740905533,-0.2418222551726266,-0.2559995507396494,-1
SWK.N,2019-10-01,Capital Goods,1.8046756944946012,-0.201303422056908,-0.2437020277366758,-0.2414369377421422,-1
SWK.N,2020-01-01,Capital Goods,0.0741793981742514,-0.1944803639440268,-0.2148439330860133,-0.25485918326113,-1
SWK.N,2020-04-01,Capital Goods,2.3341806545837964,-0.2436804180058384,-0.2991549373644854,0.0261991931043838,-1
SWK.N,2020-07-01,Capital Goods,3.4409628182215712,-0.2421660524567402,-0.2492505910029658,0.9224917592887136,-1
SWK.N,2020-10-01,Capital Goods,1.9374458563574464,-0.1830384909063962,-0.2122393278426655,-0.1968510276160292,-1
SWK.N,2021-01-01,Capital Goods,2.422144328051685,-0.1361436377359896,-0.1871714914193001,-0.146667793818028,-1
SWK.N,2021-04-01,Capital Goods,3.138749780388916,-0.1538533015184987,-0.1544994135505099,-0.1642219800586728,-1
SWK.N,2021-07-01,Capital Goods,1.981966520296,-0.145120460185366,-0.1465826536792459,-0.1240472218652425,-1
SWK.N,2021-10-01,Capital Goods,2.5652570024416588,-0.1482922146965327,-0.1880879589538838,-0.1678502734129139,-1
SWK.N,2022-01-01,Capital Goods,2.97031189620708,-0.1646894283364901,-0.1696913163050406,-0.2457121302813918,-1
SWK.N,2022-04-01,Capital Goods,3.204087007394761,-0.1327447283924582,-0.247121365487039,-0.2238711461284705,-1
SWK.N,2022-07-01,Capital Goods,2.8520928233523803,-0.137371956459147,-0.2884727357642522,-0.1874577894690207,-1
SWK.N,2022-10-01,Capital Goods,2.2006631032686617,-0.1603734865215603,-0.3299299627401671,-0.0757114205936739,-1
XOM.N,2013-01-01,Energy,2.4160923337876405,9.18270668404613,2.759352576085922,-0.22446962661959,-1
XOM.N,2013-04-01,Energy,1.522790105708428,8.647126068181745,2.8669757855503817,-0.1667380081185097,-1
XOM.N,2013-07-01,Energy,2.9645511560704163,8.450426809637772,2.857956402062675,-0.1101869938174115,-1
XOM.N,2013-10-01,Energy,0.6312717768418578,8.947054578322575,2.6472224801011524,-0.1041197891316624,-1
XOM.N,2014-01-01,Energy,0.2874320411965715,8.81984787219833,3.159693386883769,-0.1472318165799032,-1
XOM.N,2014-04-01,Energy,2.543961412569315,8.476002761133651,3.0027732749048344,-0.2010092928126993,-1
XOM.N,2014-07-01,Energy,2.4139475608475065,8.886059299261678,3.0835260817427983,-0.1982884023712622,-1
XOM.N,2014-10-01,Energy,2.4271009676916133,8.536324988839395,2.829615321728866,-0.1924406564983445,-1
XOM.N,2015-01-01,Energy,0.935308737709917,6.835692477202153,2.7490232985527125,-0.0961437291696511,-1
XOM.N,2015-04-01,Energy,3.741234684447865,5.181837034748166,2.479798203499775,0.2226601280586694,-1
XOM.N,2015-07-01,Energy,2.3995302990505247,5.728270603714421,2.410459699435996,0.0045927688383652,-1
XOM.N,2015-10-01,Energy,2.7097154804212717,5.158785025834116,2.105362596560481,-0.0196825737714706,-1
XOM.N,2016-01-01,Energy,1.9414717424563817,4.524686517858956,2.227671710516851,0.3265993318911517,-1
XOM.N,2016-04-01,Energy,3.6976657413945535,3.5908277625817524,2.408150961191179,1.080293437196515,-1
XOM.N,2016-07-01,Energy,3.610350183949215,4.34691682867871,2.7516718323937783,-0.038418477077432,-1
XOM.N,2016-10-01,Energy,2.227969299613256,4.429618013943348,2.533084501946401,0.2071698307271602,-1
XOM.N,2017-01-01,Energy,3.360722549096437,4.626401403906716,2.633934177373174,-0.0691288101423454,-1
XOM.N,2017-04-01,Energy,2.5569171857642727,4.817463857351268,2.4153565309242677,0.012022820574862,-1
XOM.N,2017-07-01,Energy,2.0452382203383377,4.782885843980193,2.370987194105991,-0.0552045464062705,-1
XOM.N,2017-10-01,Energy,2.618344288017717,5.059594082368186,2.4142122583368115,-0.0640502408402134,-1
XOM.N,2018-01-01,Energy,2.7793781220158285,5.089040079156206,2.471615313604332,-0.066037296025843,-1
XOM.N,2018-04-01,Energy,1.347293623770158,5.231726966449011,2.158556638622684,-0.0356067676845581,-1
XOM.N,2018-07-01,Energy,3.3515868811088207,5.676782175045084,2.4379385202286272,-0.1525446761356488,-1
XOM.N,2018-10-01,Energy,2.962795773307726,5.937926100845123,2.5170489834568555,-0.0280378249015334,-1
XOM.N,2019-01-01,Energy,3.462574661337059,5.541667115497769,1.9355175964984872,0.0129068829171333,-1
XOM.N,2019-04-01,Energy,3.1129818336042305,4.845900277106556,2.3707695128159383,0.3958535444178846,-1
XOM.N,2019-07-01,Energy,2.4361539849154608,5.3057626155160325,2.225449156033593,0.1219813988322219,-1
XOM.N,2019-10-01,Energy,2.5879143998622296,4.965703418324099,2.0175796189244988,-0.0695170955887979,-1
XOM.N,2020-01-01,Energy,1.8248718206782573,5.144398553117683,1.9889188176545007,0.1742379875279045,-1
XOM.N,2021-01-01,Energy,4.993882411597221,3.408514976754212,1.0017448621107554,19.256318121192123,1
XOM.N,2021-04-01,Energy,2.475781811455442,4.469159781058689,1.5083186794126415,0.3822424233323206,-1
XOM.N,2021-07-01,Energy,2.479140054893663,5.1922693307530645,1.758825356815181,0.2183713283202881,-1
XOM.N,2021-10-01,Energy,0.8641549774536266,5.700759629572471,1.611639396669709,-0.121479306468845,-1
XOM.N,2022-01-01,Energy,1.916922612182061,6.641264766981828,1.693525666807544,-0.0450875298448713,-1
XOM.N,2022-04-01,Energy,1.2432896667028863,7.106932173329514,2.4187499918699165,0.0479189224392578,-1
XOM.N,2022-07-01,Energy,2.4656388794303434,9.225445445098456,2.492220984006372,0.1417784234111828,-1
XOM.N,2022-10-01,Energy,2.908757259539584,8.921646889665485,2.513654103868814,0.034721074169308,-1
MA.N,2013-01-01,Software & Services,0.7026023393307005,-0.347532242106215,0.0775584223616215,-0.1767205241652207,-1
MA.N,2013-04-01,Software & Services,0.6307397204313283,-0.3466067964928772,0.12153071849929,-0.2546810596796252,-1
MA.N,2013-07-01,Software & Services,2.433525632254641,-0.3306218268079521,0.1493285803066906,-0.2408879043409279,-1
MA.N,2013-10-01,Software & Services,1.7341303563914183,-0.3203577936418423,0.2416532448889256,-0.2585739940900461,-1
MA.N,2014-01-01,Software & Services,1.746587750581334,-0.3280978842261218,0.3935841716044391,-0.1907972282468787,-1
MA.N,2014-04-01,Software & Services,0.913486804541421,-0.3238071818370103,0.3027081168024967,-0.2398174009787073,-1
MA.N,2014-07-01,Software & Services,1.6757872929756343,-0.3069808979581418,0.2799189321956886,-0.2488087904375728,-1
MA.N,2014-10-01,Software & Services,2.5149507711363768,-0.2963803391144546,0.2779194616728868,-0.2384927481665998,-1
MA.N,2015-01-01,Software & Services,1.2172838183856085,-0.3036997726017624,0.3955260807211726,-0.1439320470395109,-1
MA.N,2015-04-01,Software & Services,2.724317173566082,-0.3193482166091101,0.3890561746309036,-0.2065925045416242,-1
MA.N,2015-07-01,Software & Services,0.3694924476493468,-0.3058871895060153,0.4492411266273687,-0.2172771433499601,-1
MA.N,2015-10-01,Software & Services,1.620971148247773,-0.2941087907908074,0.4119901826328893,-0.2101832680496442,-1
MA.N,2016-01-01,Software & Services,2.712838717834007,-0.2952024992429338,0.4714677221563595,-0.0893715823021085,-1
MA.N,2016-04-01,Software & Services,0.8294247988524931,-0.3011758300199321,0.4359830078309212,-0.1987488895758512,-1
MA.N,2016-07-01,Software & Services,2.0111627009265414,-0.2803112380101352,0.357977454783959,-0.2266484644086519,-1
MA.N,2016-10-01,Software & Services,2.416270857397862,-0.2646627940027874,0.4910921977897383,-0.2325636949072196,-1
MA.N,2017-01-01,Software & Services,0.520577915208669,-0.2750950900076859,0.4975014723275023,-0.2128916413986974,-1
MA.N,2017-04-01,Software & Services,2.0426478808508235,-0.2769459812343615,0.5687568431321531,-0.2488593073660021,-1
MA.N,2017-07-01,Software & Services,1.8594181177018696,-0.2501080584475662,0.6417692887812453,-0.2286578361755382,-1
MA.N,2017-10-01,Software & Services,2.2855406583847877,-0.2210827187565179,0.8064927298549428,-0.2412062177798432,-1
MA.N,2018-01-01,Software & Services,1.0612565021243408,-0.2283180208244314,0.8870917823863879,-0.1942871665703774,-1
MA.N,2018-04-01,Software & Services,3.044189048822185,-0.2057708004267476,1.0823189822656978,-0.1705487722556115,-1
MA.N,2018-07-01,Software & Services,2.258424197208276,-0.1986196297782285,1.2550244548215346,-0.1762783913063777,-1
MA.N,2018-10-01,Software & Services,1.9254158540407285,-0.1790170090593466,1.4659734498199064,-0.2381705568162057,-1
MA.N,2019-01-01,Software & Services,1.0932646823415144,-0.1866729682242318,1.16944902403309,-0.186471277660494,-1
MA.N,2019-04-01,Software & Services,2.116978145208562,-0.1797741918338957,1.550690284326659,-0.247099830621991,-1
MA.N,2019-07-01,Software & Services,1.5173226235262949,-0.160928753889563,1.7844764763612493,-0.2487260305864656,-1
MA.N,2019-10-01,Software & Services,2.054636422760865,-0.1311462314239657,1.8279573358817007,-0.2571204152550994,-1
MA.N,2020-01-01,Software & Services,1.7238374527425966,-0.1356051966518658,2.0378048998916523,-0.2106909348531824,-1
MA.N,2020-04-01,Software & Services,1.934993637313963,-0.1696784215065746,1.5608415324360427,-0.1720614135962739,-1
MA.N,2020-07-01,Software & Services,2.887144333137092,-0.2263829981783615,2.0016457716623286,-0.0197079946200384,-1
MA.N,2020-10-01,Software & Services,1.4795569915795803,-0.1841490256424015,2.3421551806879237,-0.1761090822180875,-1
MA.N,2021-01-01,Software & Services,2.25695991496777,-0.1603398339538025,2.483457126061169,-0.2060261584388798,-1
MA.N,2021-04-01,Software & Services,2.4668275363880943,-0.1573952342750006,2.4658625198631445,-0.1271261995128137,-1
MA.N,2021-07-01,Software & Services,2.5363124378479003,-0.1260142148409108,2.5322531419703047,-0.170287625844293,-1
MA.N,2021-10-01,Software & Services,2.198889856655281,-0.0875661561776962,2.379314870483145,-0.2057236946306702,-1
MA.N,2022-01-01,Software & Services,1.9972820117848624,-0.068131798297603,2.453187615773371,-0.2444996952292861,-1
MA.N,2022-04-01,Software & Services,3.344521204468599,-0.0748623118491504,2.430311077747372,-0.115668379328336,-1
MA.N,2022-07-01,Software & Services,2.2590510909703174,-0.0449956579641588,2.0716579810173963,-0.2169694447081952,-1
MA.N,2022-10-01,Software & Services,1.7107301639159729,-0.022700831824658,1.821880950994481,-0.2228403122533085,-1
STLD.OQ,2013-01-01,Materials,3.661790848423203,-0.3635171276597206,-0.39609329708425,0.0627956741099622,-1
STLD.OQ,2013-04-01,Materials,2.241347783522856,-0.3558868285777507,-0.3921242024700827,-0.0019253575116999,-1
STLD.OQ,2013-07-01,Materials,1.1960414339996557,-0.355411990846689,-0.3938411492049451,-0.0264815799867981,-1
STLD.OQ,2013-10-01,Materials,1.4940270609227726,-0.3461240504083924,-0.3905315423117821,-0.0517610592540113,-1
STLD.OQ,2014-01-01,Materials,0.7650026176603734,-0.3501276963945304,-0.3852603797380454,0.0591903875971607,-1
STLD.OQ,2014-04-01,Materials,1.155937355287379,-0.3529938855904568,-0.3882650344991379,0.0277564824504876,-1
STLD.OQ,2014-07-01,Materials,0.6286086594223741,-0.3328293511214402,-0.3879371232290182,-0.1958960512943195,-1
STLD.OQ,2014-10-01,Materials,2.373416273754637,-0.3101765457924165,-0.3763667947831521,-0.0844685015658568,-1
STLD.OQ,2015-01-01,Materials,2.475781811455442,-0.2951946750209301,-0.381928656023527,-0.0102154700516203,1
STLD.OQ,2015-04-01,Materials,2.906354462402774,-0.3347076691908383,-0.3810189141842048,0.0161057390763702,-1
STLD.OQ,2015-07-01,Materials,0.5888971591861462,-0.3382771970529015,-0.3797414412255026,0.4775803162655918,-1
STLD.OQ,2015-10-01,Materials,1.2258321386788296,-0.3428273607394251,-0.3867206535721034,0.1425574966370542,-1
STLD.OQ,2016-01-01,Materials,3.675338183547269,-0.3731043235568029,-0.3853486896414808,0.2271800529876441,1
STLD.OQ,2016-04-01,Materials,2.1221417712118638,-0.360463157135706,-0.3759399004952943,-0.0115726805441277,-1
STLD.OQ,2016-07-01,Materials,1.3347378742054885,-0.3366875338834454,-0.3719579283831498,-0.2011759314122246,-1
STLD.OQ,2016-10-01,Materials,1.1850957485562468,-0.3301750889709681,-0.3709453662534725,-0.0934643945365413,-1
