Instrument,Date,Earnings Per Share - Actual Surprise,"WACC Inflation Adjusted Risk Free Rate, (%)",Unemployment rate
HBAN.OQ,2014-04-01,0.0,,6.2
HBAN.OQ,2014-01-01,4.627,,6.6
HBAN.OQ,2013-10-01,3.932,,7.2
HBAN.OQ,2013-07-01,5.211,,7.3
HBAN.OQ,2013-04-01,7.229,,7.6
HBAN.OQ,2013-01-01,13.507,,8.0
QRVO.OQ,2022-10-01,4.927,3.747421,3.7
QRVO.OQ,2022-07-01,6.112,3.092855,3.5
QRVO.OQ,2022-04-01,6.667,2.325202,3.6
QRVO.OQ,2022-01-01,8.019,1.515266,4.0
QRVO.OQ,2021-10-01,5.078,1.527139,4.5
QRVO.OQ,2021-07-01,15.401,1.444323,5.4
QRVO.OQ,2021-04-01,12.684,1.745787,6.1
QRVO.OQ,2021-01-01,15.099,0.926432,6.3
QRVO.OQ,2020-10-01,14.473,0.677434,6.9
QRVO.OQ,2020-07-01,32.727,0.638068,10.2
QRVO.OQ,2020-04-01,17.887,0.671282,14.7
QRVO.OQ,2020-01-01,10.953,1.917061,3.5
QRVO.OQ,2019-10-01,17.161,1.673179,3.6
QRVO.OQ,2019-07-01,17.791,1.999952,3.7
QRVO.OQ,2019-04-01,15.672,2.413881,3.6
QRVO.OQ,2019-01-01,9.398,2.691309,4.0
QRVO.OQ,2018-10-01,8.009,3.055485,3.8
QRVO.OQ,2018-07-01,26.004,2.851013,3.8
QRVO.OQ,2018-04-01,1.858,2.744341,4.0
QRVO.OQ,2018-01-01,5.671,2.41084,4.0
QRVO.OQ,2017-10-01,5.901,2.32644,4.2
QRVO.OQ,2017-07-01,8.444,2.301898,4.3
QRVO.OQ,2017-04-01,4.972,2.394592,4.4
QRVO.OQ,2017-01-01,7.509,2.431507,4.7
QRVO.OQ,2016-10-01,-8.48,1.606498,4.9
QRVO.OQ,2016-07-01,2.439,1.491713,4.8
QRVO.OQ,2016-04-01,13.044,1.829833,5.1
QRVO.OQ,2016-01-01,9.519,2.304994,4.8
QRVO.OQ,2015-10-01,9.581,,5.0
QRVO.OQ,2015-07-01,3.209,,5.2
QRVO.OQ,2015-04-01,28.139,,5.4
QRVO.OQ,2015-01-01,11.725,,5.7
QRVO.OQ,2014-10-01,,,5.7
QRVO.OQ,2014-07-01,,,6.2
QRVO.OQ,2014-04-01,,,6.2
QRVO.OQ,2014-01-01,,,6.6
QRVO.OQ,2013-10-01,,,7.2
QRVO.OQ,2013-07-01,,,7.3
QRVO.OQ,2013-04-01,,,7.6
QRVO.OQ,2013-01-01,,,8.0
LVS.N,2022-10-01,-11.94,3.747421,3.7
LVS.N,2022-07-01,-18.277,3.092855,3.5
LVS.N,2022-04-01,-70.66,2.325202,3.6
LVS.N,2022-01-01,10.072,1.515266,4.0
LVS.N,2021-10-01,-128.637,1.527139,4.5
LVS.N,2021-07-01,-54.916,1.444323,5.4
LVS.N,2021-04-01,2.565,1.745787,6.1
LVS.N,2021-01-01,-15.319,0.926432,6.3
LVS.N,2020-10-01,8.004,0.677434,6.9
LVS.N,2020-07-01,-41.169,0.638068,10.2
LVS.N,2020-04-01,-139.956,0.671282,14.7
LVS.N,2020-01-01,12.718,1.917061,3.5
LVS.N,2019-10-01,0.339,1.673179,3.6
LVS.N,2019-07-01,-7.581,1.999952,3.7
LVS.N,2019-04-01,4.268,2.413881,3.6
LVS.N,2019-01-01,-8.52,2.691309,4.0
LVS.N,2018-10-01,-4.49,3.055485,3.8
LVS.N,2018-07-01,-6.616,2.851013,3.8
LVS.N,2018-04-01,23.032,2.744341,4.0
LVS.N,2018-01-01,14.342,2.41084,4.0
LVS.N,2017-10-01,13.319,2.32644,4.2
LVS.N,2017-07-01,24.376,2.301898,4.3
LVS.N,2017-04-01,6.159,2.394592,4.4
LVS.N,2017-01-01,-5.515,2.431507,4.7
LVS.N,2016-10-01,19.974,1.606498,4.9
LVS.N,2016-07-01,-7.45,1.491713,4.8
LVS.N,2016-04-01,-28.146,1.829833,5.1
LVS.N,2016-01-01,-3.895,2.304994,4.8
LVS.N,2015-10-01,3.62,,5.0
LVS.N,2015-07-01,-0.778,,5.2
LVS.N,2015-04-01,-6.796,,5.4
LVS.N,2015-01-01,15.456,,5.7
LVS.N,2014-10-01,-0.268,,5.7
LVS.N,2014-07-01,-5.134,,6.2
LVS.N,2014-04-01,3.493,,6.2
LVS.N,2014-01-01,-14.775,,6.6
LVS.N,2013-10-01,8.207,,7.2
LVS.N,2013-07-01,-4.11,,7.3
LVS.N,2013-04-01,6.891,,7.6
LVS.N,2013-01-01,-8.878,,8.0
CTRA.N,2022-10-01,3.492,3.747421,3.7
CTRA.N,2022-07-01,9.992,3.092855,3.5
CTRA.N,2022-04-01,21.729,2.325202,3.6
CTRA.N,2022-01-01,-18.812,1.515266,4.0
CTRA.N,2021-10-01,-33.899,1.527139,4.5
CTRA.N,2021-07-01,-5.968,1.444323,5.4
CTRA.N,2021-04-01,7.0,1.745787,6.1
CTRA.N,2021-01-01,26.012,0.926432,6.3
CTRA.N,2020-10-01,43.449,0.677434,6.9
CTRA.N,2020-07-01,147.77,0.638068,10.2
CTRA.N,2020-04-01,5.679,0.671282,14.7
CTRA.N,2020-01-01,0.685,1.917061,3.5
CTRA.N,2019-10-01,9.849,1.673179,3.6
CTRA.N,2019-07-01,5.55,1.999952,3.7
CTRA.N,2019-04-01,16.255,2.413881,3.6
CTRA.N,2019-01-01,-4.964,2.691309,4.0
CTRA.N,2018-10-01,-10.727,3.055485,3.8
CTRA.N,2018-07-01,-32.083,2.851013,3.8
CTRA.N,2018-04-01,3.16,2.744341,4.0
CTRA.N,2018-01-01,20.126,2.41084,4.0
CTRA.N,2017-10-01,-5.889,2.32644,4.2
CTRA.N,2017-07-01,-4.156,2.301898,4.3
CTRA.N,2017-04-01,17.523,2.394592,4.4
CTRA.N,2017-01-01,-8.842,2.431507,4.7
CTRA.N,2016-10-01,5.816,1.606498,4.9
CTRA.N,2016-07-01,11.359,1.491713,4.8
CTRA.N,2016-04-01,6.67,1.829833,5.1
CTRA.N,2016-01-01,39.284,2.304994,4.8
CTRA.N,2015-10-01,-7100.0,,5.0
CTRA.N,2015-07-01,-31.907,,5.2
CTRA.N,2015-04-01,264.964,,5.4
CTRA.N,2015-01-01,5.061,,5.7
CTRA.N,2014-10-01,-7.821,,5.7
CTRA.N,2014-07-01,12.013,,6.2
CTRA.N,2014-04-01,0.826,,6.2
CTRA.N,2014-01-01,2.857,,6.6
CTRA.N,2013-10-01,7.636,,7.2
CTRA.N,2013-07-01,19.3,,7.3
CTRA.N,2013-04-01,10.011,,7.6
CTRA.N,2013-01-01,29.564,,8.0
ON.OQ,2022-10-01,10.443,3.747421,3.7
ON.OQ,2022-07-01,6.705,3.092855,3.5
ON.OQ,2022-04-01,16.388,2.325202,3.6
ON.OQ,2022-01-01,16.218,1.515266,4.0
ON.OQ,2021-10-01,17.733,1.527139,4.5
ON.OQ,2021-07-01,28.821,1.444323,5.4
ON.OQ,2021-04-01,4.44,1.745787,6.1
ON.OQ,2021-01-01,26.514,0.926432,6.3
ON.OQ,2020-10-01,34.062,0.677434,6.9
ON.OQ,2020-07-01,571.517,0.638068,10.2
ON.OQ,2020-04-01,-34.718,0.671282,14.7
ON.OQ,2020-01-01,-7.456,1.917061,3.5
ON.OQ,2019-10-01,-8.346,1.673179,3.6
ON.OQ,2019-07-01,1.017,1.999952,3.7
ON.OQ,2019-04-01,8.773,2.413881,3.6
ON.OQ,2019-01-01,11.824,2.691309,4.0
ON.OQ,2018-10-01,12.829,3.055485,3.8
ON.OQ,2018-07-01,3.174,2.851013,3.8
ON.OQ,2018-04-01,2.538,2.744341,4.0
ON.OQ,2018-01-01,5.534,2.41084,4.0
ON.OQ,2017-10-01,-23.098,2.32644,4.2
ON.OQ,2017-07-01,-19.766,2.301898,4.3
ON.OQ,2017-04-01,-8.672,2.394592,4.4
ON.OQ,2017-01-01,26.169,2.431507,4.7
ON.OQ,2016-10-01,0.688,1.606498,4.9
ON.OQ,2016-07-01,8.142,1.491713,4.8
ON.OQ,2016-04-01,12.583,1.829833,5.1
ON.OQ,2016-01-01,-0.294,2.304994,4.8
ON.OQ,2015-10-01,-1.198,,5.0
ON.OQ,2015-07-01,0.687,,5.2
ON.OQ,2015-04-01,12.657,,5.4
ON.OQ,2015-01-01,6.757,,5.7
ON.OQ,2014-10-01,-7.182,,5.7
ON.OQ,2014-07-01,5.263,,6.2
ON.OQ,2014-04-01,12.62,,6.2
ON.OQ,2014-01-01,22.434,,6.6
ON.OQ,2013-10-01,5.4,,7.2
ON.OQ,2013-07-01,0.775,,7.3
ON.OQ,2013-04-01,29.634,,7.6
ON.OQ,2013-01-01,15.942,,8.0
AIG.N,2022-10-01,24.011,3.747421,3.7
AIG.N,2022-07-01,8.527,3.092855,3.5
AIG.N,2022-04-01,10.039,2.325202,3.6
AIG.N,2022-01-01,32.862,1.515266,4.0
AIG.N,2021-10-01,9.915,1.527139,4.5
AIG.N,2021-07-01,26.351,1.444323,5.4
AIG.N,2021-04-01,8.728,1.745787,6.1
AIG.N,2021-01-01,0.909,0.926432,6.3
AIG.N,2020-10-01,49.309,0.677434,6.9
AIG.N,2020-07-01,33.164,0.638068,10.2
AIG.N,2020-04-01,-84.63,0.671282,14.7
AIG.N,2020-01-01,2.983,1.917061,3.5
AIG.N,2019-10-01,-43.822,1.673179,3.6
AIG.N,2019-07-01,24.078,1.999952,3.7
AIG.N,2019-04-01,49.435,2.413881,3.6
AIG.N,2019-01-01,-248.954,2.691309,4.0
AIG.N,2018-10-01,-387.324,3.055485,3.8
AIG.N,2018-07-01,-13.303,2.851013,3.8
AIG.N,2018-04-01,-18.218,2.744341,4.0
AIG.N,2018-01-01,-23.752,2.41084,4.0
AIG.N,2017-10-01,-55.055,2.32644,4.2
AIG.N,2017-07-01,27.581,2.301898,4.3
AIG.N,2017-04-01,25.893,2.394592,4.4
AIG.N,2017-01-01,-28.529,2.431507,4.7
AIG.N,2016-10-01,1.821,1.606498,4.9
AIG.N,2016-07-01,5.886,1.491713,4.8
AIG.N,2016-04-01,-35.268,1.829833,5.1
AIG.N,2016-01-01,-18.575,2.304994,4.8
AIG.N,2015-10-01,-49.586,,5.0
AIG.N,2015-07-01,13.955,,5.2
AIG.N,2015-04-01,2.271,,5.4
AIG.N,2015-01-01,-7.882,,5.7
AIG.N,2014-10-01,11.192,,5.7
AIG.N,2014-07-01,18.769,,6.2
AIG.N,2014-04-01,13.589,,6.2
AIG.N,2014-01-01,20.131,,6.6
AIG.N,2013-10-01,1.601,,7.2
AIG.N,2013-07-01,31.161,,7.3
AIG.N,2013-04-01,53.599,,7.6
AIG.N,2013-01-01,347.555,,8.0
AIZ.N,2022-10-01,-14.407,3.747421,3.7
AIZ.N,2022-07-01,-6.609,3.092855,3.5
AIZ.N,2022-04-01,30.662,2.325202,3.6
AIZ.N,2022-01-01,7.275,1.515266,4.0
AIZ.N,2021-10-01,-25.79,1.527139,4.5
AIZ.N,2021-07-01,19.395,1.444323,5.4
AIZ.N,2021-04-01,54.908,1.745787,6.1
AIZ.N,2021-01-01,-12.331,0.926432,6.3
AIZ.N,2020-10-01,41.0,0.677434,6.9
AIZ.N,2020-07-01,31.579,0.638068,10.2
AIZ.N,2020-04-01,8.866,0.671282,14.7
AIZ.N,2020-01-01,-5.858,1.917061,3.5
AIZ.N,2019-10-01,2.424,1.673179,3.6
AIZ.N,2019-07-01,11.962,1.999952,3.7
AIZ.N,2019-04-01,3.659,2.413881,3.6
AIZ.N,2019-01-01,67.391,2.691309,4.0
AIZ.N,2018-10-01,3.415,3.055485,3.8
AIZ.N,2018-07-01,21.023,2.851013,3.8
AIZ.N,2018-04-01,3.761,2.744341,4.0
AIZ.N,2018-01-01,14.761,2.41084,4.0
AIZ.N,2017-10-01,18.762,2.32644,4.2
AIZ.N,2017-07-01,3.034,2.301898,4.3
AIZ.N,2017-04-01,23.302,2.394592,4.4
AIZ.N,2017-01-01,58.255,2.431507,4.7
AIZ.N,2016-10-01,1.729,1.606498,4.9
AIZ.N,2016-07-01,5.185,1.491713,4.8
AIZ.N,2016-04-01,23.69,1.829833,5.1
AIZ.N,2016-01-01,-35.695,2.304994,4.8
AIZ.N,2015-10-01,9.506,,5.0
AIZ.N,2015-07-01,30.32,,5.2
AIZ.N,2015-04-01,0.0,,5.4
AIZ.N,2015-01-01,-47.552,,5.7
AIZ.N,2014-10-01,14.151,,5.7
AIZ.N,2014-07-01,4.546,,6.2
AIZ.N,2014-04-01,9.148,,6.2
AIZ.N,2014-01-01,0.549,,6.6
AIZ.N,2013-10-01,13.727,,7.2
AIZ.N,2013-07-01,5.705,,7.3
AIZ.N,2013-04-01,-14.916,,7.6
AIZ.N,2013-01-01,118.642,,8.0
CARR.N,2022-10-01,7.26,3.747421,3.7
CARR.N,2022-07-01,12.057,3.092855,3.5
CARR.N,2022-04-01,15.419,2.325202,3.6
CARR.N,2022-01-01,14.2,1.515266,4.0
CARR.N,2021-10-01,8.281,1.527139,4.5
CARR.N,2021-07-01,15.818,1.444323,5.4
CARR.N,2021-04-01,29.338,1.745787,6.1
CARR.N,2021-01-01,-13.903,0.926432,6.3
CARR.N,2020-10-01,44.164,0.677434,6.9
CARR.N,2020-07-01,33.258,,10.2
CARR.N,2020-04-01,6.903,,14.7
CARR.N,2020-01-01,,,3.5
CARR.N,2019-10-01,,,3.6
CARR.N,2019-07-01,,,3.7
CARR.N,2019-04-01,,,3.6
CARR.N,2019-01-01,,,4.0
CARR.N,2018-10-01,,,3.8
CARR.N,2018-07-01,,,3.8
CARR.N,2018-04-01,,,4.0
CARR.N,2018-01-01,,,4.0
CARR.N,2017-10-01,,,4.2
CARR.N,2017-07-01,,,4.3
CARR.N,2017-04-01,,,4.4
CARR.N,2017-01-01,,,4.7
CARR.N,2016-10-01,,,4.9
CARR.N,2016-07-01,,,4.8
CARR.N,2016-04-01,,,5.1
CARR.N,2016-01-01,,,4.8
CARR.N,2015-10-01,,,5.0
CARR.N,2015-07-01,,,5.2
CARR.N,2015-04-01,,,5.4
CARR.N,2015-01-01,,,5.7
CARR.N,2014-10-01,,,5.7
CARR.N,2014-07-01,,,6.2
CARR.N,2014-04-01,,,6.2
CARR.N,2014-01-01,,,6.6
CARR.N,2013-10-01,,,7.2
CARR.N,2013-07-01,,,7.3
CARR.N,2013-04-01,,,7.6
CARR.N,2013-01-01,,,8.0
EVRG.OQ,2022-10-01,6.694,3.747421,3.7
EVRG.OQ,2022-07-01,3.131,3.092855,3.5
EVRG.OQ,2022-04-01,4.883,2.325202,3.6
EVRG.OQ,2022-01-01,-3.03,1.515266,4.0
EVRG.OQ,2021-10-01,12.5,1.527139,4.5
EVRG.OQ,2021-07-01,16.438,1.444323,5.4
EVRG.OQ,2021-04-01,14.243,1.745787,6.1
EVRG.OQ,2021-01-01,27.273,0.926432,6.3
EVRG.OQ,2020-10-01,10.181,0.677434,6.9
EVRG.OQ,2020-07-01,-0.273,0.638068,10.2
EVRG.OQ,2020-04-01,-3.263,0.671282,14.7
EVRG.OQ,2020-01-01,3.226,1.917061,3.5
EVRG.OQ,2019-10-01,0.228,1.673179,3.6
EVRG.OQ,2019-07-01,4.058,1.999952,3.7
EVRG.OQ,2019-04-01,-3.363,2.413881,3.6
EVRG.OQ,2019-01-01,-72.988,2.691309,4.0
EVRG.OQ,2018-10-01,5.319,3.055485,3.8
EVRG.OQ,2018-07-01,-0.444,2.851013,3.8
EVRG.OQ,2018-04-01,-11.889,,4.0
EVRG.OQ,2018-01-01,-20.0,,4.0
EVRG.OQ,2017-10-01,0.726,,4.2
EVRG.OQ,2017-07-01,-11.348,,4.3
EVRG.OQ,2017-04-01,-6.319,,4.4
EVRG.OQ,2017-01-01,-9.215,,4.7
EVRG.OQ,2016-10-01,3.279,,4.9
EVRG.OQ,2016-07-01,-3.572,,4.8
EVRG.OQ,2016-04-01,0.941,,5.1
EVRG.OQ,2016-01-01,-21.951,,4.8
EVRG.OQ,2015-10-01,-5.939,,5.0
EVRG.OQ,2015-07-01,8.555,,5.2
EVRG.OQ,2015-04-01,-12.212,,5.4
EVRG.OQ,2015-01-01,-9.433,,5.7
EVRG.OQ,2014-10-01,2.804,,5.7
EVRG.OQ,2014-07-01,-22.077,,6.2
EVRG.OQ,2014-04-01,15.556,,6.2
EVRG.OQ,2014-01-01,9.092,,6.6
EVRG.OQ,2013-10-01,4.116,,7.2
EVRG.OQ,2013-07-01,16.129,,7.3
EVRG.OQ,2013-04-01,30.081,,7.6
EVRG.OQ,2013-01-01,78.882,,8.0
COST.OQ,2022-07-01,0.838,3.747421,3.5
COST.OQ,2022-04-01,4.492,3.092855,3.6
COST.OQ,2022-01-01,6.465,2.325202,4.0
COST.OQ,2021-10-01,12.894,1.515266,4.5
COST.OQ,2021-07-01,9.158,1.527139,5.4
COST.OQ,2021-04-01,17.719,1.444323,6.1
COST.OQ,2021-01-01,-12.635,1.745787,6.3
COST.OQ,2020-10-01,12.146,0.926432,6.9
COST.OQ,2020-07-01,7.191,0.677434,10.2
COST.OQ,2020-04-01,-3.031,0.638068,14.7
COST.OQ,2020-01-01,1.733,0.671282,3.5
COST.OQ,2019-10-01,0.864,1.917061,3.6
COST.OQ,2019-10-01,5.711,1.673179,3.6
COST.OQ,2019-04-01,3.757,1.999952,3.6
COST.OQ,2019-01-01,18.657,2.413881,4.0
COST.OQ,2018-10-01,-0.793,2.691309,3.8
COST.OQ,2018-10-01,0.007,3.055485,3.8
COST.OQ,2018-04-01,0.805,2.851013,4.0
COST.OQ,2018-01-01,-3.274,2.744341,4.0
COST.OQ,2017-10-01,1.26,2.41084,4.2
COST.OQ,2017-10-01,3.121,2.32644,4.2
COST.OQ,2017-04-01,6.655,2.301898,4.4
COST.OQ,2017-01-01,-13.805,2.394592,4.7
COST.OQ,2016-10-01,-1.753,2.431507,4.9
COST.OQ,2016-07-01,2.549,1.606498,4.8
COST.OQ,2016-04-01,1.736,1.491713,5.1
COST.OQ,2016-01-01,-3.189,1.829833,4.8
COST.OQ,2015-10-01,-6.69,2.304994,5.0
COST.OQ,2015-07-01,4.227,,5.2
COST.OQ,2015-04-01,1.32,,5.4
COST.OQ,2015-01-01,6.036,,5.7
COST.OQ,2014-10-01,2.719,,5.7
COST.OQ,2014-10-01,3.821,,5.7
COST.OQ,2014-04-01,-1.911,,6.2
COST.OQ,2014-01-01,-9.874,,6.6
COST.OQ,2013-10-01,-6.254,,7.2
COST.OQ,2013-10-01,-4.251,,7.2
COST.OQ,2013-04-01,1.418,,7.6
COST.OQ,2013-01-01,3.901,,8.0
COST.OQ,2012-10-01,1.977,,
MCO.N,2022-10-01,-10.022,3.747421,3.7
MCO.N,2022-07-01,-3.568,3.092855,3.5
MCO.N,2022-04-01,-0.431,2.325202,3.6
MCO.N,2022-01-01,-2.455,1.515266,4.0
MCO.N,2021-10-01,6.036,1.527139,4.5
MCO.N,2021-07-01,15.855,1.444323,5.4
MCO.N,2021-04-01,43.833,1.745787,6.1
MCO.N,2021-01-01,-2.865,0.926432,6.3
MCO.N,2020-10-01,28.358,0.677434,6.9
MCO.N,2020-07-01,25.743,0.638068,10.2
MCO.N,2020-04-01,22.927,0.671282,14.7
MCO.N,2020-01-01,3.38,1.917061,3.5
MCO.N,2019-10-01,7.376,1.673179,3.6
MCO.N,2019-07-01,3.362,1.999952,3.7
MCO.N,2019-04-01,7.056,2.413881,3.6
MCO.N,2019-01-01,-2.562,2.691309,4.0
MCO.N,2018-10-01,-4.974,3.055485,3.8
MCO.N,2018-07-01,7.981,2.851013,3.8
MCO.N,2018-04-01,11.983,2.744341,4.0
MCO.N,2018-01-01,4.071,2.41084,4.0
MCO.N,2017-10-01,8.641,2.32644,4.2
MCO.N,2017-07-01,13.032,2.301898,4.3
MCO.N,2017-04-01,18.548,2.394592,4.4
MCO.N,2017-01-01,-0.714,2.431507,4.7
MCO.N,2016-10-01,11.659,1.606498,4.9
MCO.N,2016-07-01,2.139,1.491713,4.8
MCO.N,2016-04-01,-12.471,1.829833,5.1
MCO.N,2016-01-01,4.057,2.304994,4.8
MCO.N,2015-10-01,4.128,,5.0
MCO.N,2015-07-01,5.004,,5.2
MCO.N,2015-04-01,8.082,,5.4
MCO.N,2015-01-01,18.008,,5.7
MCO.N,2014-10-01,7.669,,5.7
MCO.N,2014-07-01,10.345,,6.2
MCO.N,2014-04-01,9.941,,6.2
MCO.N,2014-01-01,11.829,,6.6
MCO.N,2013-10-01,1.529,,7.2
MCO.N,2013-07-01,9.89,,7.3
MCO.N,2013-04-01,10.947,,7.6
MCO.N,2013-01-01,9.091,,8.0
DIS.N,2022-10-01,-45.32,3.747421,3.7
DIS.N,2022-07-01,13.147,3.092855,3.5
DIS.N,2022-04-01,-8.976,2.325202,3.6
DIS.N,2022-01-01,68.522,1.515266,4.0
DIS.N,2021-10-01,-27.284,1.527139,4.5
DIS.N,2021-07-01,46.577,1.444323,5.4
DIS.N,2021-04-01,189.844,1.745787,6.1
DIS.N,2021-01-01,177.772,0.926432,6.3
DIS.N,2020-10-01,71.398,0.677434,6.9
DIS.N,2020-07-01,112.474,0.638068,10.2
DIS.N,2020-04-01,-32.211,0.671282,14.7
DIS.N,2020-01-01,6.154,1.917061,3.5
DIS.N,2019-10-01,12.954,1.673179,3.6
DIS.N,2019-07-01,-22.809,1.999952,3.7
DIS.N,2019-04-01,1.794,2.413881,3.6
DIS.N,2019-01-01,18.985,,4.0
DIS.N,2018-10-01,10.778,,3.8
DIS.N,2018-07-01,-4.142,,3.8
DIS.N,2018-04-01,8.544,,4.0
DIS.N,2018-01-01,17.552,,4.0
DIS.N,2017-10-01,-4.968,,4.2
DIS.N,2017-07-01,1.703,,4.3
DIS.N,2017-04-01,6.25,,4.4
DIS.N,2017-01-01,3.985,,4.7
DIS.N,2016-10-01,-4.799,,4.9
DIS.N,2016-07-01,0.765,,4.8
DIS.N,2016-04-01,-2.681,,5.1
DIS.N,2016-01-01,12.528,,4.8
DIS.N,2015-10-01,5.19,,5.0
DIS.N,2015-07-01,2.302,,5.2
DIS.N,2015-04-01,11.277,,5.4
DIS.N,2015-01-01,18.737,,5.7
DIS.N,2014-10-01,0.425,,5.7
DIS.N,2014-07-01,9.689,,6.2
DIS.N,2014-04-01,15.772,,6.2
DIS.N,2014-01-01,13.622,,6.6
DIS.N,2013-10-01,1.684,,7.2
DIS.N,2013-07-01,1.782,,7.3
DIS.N,2013-04-01,2.786,,7.6
DIS.N,2013-01-01,3.827,,8.0
PAYX.OQ,2022-07-01,6.22,3.747421,3.5
PAYX.OQ,2022-04-01,1.916,3.092855,3.6
PAYX.OQ,2022-01-01,9.739,2.325202,4.0
PAYX.OQ,2021-10-01,14.06,1.515266,4.5
PAYX.OQ,2021-07-01,11.135,1.527139,5.4
PAYX.OQ,2021-04-01,7.543,1.444323,6.1
PAYX.OQ,2021-04-01,3.896,1.745787,6.1
PAYX.OQ,2020-10-01,10.606,0.926432,6.9
PAYX.OQ,2020-10-01,14.164,0.677434,6.9
PAYX.OQ,2020-07-01,1.319,0.638068,10.2
PAYX.OQ,2020-01-01,1.547,0.671282,3.5
PAYX.OQ,2019-10-01,2.402,1.917061,3.6
PAYX.OQ,2019-10-01,3.666,1.673179,3.6
PAYX.OQ,2019-04-01,-2.301,1.999952,3.6
PAYX.OQ,2019-01-01,1.04,2.413881,4.0
PAYX.OQ,2018-10-01,2.645,2.691309,3.8
PAYX.OQ,2018-10-01,2.409,3.055485,3.8
PAYX.OQ,2018-04-01,-0.732,2.851013,4.0
PAYX.OQ,2018-01-01,-0.05,2.744341,4.0
PAYX.OQ,2017-10-01,-0.683,2.41084,4.2
PAYX.OQ,2017-10-01,2.629,2.32644,4.2
PAYX.OQ,2017-04-01,2.315,2.301898,4.4
PAYX.OQ,2017-01-01,2.151,2.394592,4.7
PAYX.OQ,2016-10-01,0.992,2.431507,4.9
PAYX.OQ,2016-07-01,5.556,1.606498,4.8
PAYX.OQ,2016-04-01,-0.114,1.491713,5.1
PAYX.OQ,2016-01-01,-15.625,1.829833,4.8
PAYX.OQ,2015-10-01,1.542,2.304994,5.0
PAYX.OQ,2015-07-01,1.961,,5.2
PAYX.OQ,2015-07-01,-0.751,,5.2
PAYX.OQ,2015-01-01,-0.394,,5.7
PAYX.OQ,2014-10-01,1.322,,5.7
PAYX.OQ,2014-07-01,1.751,,6.2
PAYX.OQ,2014-07-01,1.023,,6.2
PAYX.OQ,2014-01-01,4.488,,6.6
PAYX.OQ,2013-10-01,1.561,,7.2
PAYX.OQ,2013-07-01,2.029,,7.3
PAYX.OQ,2013-04-01,1.393,,7.6
PAYX.OQ,2013-01-01,2.325,,8.0
PAYX.OQ,2012-10-01,1.175,,
AMD.OQ,2022-10-01,-2.146,3.747421,3.7
AMD.OQ,2022-07-01,1.616,3.092855,3.5
AMD.OQ,2022-04-01,24.176,2.325202,3.6
AMD.OQ,2022-01-01,21.361,1.515266,4.0
AMD.OQ,2021-10-01,9.02,1.527139,4.5
AMD.OQ,2021-07-01,16.001,1.444323,5.4
AMD.OQ,2021-04-01,18.155,1.745787,6.1
AMD.OQ,2021-01-01,10.412,0.926432,6.3
AMD.OQ,2020-10-01,15.052,0.677434,6.9
AMD.OQ,2020-07-01,10.092,0.638068,10.2
AMD.OQ,2020-04-01,0.089,0.671282,14.7
AMD.OQ,2020-01-01,4.367,1.917061,3.5
AMD.OQ,2019-10-01,-1.693,1.673179,3.6
AMD.OQ,2019-07-01,3.896,1.999952,3.7
AMD.OQ,2019-04-01,16.754,2.413881,3.6
AMD.OQ,2019-01-01,-2.391,2.691309,4.0
AMD.OQ,2018-10-01,4.56,3.055485,3.8
AMD.OQ,2018-07-01,11.643,2.851013,3.8
AMD.OQ,2018-04-01,23.944,2.744341,4.0
AMD.OQ,2018-01-01,62.503,2.41084,4.0
AMD.OQ,2017-10-01,32.275,2.32644,4.2
AMD.OQ,2017-07-01,7792.308,2.301898,4.3
AMD.OQ,2017-04-01,3.661,2.394592,4.4
AMD.OQ,2017-01-01,35.733,2.431507,4.7
AMD.OQ,2016-10-01,671.208,1.606498,4.9
AMD.OQ,2016-07-01,39.998,1.491713,4.8
AMD.OQ,2016-04-01,6.089,1.829833,5.1
AMD.OQ,2016-01-01,1.316,2.304994,4.8
AMD.OQ,2015-10-01,-46.667,,5.0
AMD.OQ,2015-07-01,-2.484,,5.2
AMD.OQ,2015-04-01,-73.077,,5.4
AMD.OQ,2015-01-01,-100.0,,5.7
AMD.OQ,2014-10-01,-29.245,,5.7
AMD.OQ,2014-07-01,-20.792,,6.2
AMD.OQ,2014-04-01,400.0,,6.2
AMD.OQ,2014-01-01,14.286,,6.6
AMD.OQ,2013-10-01,86.567,,7.2
AMD.OQ,2013-07-01,27.798,,7.3
AMD.OQ,2013-04-01,25.918,,7.6
AMD.OQ,2013-01-01,30.655,,8.0
REG.OQ,2022-10-01,11.274,3.747421,3.7
REG.OQ,2022-07-01,36.061,3.092855,3.5
REG.OQ,2022-04-01,162.029,2.325202,3.6
REG.OQ,2022-01-01,-15.422,1.515266,4.0
REG.OQ,2021-10-01,33.656,1.527139,4.5
REG.OQ,2021-07-01,92.156,1.444323,5.4
REG.OQ,2021-04-01,176.471,1.745787,6.1
REG.OQ,2021-01-01,35.294,0.926432,6.3
REG.OQ,2020-10-01,-66.667,0.677434,6.9
REG.OQ,2020-07-01,-58.647,0.638068,10.2
REG.OQ,2020-04-01,-142.135,0.671282,14.7
REG.OQ,2020-01-01,-40.0,1.917061,3.5
REG.OQ,2019-10-01,-1.163,1.673179,3.6
REG.OQ,2019-07-01,-9.357,1.999952,3.7
REG.OQ,2019-04-01,54.286,2.413881,3.6
REG.OQ,2019-01-01,21.053,2.691309,4.0
