Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise,Earnings Per Share - Actual Surprise AbsVals
AVY.N,2020-10-01,Materials,25.10398040255972,25.10398040255972
AVY.N,2021-01-01,Materials,8.79880369244927,8.79880369244927
AVY.N,2021-04-01,Materials,18.29652996845426,18.29652996845426
AVY.N,2021-07-01,Materials,9.359203670580907,9.359203670580907
AVY.N,2021-10-01,Materials,4.783822161288749,4.783822161288749
AVY.N,2022-01-01,Materials,0.2942907592701631,0.2942907592701631
AVY.N,2022-04-01,Materials,10.595001105950006,10.595001105950006
AVY.N,2022-07-01,Materials,11.634987419920924,11.634987419920924
AVY.N,2022-10-01,Materials,-0.1311286400376677,0.1311286400376677
SIVB.OQ,2013-01-01,Banks,27.27272727272728,27.27272727272728
SIVB.OQ,2013-04-01,Banks,2.7397260273972623,2.7397260273972623
SIVB.OQ,2013-07-01,Banks,13.292647734681454,13.292647734681454
SIVB.OQ,2013-10-01,Banks,1.1781011781011714,1.1781011781011714
SIVB.OQ,2014-01-01,Banks,15.849486887115171,15.849486887115171
SIVB.OQ,2014-04-01,Banks,23.907863383637807,23.907863383637807
SIVB.OQ,2014-07-01,Banks,18.567161456551972,18.567161456551972
SIVB.OQ,2014-10-01,Banks,-1.0808137319290103,1.0808137319290103
SIVB.OQ,2015-01-01,Banks,6.201550387596905,6.201550387596905
SIVB.OQ,2015-04-01,Banks,27.019498607242344,27.019498607242344
SIVB.OQ,2015-07-01,Banks,13.977328124249022,13.977328124249022
SIVB.OQ,2015-10-01,Banks,2.5721434964687826,2.5721434964687826
SIVB.OQ,2016-01-01,Banks,9.983633387888698,9.983633387888698
SIVB.OQ,2016-04-01,Banks,-10.412749680256024,10.412749680256024
SIVB.OQ,2016-07-01,Banks,4.860088365243005,4.860088365243005
SIVB.OQ,2016-10-01,Banks,22.293816663109386,22.293816663109386
SIVB.OQ,2017-01-01,Banks,5.725393673258185,5.725393673258185
SIVB.OQ,2017-04-01,Banks,2.321245854918109,2.321245854918109
SIVB.OQ,2017-07-01,Banks,13.491275358206826,13.491275358206826
SIVB.OQ,2017-10-01,Banks,21.638589515538342,21.638589515538342
SIVB.OQ,2018-01-01,Banks,15.405687907271348,15.405687907271348
SIVB.OQ,2018-04-01,Banks,15.771009408387815,15.771009408387815
SIVB.OQ,2018-07-01,Banks,13.336239390753605,13.336239390753605
SIVB.OQ,2018-10-01,Banks,13.656623284007846,13.656623284007846
SIVB.OQ,2019-01-01,Banks,5.2475226515585565,5.2475226515585565
SIVB.OQ,2019-04-01,Banks,14.131061901415112,14.131061901415112
SIVB.OQ,2019-07-01,Banks,20.275763840120288,20.275763840120288
SIVB.OQ,2019-10-01,Banks,1.5889297655564325,1.5889297655564325
SIVB.OQ,2020-01-01,Banks,8.80550478443177,8.80550478443177
SIVB.OQ,2020-04-01,Banks,-28.439331988179877,28.439331988179877
SIVB.OQ,2020-07-01,Banks,42.3171289290153,42.3171289290153
SIVB.OQ,2020-10-01,Banks,60.80466884110525,60.80466884110525
SIVB.OQ,2021-01-01,Banks,92.9465016713339,92.9465016713339
SIVB.OQ,2021-04-01,Banks,54.93936819340388,54.93936819340388
SIVB.OQ,2021-07-01,Banks,39.7708925962943,39.7708925962943
SIVB.OQ,2021-10-01,Banks,23.760412534708458,23.760412534708458
SIVB.OQ,2022-01-01,Banks,-4.454685099846391,4.454685099846391
SIVB.OQ,2022-04-01,Banks,39.85742312697888,39.85742312697888
SIVB.OQ,2022-07-01,Banks,-27.12698123519767,27.12698123519767
SIVB.OQ,2022-10-01,Banks,3.874025730791955,3.874025730791955
J.N,2013-01-01,Commercial  & Professional Services,0.8198243612533447,0.8198243612533447
J.N,2013-04-01,Commercial  & Professional Services,-3.297553428101727,3.297553428101727
J.N,2013-07-01,Commercial  & Professional Services,-2.019808525457151,2.019808525457151
