Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise,Earnings Per Share - Actual Surprise AbsVals
IRM.N,2019-01-01,Real Estate,0.6319687638368909,0.6319687638368909
IRM.N,2019-04-01,Real Estate,-28.78388002178375,28.78388002178375
IRM.N,2019-07-01,Real Estate,0.5992214495035691,0.5992214495035691
IRM.N,2019-10-01,Real Estate,8.108108108108116,8.108108108108116
IRM.N,2020-01-01,Real Estate,-2.5678096615017165,2.5678096615017165
IRM.N,2020-04-01,Real Estate,50.83798882681566,50.83798882681566
IRM.N,2020-07-01,Real Estate,74.83906858459827,74.83906858459827
IRM.N,2020-10-01,Real Estate,24.0,24.0
IRM.N,2021-01-01,Real Estate,-7.445823891743535,7.445823891743535
IRM.N,2021-04-01,Real Estate,25.78616352201257,25.78616352201257
IRM.N,2021-07-01,Real Estate,8.26210826210827,8.26210826210827
IRM.N,2021-10-01,Real Estate,0.671985503234089,0.671985503234089
IRM.N,2022-01-01,Real Estate,8.086368549380381,8.086368549380381
IRM.N,2022-04-01,Real Estate,1.7402945113788502,1.7402945113788502
IRM.N,2022-07-01,Real Estate,14.664606027369938,14.664606027369938
IRM.N,2022-10-01,Real Estate,8.352144469525955,8.352144469525955
HST.OQ,2013-01-01,Real Estate,-77.01149425287356,77.01149425287356
HST.OQ,2013-07-01,Real Estate,-2.2900763358778646,2.2900763358778646
HST.OQ,2013-10-01,Real Estate,9.090909090909086,9.090909090909086
HST.OQ,2014-01-01,Real Estate,37.63440860215053,37.63440860215053
HST.OQ,2014-04-01,Real Estate,-44.88232376123023,44.88232376123023
HST.OQ,2014-07-01,Real Estate,1.3807086994303377,1.3807086994303377
HST.OQ,2014-10-01,Real Estate,31.24794925079296,31.24794925079296
HST.OQ,2015-01-01,Real Estate,17.85714285714285,17.85714285714285
HST.OQ,2015-04-01,Real Estate,22.306896227302676,22.306896227302676
HST.OQ,2015-07-01,Real Estate,20.840706054982533,20.840706054982533
HST.OQ,2015-10-01,Real Estate,-2.6548672566371705,2.6548672566371705
HST.OQ,2016-01-01,Real Estate,39.24050632911392,39.24050632911392
HST.OQ,2016-04-01,Real Estate,18.226600985221665,18.226600985221665
HST.OQ,2016-07-01,Real Estate,8.580141385205367,8.580141385205367
HST.OQ,2016-10-01,Real Estate,5.002625065626647,5.002625065626647
HST.OQ,2017-01-01,Real Estate,25.4057244024786,25.4057244024786
HST.OQ,2017-04-01,Real Estate,34.99614296734378,34.99614296734378
HST.OQ,2017-07-01,Real Estate,-4.436860068259371,4.436860068259371
HST.OQ,2017-10-01,Real Estate,-0.7866203670895044,0.7866203670895044
HST.OQ,2018-01-01,Real Estate,-20.0,20.0
HST.OQ,2018-04-01,Real Estate,59.72939960537445,59.72939960537445
HST.OQ,2018-07-01,Real Estate,6.261859582542701,6.261859582542701
HST.OQ,2018-10-01,Real Estate,278.021978021978,278.021978021978
HST.OQ,2019-01-01,Real Estate,128.5714285714286,128.5714285714286
HST.OQ,2019-04-01,Real Estate,20.12877805006968,20.12877805006968
HST.OQ,2019-07-01,Real Estate,26.829268292682933,26.829268292682933
HST.OQ,2019-10-01,Real Estate,15.207373271889402,15.207373271889402
HST.OQ,2020-01-01,Real Estate,-9.732479894961427,9.732479894961427
HST.OQ,2020-04-01,Real Estate,-100.0,100.0
HST.OQ,2020-07-01,Real Estate,8.69565217391304,8.69565217391304
HST.OQ,2020-10-01,Real Estate,-3.0303030303030267,3.0303030303030267
HST.OQ,2021-01-01,Real Estate,-78.57142857142857,78.57142857142857
HST.OQ,2021-04-01,Real Estate,-45.11799630793793,45.11799630793793
HST.OQ,2021-07-01,Real Estate,-60.125825173895706,60.125825173895706
HST.OQ,2021-10-01,Real Estate,-54.09685563461096,54.09685563461096
HST.OQ,2022-07-01,Real Estate,41.50943396226413,41.50943396226413
HST.OQ,2022-10-01,Real Estate,-6.667444437963015,6.667444437963015
DTE.N,2013-01-01,Utilities,-1.5565644399147605,1.5565644399147605
DTE.N,2013-04-01,Utilities,25.61165376178781,25.61165376178781
DTE.N,2013-07-01,Utilities,-19.102296450939452,19.102296450939452
DTE.N,2013-10-01,Utilities,-6.987463885619285,6.987463885619285
DTE.N,2014-01-01,Utilities,6.671736214526374,6.671736214526374
DTE.N,2014-04-01,Utilities,14.624452312158326,14.624452312158326
DTE.N,2014-07-01,Utilities,-3.566710700132104,3.566710700132104
DTE.N,2014-10-01,Utilities,-3.287284174196666,3.287284174196666
DTE.N,2015-01-01,Utilities,11.760660247592837,11.760660247592837
DTE.N,2015-04-01,Utilities,8.220139440009966,8.220139440009966
DTE.N,2015-07-01,Utilities,-7.604400948270622,7.604400948270622
DTE.N,2015-10-01,Utilities,12.37939283019472,12.37939283019472
DTE.N,2016-01-01,Utilities,1.5626571204472777,1.5626571204472777
DTE.N,2016-04-01,Utilities,1.619222078113085,1.619222078113085
DTE.N,2016-07-01,Utilities,10.263507279641752,10.263507279641752
DTE.N,2016-10-01,Utilities,20.07375959517989,20.07375959517989
DTE.N,2017-01-01,Utilities,-5.343975319318002,5.343975319318002
DTE.N,2017-04-01,Utilities,14.846657256512255,14.846657256512255
DTE.N,2017-07-01,Utilities,6.786427145708589,6.786427145708589
DTE.N,2017-10-01,Utilities,-5.1014388673728535,5.1014388673728535
DTE.N,2018-01-01,Utilities,5.981209363355736,5.981209363355736
DTE.N,2018-04-01,Utilities,0.9247027741083144,0.9247027741083144
DTE.N,2018-07-01,Utilities,20.31565165080152,20.31565165080152
DTE.N,2018-10-01,Utilities,20.549433757237207,20.549433757237207
DTE.N,2019-01-01,Utilities,-2.509052730817852,2.509052730817852
DTE.N,2019-04-01,Utilities,5.064627558708059,5.064627558708059
DTE.N,2019-07-01,Utilities,-7.720701322669944,7.720701322669944
DTE.N,2019-10-01,Utilities,-3.1174865328233934,3.1174865328233934
DTE.N,2020-01-01,Utilities,3.969317499191361,3.969317499191361
DTE.N,2020-04-01,Utilities,-4.432930339666101,4.432930339666101
DTE.N,2020-07-01,Utilities,19.36805149210065,19.36805149210065
DTE.N,2020-10-01,Utilities,26.12656148065817,26.12656148065817
DTE.N,2021-01-01,Utilities,11.742622173273409,11.742622173273409
DTE.N,2021-04-01,Utilities,12.187518678762082,12.187518678762082
DTE.N,2021-07-01,Utilities,30.89206794068279,30.89206794068279
DTE.N,2021-10-01,Utilities,-5.453466064940278,5.453466064940278
DTE.N,2022-01-01,Utilities,24.70308788598576,24.70308788598576
DTE.N,2022-04-01,Utilities,12.640068656803752,12.640068656803752
DTE.N,2022-07-01,Utilities,-14.085153328712158,14.085153328712158
DTE.N,2022-10-01,Utilities,1.4333804575913387,1.4333804575913387
FTNT.OQ,2013-01-01,Software & Services,13.63636363636365,13.63636363636365
FTNT.OQ,2013-04-01,Software & Services,-2.1047479197258925,2.1047479197258925
FTNT.OQ,2013-07-01,Software & Services,4.60251046025104,4.60251046025104
FTNT.OQ,2013-10-01,Software & Services,9.0909090909091,9.0909090909091
FTNT.OQ,2014-01-01,Software & Services,10.294117647058826,10.294117647058826
FTNT.OQ,2014-04-01,Software & Services,29.71698113207547,29.71698113207547
FTNT.OQ,2014-07-01,Software & Services,6.5891472868217065,6.5891472868217065
FTNT.OQ,2014-10-01,Software & Services,7.962213225371123,7.962213225371123
FTNT.OQ,2015-01-01,Software & Services,1.596516690856311,1.596516690856311
FTNT.OQ,2015-04-01,Software & Services,28.0,28.0
FTNT.OQ,2015-07-01,Software & Services,20.481927710843376,20.481927710843376
FTNT.OQ,2015-10-01,Software & Services,15.990057995028993,15.990057995028993
FTNT.OQ,2016-01-01,Software & Services,-2.439024390243916,2.439024390243916
FTNT.OQ,2016-04-01,Software & Services,33.33333333333335,33.33333333333335
FTNT.OQ,2016-07-01,Software & Services,-0.4975124378109373,0.4975124378109373
FTNT.OQ,2016-10-01,Software & Services,17.149365440937185,17.149365440937185
FTNT.OQ,2017-01-01,Software & Services,46.09203798392986,46.09203798392986
FTNT.OQ,2017-04-01,Software & Services,10.21069692058348,10.21069692058348
FTNT.OQ,2017-07-01,Software & Services,36.05442176870747,36.05442176870747
FTNT.OQ,2017-10-01,Software & Services,21.054907047124946,21.054907047124946
FTNT.OQ,2018-01-01,Software & Services,8.65874363327674,8.65874363327674
FTNT.OQ,2018-04-01,Software & Services,36.90105787181083,36.90105787181083
FTNT.OQ,2018-07-01,Software & Services,15.492957746478888,15.492957746478888
FTNT.OQ,2018-10-01,Software & Services,15.798180314309354,15.798180314309354
FTNT.OQ,2019-01-01,Software & Services,14.020678326408346,14.020678326408346
FTNT.OQ,2019-04-01,Software & Services,19.01681759379043,19.01681759379043
FTNT.OQ,2019-07-01,Software & Services,15.59541604384655,15.59541604384655
FTNT.OQ,2019-10-01,Software & Services,19.71768069329045,19.71768069329045
FTNT.OQ,2020-01-01,Software & Services,8.39335377593953,8.39335377593953
FTNT.OQ,2020-04-01,Software & Services,17.91294094526874,17.91294094526874
FTNT.OQ,2020-07-01,Software & Services,25.583888506011174,25.583888506011174
FTNT.OQ,2020-10-01,Software & Services,13.13235199588608,13.13235199588608
FTNT.OQ,2021-01-01,Software & Services,9.776304888152431,9.776304888152431
FTNT.OQ,2021-04-01,Software & Services,9.378164877455957,9.378164877455957
FTNT.OQ,2021-07-01,Software & Services,8.274447230453616,8.274447230453616
FTNT.OQ,2021-10-01,Software & Services,5.532459226095298,5.532459226095298
FTNT.OQ,2022-01-01,Software & Services,7.189542483660125,7.189542483660125
FTNT.OQ,2022-04-01,Software & Services,18.27618748033972,18.27618748033972
FTNT.OQ,2022-07-01,Software & Services,10.44130504808798,10.44130504808798
FTNT.OQ,2022-10-01,Software & Services,20.795051063362504,20.795051063362504
RE.N,2013-01-01,Insurance,179.5443427213642,179.5443427213642
RE.N,2013-04-01,Insurance,33.943825599671975,33.943825599671975
RE.N,2013-07-01,Insurance,19.89843896934362,19.89843896934362
RE.N,2013-10-01,Insurance,-11.779532851621568,11.779532851621568
RE.N,2014-01-01,Insurance,26.368827949243208,26.368827949243208
RE.N,2014-04-01,Insurance,11.270396445351777,11.270396445351777
RE.N,2014-07-01,Insurance,-8.167803394226626,8.167803394226626
RE.N,2014-10-01,Insurance,27.661971125865936,27.661971125865936
RE.N,2015-01-01,Insurance,28.61054677148663,28.61054677148663
RE.N,2015-04-01,Insurance,23.82104316698466,23.82104316698466
RE.N,2015-07-01,Insurance,-11.273237856516646,11.273237856516646
RE.N,2015-10-01,Insurance,12.698341617780958,12.698341617780958
RE.N,2016-01-01,Insurance,55.251766297634944,55.251766297634944
RE.N,2016-04-01,Insurance,-6.880775096438499,6.880775096438499
RE.N,2016-07-01,Insurance,11.203098251620691,11.203098251620691
RE.N,2016-10-01,Insurance,46.77752528147345,46.77752528147345
RE.N,2017-01-01,Insurance,148.0337078651685,148.0337078651685
RE.N,2017-04-01,Insurance,19.643162840241192,19.643162840241192
RE.N,2017-07-01,Insurance,5.197240052083132,5.197240052083132
RE.N,2017-10-01,Insurance,2.7838598686268394,2.7838598686268394
RE.N,2018-01-01,Insurance,160.93689508323655,160.93689508323655
RE.N,2018-04-01,Insurance,-1.0927949620300086,1.0927949620300086
RE.N,2018-07-01,Insurance,1.5544041450777215,1.5544041450777215
RE.N,2018-10-01,Insurance,28.66611928513229,28.66611928513229
RE.N,2019-01-01,Insurance,-6.629022363062504,6.629022363062504
RE.N,2019-04-01,Insurance,16.920473773265652,16.920473773265652
RE.N,2019-07-01,Insurance,21.899520632076182,21.899520632076182
RE.N,2019-10-01,Insurance,53.13520619045684,53.13520619045684
RE.N,2020-01-01,Insurance,21.170354158225777,21.170354158225777
RE.N,2020-04-01,Insurance,11.495365887397986,11.495365887397986
RE.N,2020-07-01,Insurance,26.993865030674847,26.993865030674847
RE.N,2020-10-01,Insurance,45.32788854191688,45.32788854191688
RE.N,2021-01-01,Insurance,-3.763533253136264,3.763533253136264
RE.N,2021-04-01,Insurance,40.848738438033074,40.848738438033074
RE.N,2021-07-01,Insurance,68.66983715232743,68.66983715232743
RE.N,2021-10-01,Insurance,26.585865837875637,26.585865837875637
RE.N,2022-01-01,Insurance,2.2192333557498163,2.2192333557498163
RE.N,2022-04-01,Insurance,9.479943720300527,9.479943720300527
RE.N,2022-07-01,Insurance,21.464019851116607,21.464019851116607
RE.N,2022-10-01,Insurance,-5.817550043345325,5.817550043345325
JNPR.N,2013-01-01,Technology Hardware & Equipment,28.824476650563625,28.824476650563625
JNPR.N,2013-04-01,Technology Hardware & Equipment,-1.7313991576977112,1.7313991576977112
JNPR.N,2013-07-01,Technology Hardware & Equipment,15.717648936594705,15.717648936594705
JNPR.N,2013-10-01,Technology Hardware & Equipment,6.099090119924138,6.099090119924138
JNPR.N,2014-01-01,Technology Hardware & Equipment,17.194952440653015,17.194952440653015
JNPR.N,2014-04-01,Technology Hardware & Equipment,0.2073255010366238,0.2073255010366238
JNPR.N,2014-07-01,Technology Hardware & Equipment,5.929398056195551,5.929398056195551
JNPR.N,2014-10-01,Technology Hardware & Equipment,1.7811704834605515,1.7811704834605515
JNPR.N,2015-01-01,Technology Hardware & Equipment,33.14282002987595,33.14282002987595
JNPR.N,2015-04-01,Technology Hardware & Equipment,4.510271400111039,4.510271400111039
JNPR.N,2015-07-01,Technology Hardware & Equipment,31.29861764851608,31.29861764851608
JNPR.N,2015-10-01,Technology Hardware & Equipment,7.142857142857128,7.142857142857128
JNPR.N,2016-01-01,Technology Hardware & Equipment,5.958928301125177,5.958928301125177
JNPR.N,2016-04-01,Technology Hardware & Equipment,-3.7435937459351214,3.7435937459351214
JNPR.N,2016-07-01,Technology Hardware & Equipment,6.392033364541666,6.392033364541666
JNPR.N,2016-10-01,Technology Hardware & Equipment,12.161822436232136,12.161822436232136
JNPR.N,2017-01-01,Technology Hardware & Equipment,4.478320748444704,4.478320748444704
JNPR.N,2017-04-01,Technology Hardware & Equipment,8.963426189122616,8.963426189122616
JNPR.N,2017-07-01,Technology Hardware & Equipment,4.943385805026223,4.943385805026223
JNPR.N,2017-10-01,Technology Hardware & Equipment,0.6404391582799741,0.6404391582799741
JNPR.N,2018-01-01,Technology Hardware & Equipment,2.1430773974714805,2.1430773974714805
JNPR.N,2018-04-01,Technology Hardware & Equipment,9.66630111232964,9.66630111232964
JNPR.N,2018-07-01,Technology Hardware & Equipment,9.589041095890408,9.589041095890408
JNPR.N,2018-10-01,Technology Hardware & Equipment,21.26928518493566,21.26928518493566
JNPR.N,2019-01-01,Technology Hardware & Equipment,3.667000509549653,3.667000509549653
JNPR.N,2019-04-01,Technology Hardware & Equipment,22.50859916128729,22.50859916128729
JNPR.N,2019-07-01,Technology Hardware & Equipment,0.8649166603626206,0.8649166603626206
JNPR.N,2019-10-01,Technology Hardware & Equipment,3.916347340390984,3.916347340390984
JNPR.N,2020-01-01,Technology Hardware & Equipment,0.894130744877,0.894130744877
JNPR.N,2020-04-01,Technology Hardware & Equipment,-8.505052112339877,8.505052112339877
JNPR.N,2020-07-01,Technology Hardware & Equipment,2.4980232524086983,2.4980232524086983
JNPR.N,2020-10-01,Technology Hardware & Equipment,-0.9536094347445598,0.9536094347445598
JNPR.N,2021-01-01,Technology Hardware & Equipment,2.886432085601522,2.886432085601522
JNPR.N,2021-04-01,Technology Hardware & Equipment,18.60520281489681,18.60520281489681
JNPR.N,2021-07-01,Technology Hardware & Equipment,11.093887252622329,11.093887252622329
JNPR.N,2021-10-01,Technology Hardware & Equipment,0.3271537622682663,0.3271537622682663
JNPR.N,2022-01-01,Technology Hardware & Equipment,5.473311485290257,5.473311485290257
JNPR.N,2022-04-01,Technology Hardware & Equipment,-2.025852533105789,2.025852533105789
JNPR.N,2022-07-01,Technology Hardware & Equipment,-5.816926043862407,5.816926043862407
JNPR.N,2022-10-01,Technology Hardware & Equipment,15.877170199588422,15.877170199588422
LYV.N,2013-01-01,Media & Entertainment,137.76223776223776,137.76223776223776
LYV.N,2013-04-01,Media & Entertainment,-9.589041095890405,9.589041095890405
LYV.N,2013-07-01,Media & Entertainment,207.69230769230768,207.69230769230768
LYV.N,2013-10-01,Media & Entertainment,14.2857142857143,14.2857142857143
LYV.N,2014-01-01,Media & Entertainment,12.8516538141172,12.8516538141172
LYV.N,2014-04-01,Media & Entertainment,-54.41595441595442,54.41595441595442
LYV.N,2014-07-01,Media & Entertainment,-27.83572787509021,27.83572787509021
LYV.N,2014-10-01,Media & Entertainment,34.45654858271822,34.45654858271822
LYV.N,2015-01-01,Media & Entertainment,1.3071087939512147,1.3071087939512147
LYV.N,2015-04-01,Media & Entertainment,-7.324364723467869,7.324364723467869
LYV.N,2015-07-01,Media & Entertainment,-3.2258064516129057,3.2258064516129057
LYV.N,2015-10-01,Media & Entertainment,-11.73054587688734,11.73054587688734
LYV.N,2016-01-01,Media & Entertainment,45.36232332292085,45.36232332292085
LYV.N,2016-04-01,Media & Entertainment,-6.581193827916118,6.581193827916118
LYV.N,2016-07-01,Media & Entertainment,73.33333333333336,73.33333333333336
LYV.N,2016-10-01,Media & Entertainment,2.749061628467784,2.749061628467784
LYV.N,2017-01-01,Media & Entertainment,-2.061855670103095,2.061855670103095
LYV.N,2017-04-01,Media & Entertainment,-32.46976487199952,32.46976487199952
LYV.N,2017-07-01,Media & Entertainment,56.14063425402465,56.14063425402465
LYV.N,2017-10-01,Media & Entertainment,-3.531124863487436,3.531124863487436
LYV.N,2018-01-01,Media & Entertainment,19.788281177453808,19.788281177453808
LYV.N,2018-04-01,Media & Entertainment,-16.986614091522252,16.986614091522252
LYV.N,2018-07-01,Media & Entertainment,25.523012552301243,25.523012552301243
LYV.N,2018-10-01,Media & Entertainment,11.57156518967166,11.57156518967166
LYV.N,2019-01-01,Media & Entertainment,7.832697569720577,7.832697569720577
LYV.N,2019-04-01,Media & Entertainment,-8.941369991775355,8.941369991775355
LYV.N,2019-07-01,Media & Entertainment,3.1809945641232096,3.1809945641232096
LYV.N,2019-10-01,Media & Entertainment,-8.031088082901562,8.031088082901562
LYV.N,2020-01-01,Media & Entertainment,23.555592996644336,23.555592996644336
LYV.N,2020-04-01,Media & Entertainment,-3.331962155491577,3.331962155491577
LYV.N,2020-07-01,Media & Entertainment,28.242074927953897,28.242074927953897
LYV.N,2020-10-01,Media & Entertainment,11.368698577208065,11.368698577208065
LYV.N,2021-01-01,Media & Entertainment,-11.381407471763684,11.381407471763684
LYV.N,2021-04-01,Media & Entertainment,-7.1087601599793615,7.1087601599793615
LYV.N,2021-07-01,Media & Entertainment,-24.034606457058448,24.034606457058448
LYV.N,2022-01-01,Media & Entertainment,60.34903883802883,60.34903883802883
LYV.N,2022-04-01,Media & Entertainment,-50.67287260953152,50.67287260953152
LYV.N,2022-07-01,Media & Entertainment,28.99695098115864,28.99695098115864
LYV.N,2022-10-01,Media & Entertainment,35.08260447035958,35.08260447035958
YUM.N,2013-01-01,Consumer Services,1.6583788550571978,1.6583788550571978
YUM.N,2013-04-01,Consumer Services,16.063138347260907,16.063138347260907
YUM.N,2013-07-01,Consumer Services,3.140252325260154,3.140252325260154
YUM.N,2013-10-01,Consumer Services,-8.277670468647155,8.277670468647155
YUM.N,2014-01-01,Consumer Services,7.525537315112335,7.525537315112335
YUM.N,2014-04-01,Consumer Services,2.177436403354239,2.177436403354239
YUM.N,2014-07-01,Consumer Services,-1.9212683057906728,1.9212683057906728
YUM.N,2014-10-01,Consumer Services,-1.6371201157742457,1.6371201157742457
YUM.N,2015-01-01,Consumer Services,-7.820173781639587,7.820173781639587
YUM.N,2015-04-01,Consumer Services,11.641407798152342,11.641407798152342
YUM.N,2015-07-01,Consumer Services,10.621242484969926,10.621242484969926
YUM.N,2015-10-01,Consumer Services,-6.120034923347015,6.120034923347015
YUM.N,2016-01-01,Consumer Services,2.6539053772531083,2.6539053772531083
YUM.N,2016-04-01,Consumer Services,14.444042886399233,14.444042886399233
YUM.N,2016-07-01,Consumer Services,1.3020692636014888,1.3020692636014888
YUM.N,2016-10-01,Consumer Services,-0.9135948365983266,0.9135948365983266
YUM.N,2017-01-01,Consumer Services,6.687554019014693,6.687554019014693
YUM.N,2017-04-01,Consumer Services,8.748389687306563,8.748389687306563
YUM.N,2017-07-01,Consumer Services,11.292962356792154,11.292962356792154
YUM.N,2017-10-01,Consumer Services,1.861977021136368,1.861977021136368
YUM.N,2018-01-01,Consumer Services,20.68185246643536,20.68185246643536
YUM.N,2018-04-01,Consumer Services,31.588566415673675,31.588566415673675
YUM.N,2018-07-01,Consumer Services,10.263961165570736,10.263961165570736
YUM.N,2018-10-01,Consumer Services,25.47354197331274,25.47354197331274
YUM.N,2019-01-01,Consumer Services,-57.82814971006853,57.82814971006853
YUM.N,2019-04-01,Consumer Services,1.7306618696110547,1.7306618696110547
YUM.N,2019-07-01,Consumer Services,6.549958182005666,6.549958182005666
YUM.N,2019-10-01,Consumer Services,-15.077916012058932,15.077916012058932
YUM.N,2020-01-01,Consumer Services,-11.334154970163953,11.334154970163953
YUM.N,2020-04-01,Consumer Services,-2.806463370185874,2.806463370185874
YUM.N,2020-07-01,Consumer Services,55.893536121672994,55.893536121672994
YUM.N,2020-10-01,Consumer Services,26.002719662662027,26.002719662662027
YUM.N,2021-01-01,Consumer Services,14.205132279335803,14.205132279335803
YUM.N,2021-04-01,Consumer Services,23.36711516954331,23.36711516954331
YUM.N,2021-07-01,Consumer Services,21.30972673938277,21.30972673938277
YUM.N,2021-10-01,Consumer Services,12.754158964879842,12.754158964879842
YUM.N,2022-01-01,Consumer Services,-6.746267565071908,6.746267565071908
YUM.N,2022-04-01,Consumer Services,-1.9681069574634933,1.9681069574634933
YUM.N,2022-07-01,Consumer Services,-3.8170875814119536,3.8170875814119536
YUM.N,2022-10-01,Consumer Services,-4.79684170073017,4.79684170073017
V.N,2013-01-01,Software & Services,1.8671920476425052,1.8671920476425052
V.N,2013-04-01,Software & Services,6.1101777345477055,6.1101777345477055
V.N,2013-07-01,Software & Services,4.749381532906906,4.749381532906906
V.N,2013-10-01,Software & Services,-0.1856008287292757,0.1856008287292757
V.N,2014-01-01,Software & Services,1.8273378631070385,1.8273378631070385
V.N,2014-04-01,Software & Services,-0.0550155877498564,0.0550155877498564
V.N,2014-07-01,Software & Services,3.508805403445845,3.508805403445845
V.N,2014-10-01,Software & Services,3.898579735010977,3.898579735010977
V.N,2015-01-01,Software & Services,1.7044540922977878,1.7044540922977878
V.N,2015-04-01,Software & Services,1.1511969558306456,1.1511969558306456
V.N,2015-07-01,Software & Services,7.493857493857487,7.493857493857487
V.N,2015-10-01,Software & Services,-1.4496439471007148,1.4496439471007148
V.N,2016-01-01,Software & Services,1.1819221632401613,1.1819221632401613
V.N,2016-04-01,Software & Services,1.904719087653044,1.904719087653044
V.N,2016-07-01,Software & Services,3.85622685812336,3.85622685812336
V.N,2016-10-01,Software & Services,7.157576590190966,7.157576590190966
V.N,2017-01-01,Software & Services,10.05182673235652,10.05182673235652
V.N,2017-04-01,Software & Services,8.818058736445195,8.818058736445195
V.N,2017-07-01,Software & Services,6.6203818497396485,6.6203818497396485
V.N,2017-10-01,Software & Services,6.132075471698119,6.132075471698119
V.N,2018-01-01,Software & Services,8.831472449514294,8.831472449514294
V.N,2018-04-01,Software & Services,9.110211143003196,9.110211143003196
V.N,2018-07-01,Software & Services,10.452487021832765,10.452487021832765
V.N,2018-10-01,Software & Services,1.0590318377710242,1.0590318377710242
V.N,2019-01-01,Software & Services,3.926004684664518,3.926004684664518
V.N,2019-04-01,Software & Services,5.742376055405774,5.742376055405774
V.N,2019-07-01,Software & Services,3.476664879113576,3.476664879113576
V.N,2019-10-01,Software & Services,3.0768799259529294,3.0768799259529294
V.N,2020-01-01,Software & Services,-0.2234720864912221,0.2234720864912221
V.N,2020-04-01,Software & Services,2.4902151551835416,2.4902151551835416
V.N,2020-07-01,Software & Services,3.938996551556665,3.938996551556665
V.N,2020-10-01,Software & Services,2.928877983329204,2.928877983329204
V.N,2021-01-01,Software & Services,11.214667804920069,11.214667804920069
V.N,2021-04-01,Software & Services,8.661417322834636,8.661417322834636
V.N,2021-07-01,Software & Services,10.240531522133184,10.240531522133184
V.N,2021-10-01,Software & Services,5.046784725419381,5.046784725419381
V.N,2022-01-01,Software & Services,6.316741656191627,6.316741656191627
V.N,2022-04-01,Software & Services,8.788797792620603,8.788797792620603
V.N,2022-07-01,Software & Services,13.379334039568237,13.379334039568237
V.N,2022-10-01,Software & Services,3.52633216396854,3.52633216396854
ABT.N,2013-01-01,Health Care Equipment & Services,0.9358288770053484,0.9358288770053484
ABT.N,2013-04-01,Health Care Equipment & Services,1.9986885882895693,1.9986885882895693
ABT.N,2013-07-01,Health Care Equipment & Services,4.223309769802439,4.223309769802439
ABT.N,2013-10-01,Health Care Equipment & Services,7.179047470574498,7.179047470574498
ABT.N,2014-01-01,Health Care Equipment & Services,-0.3436426116838491,0.3436426116838491
ABT.N,2014-04-01,Health Care Equipment & Services,15.065110013471022,15.065110013471022
ABT.N,2014-07-01,Health Care Equipment & Services,6.675095316173127,6.675095316173127
ABT.N,2014-10-01,Health Care Equipment & Services,4.6607809044717206,4.6607809044717206
ABT.N,2015-01-01,Health Care Equipment & Services,3.96228072744311,3.96228072744311
ABT.N,2015-04-01,Health Care Equipment & Services,12.523641935406635,12.523641935406635
ABT.N,2015-07-01,Health Care Equipment & Services,3.3694463770996963,3.3694463770996963
ABT.N,2015-10-01,Health Care Equipment & Services,1.13306489371664,1.13306489371664
ABT.N,2016-01-01,Health Care Equipment & Services,1.6743469063119991,1.6743469063119991
ABT.N,2016-04-01,Health Care Equipment & Services,4.63187444175067,4.63187444175067
ABT.N,2016-07-01,Health Care Equipment & Services,3.189493433395875,3.189493433395875
ABT.N,2016-10-01,Health Care Equipment & Services,1.4914076342180784,1.4914076342180784
ABT.N,2017-01-01,Health Care Equipment & Services,0.6643849406080153,0.6643849406080153
ABT.N,2017-04-01,Health Care Equipment & Services,11.627906976744184,11.627906976744184
ABT.N,2017-07-01,Health Care Equipment & Services,2.479338842975209,2.479338842975209
ABT.N,2017-10-01,Health Care Equipment & Services,1.1401250459727843,1.1401250459727843
ABT.N,2018-01-01,Health Care Equipment & Services,1.0694237677042222,1.0694237677042222
ABT.N,2018-04-01,Health Care Equipment & Services,1.7048490803468228,1.7048490803468228
ABT.N,2018-07-01,Health Care Equipment & Services,2.857464915741414,2.857464915741414
ABT.N,2018-10-01,Health Care Equipment & Services,0.5712446697240381,0.5712446697240381
ABT.N,2019-01-01,Health Care Equipment & Services,0.0172869384831982,0.0172869384831982
ABT.N,2019-04-01,Health Care Equipment & Services,2.8235678145911507,2.8235678145911507
ABT.N,2019-07-01,Health Care Equipment & Services,2.2188980304163457,2.2188980304163457
ABT.N,2019-10-01,Health Care Equipment & Services,-0.1652028191445111,0.1652028191445111
ABT.N,2020-01-01,Health Care Equipment & Services,0.4228329809725162,0.4228329809725162
ABT.N,2020-04-01,Health Care Equipment & Services,11.67041764736201,11.67041764736201
ABT.N,2020-07-01,Health Care Equipment & Services,34.56408319365422,34.56408319365422
ABT.N,2020-10-01,Health Care Equipment & Services,7.954482864979785,7.954482864979785
ABT.N,2021-01-01,Health Care Equipment & Services,7.198568714282542,7.198568714282542
ABT.N,2021-04-01,Health Care Equipment & Services,3.618808383703589,3.618808383703589
ABT.N,2021-07-01,Health Care Equipment & Services,14.96511742163701,14.96511742163701
ABT.N,2021-10-01,Health Care Equipment & Services,48.11680067710536,48.11680067710536
ABT.N,2022-01-01,Health Care Equipment & Services,9.44729117954332,9.44729117954332
ABT.N,2022-04-01,Health Care Equipment & Services,18.084707006586807,18.084707006586807
ABT.N,2022-07-01,Health Care Equipment & Services,26.848393992885843,26.848393992885843
ABT.N,2022-10-01,Health Care Equipment & Services,21.80913038872999,21.80913038872999
TAP.N,2013-01-01,"Food, Beverage & Tobacco",8.376395935099815,8.376395935099815
