Instrument,Date,Earnings Per Share - Actual Surprise,Earnings Per Share - Actual Surprise AbsVals,GICS Industry Group Name,Earnings Per Share – Coefficient of Variation,Market Capitalization,Revenue - Actual,Number of Analysts,Recommendation - Mean (1-5),Recommendation change,Recommendation - Mean (1-5).1,Price Target - Standard Deviation,Enterprise Value To Sales (Daily Time Series Ratio),3 Month Total Return,Volume,loss firm status
AVY.N,2013-01-01,11.178,11.178,Materials,3.62562022606082,3426001367.2,1532200000.0,7.0,3.0,0.0,3.0,2.44949,0.799347003,10.6374793238822,207295.0,-1
AVY.N,2013-04-01,2.482,2.482,Materials,2.04616907818172,4309428200.46,1498900000.0,7.0,2.875,-0.125,3.0,3.92272,0.895786659,24.1487263146973,0.0,-1
AVY.N,2013-07-01,1.068,1.068,Materials,1.55160142348754,4258229328.84,1552300000.0,8.0,2.875,0.0,2.875,4.30946,0.906078467,-0.054218308940701,0.0,-1
AVY.N,2013-10-01,8.095,8.095,Materials,2.77599360832171,4273414353.46,1504900000.0,7.0,2.625,-0.25,2.875,3.4523,0.903175623,2.46762008841375,236291.0,-1
AVY.N,2014-01-01,1.471,1.471,Materials,3.20441176470588,4877167502.24,1583900000.0,8.0,2.33333,-0.2916699999999999,2.625,3.42555,0.920659118,16.0038520663565,157761.0,-1
AVY.N,2014-04-01,-1.707,1.707,Materials,2.06868393594338,4796813956.62,1550100000.0,7.0,2.375,0.0416699999999998,2.33333,2.89968,0.902106918,1.54902463541229,176070.0,-1
AVY.N,2014-07-01,0.719,0.719,Materials,1.13812335544952,4901146398.72,1615800000.0,7.0,2.25,-0.125,2.375,2.72554,0.935593953,3.25966589997473,214940.0,-1
AVY.N,2014-10-01,4.478,4.478,Materials,2.12618724559023,4350008882.31,1559600000.0,7.0,2.5,0.25,2.25,3.33197,0.821117575,-12.2445004132808,363322.0,-1
AVY.N,2015-01-01,11.921,11.921,Materials,0.917750640435745,4718123483.08,1604800000.0,7.0,2.125,-0.375,2.5,4.42972,0.894367543,17.0203603162066,119821.0,-1
AVY.N,2015-04-01,16.691,16.691,Materials,3.51225977468522,4794717186.0,1528000000.0,7.0,2.25,0.125,2.125,1.80278,0.904187039,2.6472249589117,210533.0,-1
AVY.N,2015-07-01,3.57,3.57,Materials,3.17995060491902,5658841843.22,1516000000.0,8.0,2.22222,-0.0277799999999999,2.25,2.75379,1.037599426,14.2459549807738,292975.0,-1
AVY.N,2015-10-01,3.126,3.126,Materials,2.84129298389104,5438717786.36,1468100000.0,8.0,2.22222,0.0,2.22222,3.23608,0.979049983,-6.57961846329322,269768.0,-1
AVY.N,2016-01-01,8.817,8.817,Materials,4.15551828760898,5708468112.88,1454800000.0,8.0,2.22222,0.0,2.22222,3.97562,1.077403278,11.3867576111819,176421.0,-1
AVY.N,2016-04-01,9.159,9.159,Materials,1.59557790345244,6508163397.8,1485500000.0,8.0,2.22222,0.0,2.22222,4.25898,1.230332371,15.7352631813722,257813.0,-1
AVY.N,2016-07-01,7.522,7.522,Materials,1.09593094944513,6475958650.92,1541500000.0,8.0,2.66667,0.4444499999999998,2.22222,3.26599,1.303845699,3.81276141157192,239924.0,-1
AVY.N,2016-10-01,1.29,1.29,Materials,0.883526886896524,6912192564.36,1508700000.0,7.0,2.625,-0.0416699999999998,2.66667,7.67854,1.320693216,4.61292783099601,254525.0,-1
AVY.N,2017-01-01,6.18,6.18,Materials,2.00562002616959,6248989239.14,1550800000.0,8.0,2.22222,-0.4027799999999999,2.625,7.07972,1.228643559,-9.2223174005132,0.0,-1
AVY.N,2017-04-01,6.232,6.232,Materials,2.71801546589082,7208123689.0,1572100000.0,8.0,2.22222,0.0,2.22222,5.90054,1.364581235,15.3652690752392,219052.0,-1
AVY.N,2017-07-01,8.376,8.376,Materials,2.12699069286453,7825832991.12,1626900000.0,8.0,2.0,-0.22222,2.22222,9.54474,1.476459638,10.3910029632887,171971.0,-1
AVY.N,2017-10-01,4.035,4.035,Materials,2.02455558032581,8692088507.52,1679500000.0,8.0,2.0,0.0,2.0,8.45905,1.630261006,11.8091796048816,0.0,-1
AVY.N,2018-01-01,6.504,6.504,Materials,1.15392623200243,10111857228.48,1735300000.0,9.0,2.1,0.1,2.0,15.7038,1.798167332,17.2631265039522,0.0,-1
AVY.N,2018-04-01,5.603,5.603,Materials,3.3895570548548,9360794362.5,1776400000.0,10.0,2.27273,0.17273,2.1,9.55814,1.620565237,-7.13259316399153,0.0,-1
AVY.N,2018-07-01,7.249,7.249,Materials,1.41426540896757,8987953562.7,1854200000.0,10.0,2.18182,-0.09091,2.27273,9.11788,1.541991693,-3.43958018174656,0.0,-1
AVY.N,2018-10-01,-1.044,1.044,Materials,1.53347437384836,9471744850.7,1759700000.0,10.0,2.09091,-0.09091,2.18182,7.96869,1.551359022,6.65215886629171,0.0,-1
AVY.N,2019-01-01,1.543,1.543,Materials,1.23989578462155,7702471329.84,1768700000.0,10.0,1.90909,-0.1818200000000001,2.09091,9.1,1.324601659,-16.6325033581487,142287.0,-1
AVY.N,2019-04-01,1.718,1.718,Materials,1.85085910652921,9488933971.0,1740100000.0,10.0,2.18182,0.2727300000000001,1.90909,8.41662,1.567695764,26.3941612465777,0.0,1
AVY.N,2019-07-01,2.394,2.394,Materials,0.931669623403065,9765225875.04,1795700000.0,9.0,2.5,0.3181799999999999,2.18182,8.88819,1.635577221,2.92303786045296,0.0,-1
AVY.N,2019-10-01,3.362,3.362,Materials,1.6145703611457,9498644444.66,1761400000.0,10.0,2.45455,-0.0454500000000002,2.5,10.01234,1.610414361,-1.31856423438523,125985.0,-1
AVY.N,2020-01-01,2.173,2.173,Materials,1.91648948736121,10989815879.34,1772900000.0,11.0,2.53846,0.0839100000000003,2.45455,11.2,1.797017874,15.7076987889841,129568.0,-1
AVY.N,2020-04-01,10.733,10.733,Materials,3.5547995463945,8355418349.46,1723000000.0,11.0,2.46154,-0.0769200000000003,2.53846,6.95666,1.438616152,-21.7467613971525,533938.0,-1
AVY.N,2020-07-01,11.96,11.96,Materials,9.32268387506281,9153236044.05,1528500000.0,12.0,2.42857,-0.0329699999999997,2.46154,10.75221,1.642785282,9.44218045829093,234796.0,-1
AVY.N,2020-10-01,25.104,25.104,Materials,6.04298074970689,9957035091.5,1729100000.0,12.0,2.35714,-0.0714300000000003,2.42857,12.64388,1.867635635,12.6042439109462,221953.0,-1
AVY.N,2021-01-01,8.799,8.799,Materials,6.06637206315123,12938922859.42,1990900000.0,12.0,2.21429,-0.1428499999999997,2.35714,16.26739,2.191207945,21.8270712154608,110993.0,-1
AVY.N,2021-04-01,18.297,18.297,Materials,3.52178627760252,15613469089.92,2051300000.0,11.0,2.14286,-0.0714299999999998,2.21429,23.44547,2.454424886,18.8145557624152,169686.0,-1
AVY.N,2021-07-01,9.359,9.359,Materials,5.08009954117739,17423322317.1,2102000000.0,11.0,2.15385,0.0109899999999996,2.14286,25.77906,2.639297644,13.8796619590754,147021.0,-1
AVY.N,2021-10-01,4.784,4.784,Materials,3.93575870342261,17376419272.8,2071800000.0,11.0,2.15385,0.0,2.15385,28.36917,2.398382479,-1.1438588891381,219888.0,-1
AVY.N,2022-01-01,0.294,0.294,Materials,1.8759270158917,17931039410.31,2183200000.0,12.0,2.14286,-0.0109899999999996,2.15385,21.56328,2.546596812,4.86372922172171,78771.0,-1
AVY.N,2022-04-01,10.595,10.595,Materials,3.88879672638797,14415477488.32,2349300000.0,12.0,2.06667,-0.0761900000000004,2.14286,23.96178,2.05384647098819,-19.3431059528643,297764.0,-1
AVY.N,2022-07-01,11.635,11.635,Materials,2.60481637313149,13437097189.84,2347000000.0,13.0,2.0,-0.0666699999999997,2.06667,21.00689,1.87780015331656,-8.06224175769901,294757.0,-1
AVY.N,2022-10-01,-0.131,0.131,Materials,2.0026550504825,13220417418.9,2317100000.0,13.0,2.14286,0.1428600000000002,2.0,21.42756,1.81958122495057,0.923505082272214,182138.0,-1
SIVB.OQ,2013-01-01,27.273,27.273,Banks,7.78522727272727,2491623934.01,287251000.0,15.0,2.53333,-0.1137300000000003,2.64706,2.72208,5.650162543,-7.42639761785752,67385.0,-1
SIVB.OQ,2013-04-01,2.74,2.74,Banks,4.44634703196347,3181360626.36,241773000.0,15.0,2.86667,0.3333400000000002,2.53333,3.49471,5.504591558,26.7464713245973,0.0,-1
SIVB.OQ,2013-07-01,13.293,13.293,Banks,3.11554781270374,3755997610.88,268320000.0,16.0,2.6875,-0.17917,2.86667,10.63245,5.266963424,17.4513673536546,0.0,-1
SIVB.OQ,2013-10-01,1.178,1.178,Banks,4.68052668052668,3939194916.9,434746000.0,16.0,2.5625,-0.125,2.6875,6.59293,6.647972336,3.66058569760359,111745.0,-1
SIVB.OQ,2014-01-01,15.85,15.85,Banks,3.84127708095781,4802631831.48,425711000.0,16.0,2.5625,0.0,2.5625,12.1337,6.121722982,21.4078962578547,64423.0,-1
SIVB.OQ,2014-04-01,23.908,23.908,Banks,13.9463065925338,5915447614.38,506553000.0,16.0,2.4375,-0.125,2.5625,11.79755,8.154949781,22.8113675394362,117304.0,-1
SIVB.OQ,2014-07-01,18.567,18.567,Banks,20.6044645096564,5356883839.02,219175000.0,14.0,2.21429,-0.2232099999999999,2.4375,6.72947,4.225837923,-7.43709818299226,140255.0,-1
SIVB.OQ,2014-10-01,-1.081,1.081,Banks,6.02190816731937,5696519837.14,300732000.0,15.0,2.06667,-0.1476200000000003,2.21429,6.75973,5.964241956,-3.88441090819126,142675.0,-1
SIVB.OQ,2015-01-01,6.202,6.202,Banks,5.78837209302326,5910856044.75,402374000.0,16.0,1.875,-0.1916699999999997,2.06667,7.94817,6.776839101,3.55071817060011,108255.0,-1
SIVB.OQ,2015-04-01,27.02,27.02,Banks,5.34893221912721,6491152120.64,410908000.0,16.0,1.875,0.0,1.875,8.8609,7.167597757,9.45119324497052,203536.0,-1
SIVB.OQ,2015-07-01,13.977,13.977,Banks,5.39126494235906,7409426194.08,370058000.0,16.0,1.875,0.0,1.875,9.86465,8.857143675,13.4773013881342,142785.0,-1
SIVB.OQ,2015-10-01,2.573,2.573,Banks,7.23623605966171,5949037326.9,363137000.0,16.0,1.75,-0.125,1.875,13.58365,4.372698233,-19.7527434359543,160494.0,-1
SIVB.OQ,2016-01-01,9.984,9.984,Banks,4.63764320785597,6136455871.4,383575000.0,16.0,1.6875,-0.0625,1.75,10.62366,5.342461441,2.90808377919354,176516.0,-1
SIVB.OQ,2016-04-01,-10.413,10.413,Banks,3.7685584114766,5276118889.6,367555000.0,16.0,1.6875,0.0,1.6875,15.96329,5.234757457,-14.1715727517058,274968.0,-1
SIVB.OQ,2016-07-01,4.86,4.86,Banks,2.94904270986745,4950763042.68,396112000.0,16.0,1.6875,0.0,1.6875,14.95094,3.679140316,-7.87104269717078,302435.0,-1
SIVB.OQ,2016-10-01,22.294,22.294,Banks,3.97685647205413,5754871024.9,433301000.0,17.0,1.82353,0.1360300000000001,1.6875,7.45586,4.716565789,16.162253047926,137700.0,-1
SIVB.OQ,2017-01-01,5.725,5.725,Banks,4.26257936396946,8941505215.26,410107000.0,17.0,1.88235,0.0588199999999998,1.82353,11.25208,6.30642388,55.2922019182783,0.0,-1
SIVB.OQ,2017-04-01,2.321,2.321,Banks,3.8716002292853,9743968283.1,427652000.0,18.0,1.83333,-0.04902,1.88235,8.88644,7.240742623,8.40615169262413,193218.0,-1
SIVB.OQ,2017-07-01,13.491,13.491,Banks,4.67955836239917,9228135426.96,471224000.0,19.0,1.89474,0.0614100000000001,1.83333,9.39529,5.211742087,-6.61885790195083,198010.0,-1
SIVB.OQ,2017-10-01,21.639,21.639,Banks,3.89505074814272,9858362368.95,532752000.0,19.0,1.89474,0.0,1.89474,10.48043,5.375505025,6.42812446718479,0.0,-1
SIVB.OQ,2018-01-01,15.406,15.406,Banks,4.93291315819128,12329200218.33,545972000.0,19.0,1.89474,0.0,1.89474,28.70974,7.06828238,24.9505585584706,0.0,-1
SIVB.OQ,2018-04-01,15.771,15.771,Banks,6.10014351778026,12694066737.41,575381000.0,20.0,2.05,0.1552599999999997,1.89474,21.53509,7.637917699,2.66929032647827,0.0,-1
SIVB.OQ,2018-07-01,13.336,13.336,Banks,4.59575886561194,15296748561.68,630052000.0,20.0,1.95,-0.0999999999999998,2.05,23.39662,9.06856637,20.3116536791729,0.0,-1
SIVB.OQ,2018-10-01,13.657,13.657,Banks,2.63505081119629,16540425871.71,686118000.0,20.0,1.95,0.0,1.95,18.44424,8.644647827,7.64302535232695,0.0,-1
SIVB.OQ,2019-01-01,5.248,5.248,Banks,3.03095889829609,9987227700.16,701167000.0,20.0,1.8,-0.1499999999999999,1.95,38.22839,4.101113466,-38.8990766668885,205343.0,-1
SIVB.OQ,2019-04-01,14.131,14.131,Banks,3.38826590019826,11705929401.48,793262000.0,20.0,1.80952,0.0095199999999999,1.8,28.90178,4.790814906,17.080876155921,0.0,-1
SIVB.OQ,2019-07-01,20.276,20.276,Banks,3.52459421766352,11684786602.1,863153000.0,19.0,2.1,0.29048,1.80952,27.05007,2.76312163,1.00287821984231,0.0,-1
SIVB.OQ,2019-10-01,1.589,1.589,Banks,5.30452021422442,10772590887.45,814653000.0,20.0,2.18182,0.08182,2.1,24.36973,1.330912843,-6.96380070264216,193653.0,-1
SIVB.OQ,2020-01-01,8.806,8.806,Banks,5.62756692828728,12967623581.28,847012000.0,18.0,2.2381,0.0562800000000001,2.18182,21.96265,3.218125607,20.1435750201061,143057.0,-1
SIVB.OQ,2020-04-01,-28.439,28.439,Banks,44.1139245834748,7787692961.28,826071000.0,18.0,2.3,0.0618999999999996,2.2381,35.25792,0.931657793,-39.8183556423298,183287.0,-1
SIVB.OQ,2020-07-01,42.317,42.317,Banks,18.1425360783581,11151676088.42,881775000.0,19.0,2.2381,-0.0618999999999996,2.3,41.92193,1.404609041,38.3553729585576,212902.0,-1
SIVB.OQ,2020-10-01,60.805,60.805,Banks,15.9695932989828,12461221822.64,1075323000.0,20.0,2.19048,-0.0476200000000002,2.2381,44.38499,-0.017942675,11.6410708458775,160043.0,-1
SIVB.OQ,2021-01-01,92.947,92.947,Banks,7.67092713401438,20123902605.29,1213263000.0,19.0,2.42857,0.2380900000000001,2.19048,57.39063,2.817801078,61.1794530795444,97838.0,-1
SIVB.OQ,2021-04-01,54.939,54.939,Banks,14.3233181431992,26750676644.58,1403759000.0,20.0,2.40909,-0.0194800000000001,2.42857,49.71531,4.782665426,27.2877291596833,214275.0,-1
SIVB.OQ,2021-07-01,39.771,39.771,Banks,12.2633966325825,30222573350.2,1489000000.0,20.0,2.31818,-0.09091,2.40909,64.7591,5.073617823,13.4043940814413,155504.0,-1
SIVB.OQ,2021-10-01,23.76,23.76,Banks,25.5848869496232,37957290203.04,1524000000.0,22.0,2.17391,-0.1442700000000001,2.31818,69.68166,7.360123252,16.255413978398,164816.0,-1
SIVB.OQ,2022-01-01,-4.455,4.455,Banks,15.4826420890937,39804136750.08,1500000000.0,21.0,2.125,-0.0489099999999997,2.17391,81.84998,8.750248776,4.84788523373734,106083.0,-1
SIVB.OQ,2022-04-01,39.857,39.857,Banks,14.9467323337295,32918125274.2,1599000000.0,21.0,2.20833,0.0833300000000001,2.125,117.079,7.89088767396448,-17.5144491625384,208894.0,-1
SIVB.OQ,2022-07-01,-27.127,27.127,Banks,11.7346381073836,23336532956.74,1529000000.0,21.0,2.04167,-0.1666600000000002,2.20833,137.72149,2.65984270009112,-30.3417748306998,337169.0,-1
SIVB.OQ,2022-10-01,3.874,3.874,Banks,12.453213467606,19845982756.72,1557000000.0,21.0,2.16667,0.125,2.04167,96.93788,3.79459054211986,-14.9902529177954,224312.0,-1
J.N,2013-01-01,0.82,0.82,Commercial  & Professional Services,4.19198217081001,5429674996.98,2759641000.0,17.0,2.16667,-0.04386,2.21053,4.04969,0.466328955374342,5.29309918124366,195539.0,-1
J.N,2013-04-01,-3.298,3.298,Commercial  & Professional Services,4.88951745479161,7330972971.68,2835084000.0,18.0,2.10526,-0.0614099999999999,2.16667,3.58284,0.603840656148522,32.1118158395796,0.0,-1
J.N,2013-07-01,-2.02,2.02,Commercial  & Professional Services,4.25328469738287,7210876208.66,3080995000.0,20.0,2.15,0.04474,2.10526,3.31427,0.586160050495416,-1.97368421416929,0.0,-1
J.N,2013-10-01,-4.203,4.203,Commercial  & Professional Services,4.09077949478246,7597409564.43,3142656000.0,20.0,2.5,0.3500000000000001,2.15,3.62803,0.595740032660953,5.53237801880169,265587.0,-1
J.N,2014-01-01,4.284,4.284,Commercial  & Professional Services,4.64063228957985,8133663568.52,3068891000.0,19.0,2.28571,-0.2142900000000001,2.5,4.57718,0.635991408020865,8.26744585469759,203410.0,-1
J.N,2014-04-01,-8.137,8.137,Commercial  & Professional Services,3.86274268173823,8325801751.44,3176033000.0,20.0,2.2,-0.0857099999999997,2.28571,4.90181,0.700659007748095,0.809652325582655,234650.0,-1
J.N,2014-07-01,5.395,5.395,Commercial  & Professional Services,14.5583437892095,7082732326.95,3231791000.0,23.0,2.13044,-0.06956,2.2,5.93268,0.593207890357959,-15.589353614599,225887.0,-1
J.N,2014-10-01,2.347,2.347,Commercial  & Professional Services,3.71938312670094,6610271660.64,3218442000.0,23.0,2.30435,0.1739099999999998,2.13044,5.49943,0.521866552806792,-8.37087086801747,258648.0,-1
J.N,2015-01-01,-0.958,0.958,Commercial  & Professional Services,2.61367290500997,5817902608.64,3187005000.0,21.0,2.40909,0.10474,2.30435,8.8871,0.467850916956757,-8.45964768600335,224051.0,-1
J.N,2015-04-01,-8.308,8.308,Commercial  & Professional Services,5.43400743721665,5681329060.68,2903332000.0,21.0,2.52381,0.1147200000000001,2.40909,6.12655,0.461207613259721,1.0516894124486,289123.0,-1
J.N,2015-07-01,33.841,33.841,Commercial  & Professional Services,7.28675111074316,5303404591.91,2907541000.0,20.0,2.57143,0.0476199999999997,2.52381,5.65685,0.43314862454737,-9.65302491161876,509027.0,-1
J.N,2015-10-01,3.662,3.662,Commercial  & Professional Services,4.35768523077721,4630073437.0,3116954000.0,21.0,2.40909,-0.1623399999999999,2.57143,5.92988,0.393860049478894,-7.85327424574992,562030.0,-1
J.N,2016-01-01,13.266,13.266,Commercial  & Professional Services,5.13911477695167,5162810663.2,2847934000.0,17.0,2.55556,0.1464699999999998,2.40909,5.47687,0.442801242576043,12.0758749660199,166446.0,-1
J.N,2016-04-01,10.947,10.947,Commercial  & Professional Services,7.1301775147929,5362219951.44,2781763000.0,19.0,2.6,0.0444400000000002,2.55556,6.30288,0.474045386744008,3.81406436470244,226459.0,-1
J.N,2016-07-01,4.334,4.334,Commercial  & Professional Services,4.04628143392188,6064558353.72,2693873000.0,17.0,2.5,-0.1,2.6,8.24787,0.524193707824619,13.7994059866196,423608.0,-1
J.N,2016-10-01,-0.458,0.458,Commercial  & Professional Services,3.47493342296455,6280266348.84,2640587000.0,15.0,2.64706,0.1470600000000002,2.5,8.14862,0.543373043825615,3.83457136917429,319493.0,-1
J.N,2017-01-01,9.791,9.791,Commercial  & Professional Services,11.3568845259623,6887315643.0,2551604000.0,15.0,2.76471,0.1176499999999998,2.64706,6.96531,0.609646199247237,10.2088167058495,0.0,-1
J.N,2017-04-01,8.852,8.852,Commercial  & Professional Services,3.34789343678915,6692821242.88,2302567000.0,15.0,2.76471,0.0,2.76471,6.50385,0.601025986161944,-2.7681033869616,180821.0,-1
J.N,2017-07-01,0.342,0.342,Commercial  & Professional Services,2.97468595597668,6549908516.13,2514751000.0,15.0,2.86667,0.10196,2.76471,5.30183,0.615665393724634,-1.41374638190356,315694.0,-1
J.N,2017-10-01,18.921,18.921,Commercial  & Professional Services,2.89777691486263,7010761809.32,2653865000.0,14.0,2.85714,-0.0095300000000002,2.86667,6.245,0.659049290961226,7.43488357539224,0.0,-1
J.N,2018-01-01,6.464,6.464,Commercial  & Professional Services,7.01140684410646,9381391398.28,2750311000.0,15.0,2.625,-0.2321399999999998,2.85714,6.16568,0.888406539006911,13.4873355113354,0.0,1
J.N,2018-04-01,14.558,14.558,Commercial  & Professional Services,3.17669431333914,8379861180.6,3935028000.0,13.0,2.33333,-0.2916699999999999,2.625,6.94034,1.08112839914673,-10.1133052528453,0.0,-1
J.N,2018-07-01,11.969,11.969,Commercial  & Professional Services,4.26477784505138,9002367096.1,4156663000.0,13.0,1.93333,-0.4000000000000001,2.33333,5.43092,1.09674425359695,7.58900718085909,0.0,-1
J.N,2018-10-01,5.736,5.736,Commercial  & Professional Services,4.11968392080263,10855663573.5,4142644000.0,14.0,1.8125,-0.1208299999999999,1.93333,7.18764,1.21702029720023,20.9983754890013,0.0,-1
J.N,2019-01-01,-5.747,5.747,Commercial  & Professional Services,7.63357325107582,8195669280.26,3083788000.0,15.0,1.82353,0.01103,1.8125,5.15653,0.924977538329037,-23.5816993472767,244908.0,-1
J.N,2019-04-01,9.931,9.931,Commercial  & Professional Services,6.38799076212471,10490272177.07,3091596000.0,15.0,1.875,0.0514699999999999,1.82353,6.6299,1.04074764516318,28.9399239957455,0.0,-1
J.N,2019-07-01,13.191,13.191,Commercial  & Professional Services,3.20087318591583,11528419670.04,3169622000.0,13.0,1.78571,-0.08929,1.875,8.3385,1.13918806204483,12.4818640088783,0.0,-1
J.N,2019-10-01,12.258,12.258,Commercial  & Professional Services,5.36260135468261,12288323867.97,3392862000.0,13.0,1.78571,0.0,1.78571,6.57051,1.00967017727036,8.64330233484081,254544.0,-1
J.N,2020-01-01,0.47,0.47,Commercial  & Professional Services,3.40592268856906,11908953683.22,3360049000.0,13.0,1.8,0.0142900000000001,1.78571,4.77878,1.00264574230083,-1.63550217840616,227749.0,-1
J.N,2020-04-01,6.683,6.683,Commercial  & Professional Services,5.3894329659534,9733268338.56,3427180000.0,13.0,1.6,-0.1999999999999999,1.8,8.17704,0.872688060222086,-11.5780967316653,380924.0,1
J.N,2020-07-01,26.272,26.272,Commercial  & Professional Services,5.57598837500626,10733469697.5,3260057000.0,13.0,1.6,0.0,1.6,5.77077,0.938408330126024,9.01001281208498,297523.0,-1
J.N,2020-10-01,23.739,23.739,Commercial  & Professional Services,4.37640914301331,12227431069.92,3519689000.0,14.0,1.5625,-0.0375,1.6,8.60233,0.986517111050628,9.64416301379785,272869.0,-1
J.N,2021-01-01,10.613,10.613,Commercial  & Professional Services,5.21844184167379,14162771382.72,3381836000.0,14.0,1.6875,0.125,1.5625,6.92268,1.08128255434391,17.6957846742678,133788.0,-1
J.N,2021-04-01,20.54,20.54,Commercial  & Professional Services,2.99025516650449,16904696621.95,3547873000.0,14.0,1.6875,0.0,1.6875,11.50599,1.31139039983701,18.8515447508974,272902.0,1
J.N,2021-07-01,7.28,7.28,Commercial  & Professional Services,3.387169574347,17283489112.89,3576436000.0,14.0,1.6875,0.0,1.6875,6.7465,1.46837242866766,4.28419001742191,168477.0,-1
J.N,2021-10-01,0.392,0.392,Commercial  & Professional Services,4.73685213777854,17548138719.92,3586487000.0,12.0,1.6875,0.0,1.6875,7.80002,1.39818808794971,-0.514268896913539,332242.0,-1
J.N,2022-01-01,-1.025,1.025,Commercial  & Professional Services,5.26472734194081,17981997808.32,3380625000.0,14.0,1.6875,0.0,1.6875,8.72119,1.45846810942427,5.21951064652946,112558.0,-1
J.N,2022-04-01,2.304,2.304,Commercial  & Professional Services,2.97156316356088,17991833525.68,3834059000.0,15.0,1.72222,0.03472,1.6875,7.9705,1.44459932701966,-0.829245911193066,286687.0,-1
J.N,2022-07-01,2.77,2.77,Commercial  & Professional Services,5.03627332349837,16125801308.8,3827093000.0,15.0,1.72222,0.0,1.72222,9.50649,1.32708490736707,-8.74154195171474,361201.0,-1
J.N,2022-10-01,1.53,1.53,Commercial  & Professional Services,3.00360432519023,13820907579.22,3881048000.0,15.0,1.72222,0.0,1.72222,10.80864,1.16229693536588,-14.3368623663073,271465.0,-1
SNPS.OQ,2013-01-01,21.818,21.818,Software & Services,0.0,5056128000.0,475137000.0,6.0,1.5,0.0,1.5,2.29129,2.443265344,-3.57359176151799,248662.0,-1
SNPS.OQ,2013-04-01,4.485,4.485,Software & Services,0.590498203175709,5470549223.69,499257000.0,6.0,1.5,0.0,1.5,2.19216,2.821886097,12.6884422097416,0.0,-1
SNPS.OQ,2013-07-01,1.852,1.852,Software & Services,0.990740740740741,5695433561.2,482945000.0,7.0,1.75,0.25,1.5,2.2315,2.636285381,-0.362318841796705,0.0,-1
SNPS.OQ,2013-10-01,1.358,1.358,Software & Services,0.783710407239819,5614834980.0,504875000.0,8.0,1.75,0.0,1.75,2.47172,2.637294032,5.45454545721711,252338.0,-1
SNPS.OQ,2014-01-01,13.774,13.774,Software & Services,1.2322347995449,6152107994.0,478951000.0,7.0,1.71429,-0.0357099999999999,1.75,2.4908,2.723581859,7.61273209397806,218316.0,-1
SNPS.OQ,2014-04-01,9.428,9.428,Software & Services,1.34680134680135,5820077340.0,517697000.0,8.0,1.75,0.0357099999999999,1.71429,1.05327,2.605659031,-5.32413113226942,375405.0,-1
SNPS.OQ,2014-07-01,7.661,7.661,Software & Services,0.801656314699793,5878447260.0,521812000.0,8.0,1.75,0.0,1.75,1.1022,2.759015941,1.67627030400537,337572.0,-1
SNPS.OQ,2014-10-01,5.785,5.785,Software & Services,0.826446280991736,6391445700.0,539012000.0,8.0,1.75,0.0,1.75,1.67589,2.651537865,2.25399278652185,185479.0,-1
SNPS.OQ,2015-01-01,28.146,28.146,Software & Services,0.792900735235227,6581912027.73,542043000.0,8.0,1.75,0.0,1.75,2.96266,2.792086417,9.51001385826422,235846.0,-1
SNPS.OQ,2015-04-01,7.937,7.937,Software & Services,1.2,7268931520.0,557204000.0,7.0,1.71429,-0.0357099999999999,1.75,4.03935,3.06720203142183,6.55624568654396,367037.0,-1
SNPS.OQ,2015-07-01,6.265,6.265,Software & Services,1.48601693485814,7884613928.8,555805000.0,8.0,1.75,0.0357099999999999,1.71429,3.94348,3.27291252602345,9.11245152964704,553793.0,-1
SNPS.OQ,2015-10-01,2.203,2.203,Software & Services,1.62609067057173,7794251401.86,587159000.0,9.0,1.88889,0.1388899999999999,1.75,3.49956,2.86738775863421,-8.82527147462262,597870.0,-1
SNPS.OQ,2016-01-01,10.569,10.569,Software & Services,1.14959349593496,6497327865.6,568604000.0,8.0,1.875,-0.0138899999999999,1.88889,3.38886,2.74186065764552,-1.23430056463153,264899.0,-1
SNPS.OQ,2016-04-01,2.718,2.718,Software & Services,0.810327554941223,7200602624.16,605005000.0,7.0,1.85714,-0.0178599999999999,1.875,3.62531,3.02435600867782,6.20477965545529,537269.0,-1
SNPS.OQ,2016-07-01,3.051,3.051,Software & Services,0.587118644067796,8222910999.84,615204000.0,8.0,1.875,0.0178599999999999,1.85714,5.84701,3.237904827,12.3623519612528,711903.0,-1
SNPS.OQ,2016-10-01,0.326,0.326,Software & Services,0.564169381107492,8975908735.56,633719000.0,9.0,1.88889,0.0138899999999999,1.875,6.38478,3.438425743,9.74482248158248,316978.0,-1
SNPS.OQ,2017-01-01,20.128,20.128,Software & Services,0.553354632587859,9439864656.67,652786000.0,9.0,1.88889,0.0,1.88889,6.80051,3.270397175,-0.825610781908193,0.0,-1
SNPS.OQ,2017-04-01,2.624,2.624,Software & Services,2.65655976676385,11091679016.0,680069000.0,9.0,1.88889,0.0,1.88889,5.51989,4.07249517,22.5450220827745,313560.0,-1
SNPS.OQ,2017-07-01,0.0,0.0,Software & Services,0.941304347826087,11509284020.26,695381000.0,9.0,1.88889,0.0,1.88889,6.87273,3.969463823,0.997091814574214,365534.0,-1
SNPS.OQ,2017-10-01,20.524,20.524,Software & Services,1.90393013100437,12999427802.76,696644000.0,9.0,1.77778,-0.11111,1.88889,12.1055,4.219751386,10.4209515980185,0.0,1
