,Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise
1724,GOOGL.OQ,2023-02-02 16:02:00+00:00,1.05,1.17619,-10.729
1725,GOOGL.OQ,2022-10-25 16:02:00+00:00,1.06,1.24917,-15.143
1726,GOOGL.OQ,2022-07-26 16:02:00+00:00,1.21,1.27915,-5.406
1727,GOOGL.OQ,2022-04-26 16:09:00+00:00,1.231,1.2864,-4.307
1728,GOOGL.OQ,2022-02-01 16:02:00+00:00,1.5345,1.36722,12.235
1729,GOOGL.OQ,2021-10-26 16:00:00+00:00,1.3995,1.17397,19.211
1730,GM.N,2023-01-31 06:30:00+00:00,2.12,1.68713,25.657
1731,GM.N,2022-10-25 06:30:00+00:00,2.25,1.8765,19.904
1732,GM.N,2022-07-26 06:00:00+00:00,1.14,1.19754,-4.805
1733,GM.N,2022-04-26 16:21:00+00:00,2.09,1.67024,25.132
1734,GM.N,2022-02-01 16:05:00+00:00,1.35,1.18919,13.523
1735,GM.N,2021-10-27 07:30:00+00:00,1.52,0.9596,58.399
1736,CCI.N,2023-01-25 16:15:00+00:00,0.95,0.97607,-2.671
1737,CCI.N,2022-10-19 16:15:00+00:00,0.97,0.96879,0.125
1738,CCI.N,2022-07-20 16:15:00+00:00,0.97,0.95825,1.226
1739,CCI.N,2022-04-20 16:15:00+00:00,0.97,0.94469,2.679
1740,CCI.N,2022-01-26 16:24:00+00:00,0.81,0.77533,4.472
1741,CCI.N,2021-10-20 16:15:00+00:00,0.81,0.76313,6.142
1742,COF.N,2023-01-24 16:05:00+00:00,2.82,3.841,-26.582
1743,COF.N,2022-10-27 16:05:00+00:00,4.2,5.04179,-16.696
1744,COF.N,2022-07-21 16:05:00+00:00,4.96,5.0884,-2.523
1745,COF.N,2022-04-26 16:05:00+00:00,5.62,5.44057,3.298
1746,COF.N,2022-01-25 16:05:00+00:00,5.41,5.29738,2.126
1747,COF.N,2021-10-26 16:05:00+00:00,6.78,5.38039,26.013
1748,ROP.N,2023-01-27 06:55:00+00:00,3.92,3.76917,4.002
1749,ROP.N,2022-10-26 06:55:00+00:00,3.67,3.457,6.161
1750,ROP.N,2022-07-22 06:55:00+00:00,3.95,3.59333,9.926
1751,ROP.N,2022-04-26 06:55:00+00:00,3.77,3.68757,2.235
1752,ROP.N,2022-02-02 06:55:00+00:00,3.73,3.66915,1.658
1753,ROP.N,2021-10-22 06:55:00+00:00,3.91,3.83364,1.992
1754,C.N,2023-01-13 08:00:00+00:00,1.1,1.14333,-3.79
1755,C.N,2022-10-14 08:00:00+00:00,1.5,1.42058,5.591
1756,C.N,2022-07-15 08:00:00+00:00,2.3,1.68225,36.722
1757,C.N,2022-04-14 08:00:00+00:00,2.31,1.54665,49.355
1758,C.N,2022-01-14 07:59:00+00:00,1.46,1.37853,5.91
1759,C.N,2021-10-14 07:59:00+00:00,2.15,1.64943,30.348
1760,ODFL.OQ,2023-02-01 07:00:00+00:00,2.92,2.67558,9.135
1761,ODFL.OQ,2022-10-26 07:00:00+00:00,3.36,3.07484,9.274
1762,ODFL.OQ,2022-07-27 07:00:00+00:00,3.3,3.14242,5.015
1763,ODFL.OQ,2022-04-27 07:02:00+00:00,2.6,2.39211,8.691
1764,ODFL.OQ,2022-02-02 07:00:00+00:00,2.41,2.26288,6.501
1765,ODFL.OQ,2021-10-27 07:00:00+00:00,2.47,2.37187,4.137
1766,A.N,2022-11-21 16:05:00+00:00,1.53,1.38613,10.379
1767,A.N,2022-08-16 16:04:00+00:00,1.34,1.19913,11.748
1768,A.N,2022-05-24 16:05:00+00:00,1.13,1.12021,0.874
1769,A.N,2022-02-22 16:05:00+00:00,1.21,1.17629,2.866
1770,A.N,2021-11-22 16:05:00+00:00,1.21,1.17493,2.985
1771,A.N,2021-08-17 16:05:00+00:00,1.1,0.99187,10.902
1772,MOH.N,2023-02-08 16:15:00+00:00,4.1,4.01644,2.08
1773,MOH.N,2022-10-26 16:15:00+00:00,4.36,4.2105,3.551
1774,MOH.N,2022-07-27 16:15:00+00:00,4.55,4.29443,5.951
1775,MOH.N,2022-04-27 16:15:00+00:00,4.9,4.65843,5.186
1776,MOH.N,2022-02-09 16:15:00+00:00,2.88,2.74838,4.789
1777,MOH.N,2021-10-27 16:15:00+00:00,2.83,2.79154,1.378
1778,GS.N,2023-01-17 07:22:00+00:00,3.32,5.48105,-39.428
1779,GS.N,2022-10-18 07:25:00+00:00,8.25,7.69025,7.279
1780,GS.N,2022-07-18 07:26:00+00:00,7.73,6.57739,17.524
1781,GS.N,2022-04-14 07:39:00+00:00,10.76,8.8894,21.043
1782,GS.N,2022-01-18 07:34:00+00:00,10.81,11.759,-8.07
1783,GS.N,2021-10-15 08:30:00+00:00,14.93,10.17555,46.724
1784,MET.N,2023-02-01 16:15:00+00:00,1.55,1.64788,-5.94
1785,MET.N,2022-11-02 16:15:00+00:00,1.21,1.17375,3.088
1786,MET.N,2022-08-03 16:15:00+00:00,2.0,1.4504,37.893
1787,MET.N,2022-05-04 16:15:00+00:00,2.08,1.64964,26.088
1788,MET.N,2022-02-02 16:15:00+00:00,2.17,1.47047,47.572
1789,MET.N,2021-11-03 16:15:00+00:00,2.39,1.73717,37.58
1790,WYNN.OQ,2023-02-08 16:02:00+00:00,-1.23,-0.90954,-35.233
1791,WYNN.OQ,2022-11-09 16:03:00+00:00,-1.2,-1.00125,-19.85
1792,WYNN.OQ,2022-08-09 16:02:00+00:00,-0.82,-1.02118,19.701
1793,WYNN.OQ,2022-05-10 16:02:00+00:00,-1.21,-1.15227,-5.01
1794,WYNN.OQ,2022-02-15 16:03:00+00:00,-1.37,-1.24592,-9.959
1795,WYNN.OQ,2021-11-09 16:17:00+00:00,-1.24,-1.31173,5.468
1796,PSA.N,2023-02-21 16:05:00+00:00,2.06,2.65333,-22.362
1797,PSA.N,2022-11-01 16:05:00+00:00,3.3,2.73,20.879
1798,PSA.N,2022-08-04 16:05:00+00:00,3.42,2.54375,34.447
1799,PSA.N,2022-05-03 16:05:00+00:00,2.63,2.31857,13.432
1800,PSA.N,2022-02-22 16:05:00+00:00,3.17,2.17375,45.831
1801,PSA.N,2021-11-01 16:07:00+00:00,2.52,2.12571,18.549
1802,CPT.N,2023-02-02 16:15:00+00:00,0.42,0.33,27.273
1803,CPT.N,2022-10-27 16:15:00+00:00,0.27,0.35,-22.857
1804,CPT.N,2022-07-28 16:15:00+00:00,4.54,0.55,725.455
1805,CPT.N,2022-04-28 16:15:00+00:00,0.42,0.425,-1.177
1806,CPT.N,2022-02-03 16:15:00+00:00,0.37,0.46375,-20.216
1807,CPT.N,2021-10-28 16:15:00+00:00,0.29,0.385,-24.675
1808,MRNA.OQ,2022-11-03 07:36:00+00:00,2.53,3.29231,-23.154
1809,MRNA.OQ,2022-08-03 07:06:00+00:00,5.24,4.54846,15.204
1810,MRNA.OQ,2022-05-04 06:55:00+00:00,8.58,5.21083,64.657
1811,MRNA.OQ,2022-02-24 06:57:00+00:00,11.29,9.9,14.04
1812,MRNA.OQ,2021-11-04 07:00:00+00:00,7.7,9.04909,-14.909
1813,MRNA.OQ,2021-08-05 06:38:00+00:00,6.46,5.955,8.48
1814,OGN.N,2023-02-16 07:30:00+00:00,0.81,0.89833,-9.833
1815,OGN.N,2022-11-03 07:30:00+00:00,1.32,1.09333,20.732
1816,OGN.N,2022-08-04 07:30:00+00:00,1.25,1.15667,8.069
1817,OGN.N,2022-05-05 07:30:00+00:00,1.65,1.29833,27.086
1818,OGN.N,2022-02-17 06:30:00+00:00,1.37,1.24,10.484
1819,OGN.N,2021-11-11 06:31:00+00:00,1.67,1.443,15.731
1820,BK.N,2023-01-13 06:41:00+00:00,0.62,0.8298,-25.283
1821,BK.N,2022-10-17 06:34:00+00:00,1.06,1.0976,-3.426
1822,BK.N,2022-07-15 06:35:00+00:00,1.15,1.11594,3.052
1823,BK.N,2022-04-18 06:35:00+00:00,0.94,0.852,10.329
1824,BK.N,2022-01-18 06:30:00+00:00,1.04,1.01135,2.833
1825,BK.N,2021-10-19 06:30:00+00:00,1.04,1.00575,3.405
1826,FAST.OQ,2023-01-19 06:50:00+00:00,0.43,0.42275,1.715
1827,FAST.OQ,2022-10-13 06:50:00+00:00,0.5,0.48375,3.359
1828,FAST.OQ,2022-07-13 06:50:00+00:00,0.5,0.49815,0.371
1829,FAST.OQ,2022-04-13 06:50:00+00:00,0.47,0.44623,5.327
1830,FAST.OQ,2022-01-19 06:50:00+00:00,0.4,0.37631,6.295
1831,FAST.OQ,2021-10-12 06:50:00+00:00,0.42,0.41562,1.055
1832,LDOS.N,2023-02-14 06:00:00+00:00,1.83,1.60813,13.797
1833,LDOS.N,2022-11-01 06:00:00+00:00,1.58,1.56779,0.779
1834,LDOS.N,2022-08-02 06:00:00+00:00,1.59,1.56285,1.737
1835,LDOS.N,2022-05-03 06:00:00+00:00,1.58,1.503,5.123
1836,LDOS.N,2022-02-15 06:00:00+00:00,1.56,1.59727,-2.333
1837,LDOS.N,2021-11-02 06:00:00+00:00,1.8,1.619,11.18
1838,ORLY.OQ,2023-02-08 16:30:00+00:00,8.37,7.7496,8.006
1839,ORLY.OQ,2022-10-26 16:30:00+00:00,9.17,8.50055,7.875
1840,ORLY.OQ,2022-07-27 16:30:00+00:00,8.78,8.9614,-2.024
1841,ORLY.OQ,2022-04-27 16:30:00+00:00,7.17,7.47711,-4.107
1842,ORLY.OQ,2022-02-09 16:30:00+00:00,7.64,6.05247,26.23
1843,ORLY.OQ,2021-10-27 16:30:00+00:00,8.07,7.1907,12.228
1844,CSX.OQ,2023-01-25 16:01:00+00:00,0.47,0.46477,1.125
1845,CSX.OQ,2022-10-20 16:01:00+00:00,0.51,0.49327,3.392
1846,CSX.OQ,2022-07-20 16:01:00+00:00,0.54,0.4698,14.943
1847,CSX.OQ,2022-04-20 16:01:00+00:00,0.39,0.37342,4.44
1848,CSX.OQ,2022-01-20 16:01:00+00:00,0.42,0.414,1.449
1849,CSX.OQ,2021-10-20 16:01:00+00:00,0.43,0.37671,14.146
1850,CFG.N,2023-01-17 06:20:00+00:00,1.25,1.31158,-4.695
1851,CFG.N,2022-10-19 06:20:00+00:00,1.23,1.22274,0.594
1852,CFG.N,2022-07-19 06:20:00+00:00,0.67,0.83437,-19.7
1853,CFG.N,2022-04-19 06:20:00+00:00,0.93,0.91842,1.261
1854,CFG.N,2022-01-19 06:20:00+00:00,1.17,1.13137,3.414
1855,CFG.N,2021-10-20 06:26:00+00:00,1.18,1.16029,1.699
1856,NI.N,2022-11-07 06:30:00+00:00,0.1,0.1133,-11.739
1857,NI.N,2022-08-03 06:30:00+00:00,0.12,0.1224,-1.961
1858,NI.N,2022-05-04 06:30:00+00:00,0.75,0.77542,-3.278
1859,NI.N,2022-02-23 06:30:00+00:00,0.39,0.35782,8.993
1860,NI.N,2021-11-03 06:30:00+00:00,0.11,0.09464,16.23
1861,NI.N,2021-08-04 06:30:00+00:00,0.13,0.12855,1.128
1862,MO.N,2023-02-01 07:00:00+00:00,1.18,1.17492,0.432
1863,MO.N,2022-10-27 07:00:00+00:00,1.28,1.30377,-1.823
1864,MO.N,2022-07-28 07:00:00+00:00,1.26,1.25069,0.744
1865,MO.N,2022-04-28 07:00:00+00:00,1.12,1.09292,2.478
1866,MO.N,2022-01-27 07:00:00+00:00,1.09,1.08471,0.488
1867,MO.N,2021-10-28 07:00:00+00:00,1.22,1.25779,-3.004
1868,DD.N,2023-02-07 06:06:00+00:00,0.89,0.78125,13.92
1869,DD.N,2022-11-08 06:00:00+00:00,0.82,0.79313,3.388
1870,DD.N,2022-08-02 06:00:00+00:00,0.88,0.75141,17.113
1871,DD.N,2022-05-03 06:10:00+00:00,0.82,0.667,22.939
1872,DD.N,2022-02-08 06:00:00+00:00,1.08,0.98212,9.966
1873,DD.N,2021-11-02 06:00:00+00:00,1.15,1.11517,3.124
1874,AEP.OQ,2022-10-27 06:57:00+00:00,1.62,1.5622,3.7
1875,AEP.OQ,2022-07-27 06:57:00+00:00,1.2,1.189,0.925
1876,AEP.OQ,2022-04-28 06:57:00+00:00,1.22,1.1956,2.041
1877,AEP.OQ,2022-02-24 07:59:00+00:00,0.98,0.934,4.925
1878,AEP.OQ,2021-10-28 06:57:00+00:00,1.43,1.456,-1.786
1879,AEP.OQ,2021-07-22 06:57:00+00:00,1.18,1.13719,3.765
1880,HOLX.OQ,2023-02-01 16:01:00+00:00,1.07,0.90931,17.672
1881,HOLX.OQ,2022-10-31 16:01:00+00:00,0.82,0.62487,31.227
1882,HOLX.OQ,2022-07-27 16:02:00+00:00,0.95,0.71043,33.722
1883,HOLX.OQ,2022-04-27 16:01:00+00:00,2.07,1.59633,29.672
1884,HOLX.OQ,2022-02-02 16:18:00+00:00,2.17,1.28318,69.111
1885,HOLX.OQ,2021-11-01 16:01:00+00:00,1.61,1.00723,59.844
1886,BBY.N,2022-11-22 07:00:00+00:00,1.38,1.0321,33.708
1887,BBY.N,2022-08-30 07:00:00+00:00,1.54,1.26862,21.392
1888,BBY.N,2022-05-24 07:00:00+00:00,1.57,1.60805,-2.366
1889,BBY.N,2022-03-03 07:01:00+00:00,2.73,2.72591,0.15
1890,BBY.N,2021-11-23 07:01:00+00:00,2.08,1.90874,8.972
1891,BBY.N,2021-08-24 07:00:00+00:00,2.98,1.85371,60.759
1892,LHX.N,2023-01-26 16:05:00+00:00,3.27,3.25975,0.314
1893,LHX.N,2022-10-27 16:59:00+00:00,3.26,3.3902,-3.841
1894,LHX.N,2022-07-28 16:01:00+00:00,3.23,3.17529,1.723
1895,LHX.N,2022-04-28 16:34:00+00:00,3.12,3.0479,2.366
1896,LHX.N,2022-01-31 06:35:00+00:00,3.3,3.26421,1.096
1897,LHX.N,2021-10-29 06:30:00+00:00,3.21,3.18333,0.838
1898,APA.OQ,2022-11-02 16:28:00+00:00,1.97,1.78048,10.644
1899,APA.OQ,2022-08-03 16:37:00+00:00,2.37,2.33279,1.595
1900,APA.OQ,2022-05-04 17:01:00+00:00,1.92,2.13342,-10.004
1901,APA.OQ,2022-02-21 17:19:00+00:00,1.29,1.46614,-12.014
1902,APA.OQ,2021-11-03 16:35:00+00:00,0.98,0.92157,6.34
1903,APA.OQ,2021-08-04 16:04:00+00:00,0.7,0.56571,23.738
1904,IFF.N,2023-02-08 16:15:00+00:00,0.97,0.95756,1.299
1905,IFF.N,2022-11-07 16:15:00+00:00,1.36,1.31644,3.309
1906,IFF.N,2022-08-08 16:15:00+00:00,1.54,1.44307,6.717
1907,IFF.N,2022-05-09 16:15:00+00:00,1.69,1.35357,24.855
1908,IFF.N,2022-02-09 16:15:00+00:00,1.1,1.03539,6.24
1909,IFF.N,2021-11-08 16:15:00+00:00,1.47,1.37642,6.799
1910,CEG.OQ,2023-02-16 06:43:00+00:00,0.1,1.235,-91.903
1911,CEG.OQ,2022-11-08 06:50:00+00:00,-0.57,0.708,-180.509
1912,CEG.OQ,2022-08-04 06:50:00+00:00,-0.34,0.53829,-163.163
1913,CEG.OQ,2022-05-12 06:50:00+00:00,0.32,0.698,-54.155
1914,CEG.OQ,2022-02-25 14:53:00+00:00,0.13,1.19,-89.076
1915,CEG.OQ,2021-11-30 00:00:00+00:00,,,
1916,STT.N,2023-01-20 08:08:00+00:00,2.07,1.98306,4.384
1917,STT.N,2022-10-18 07:38:00+00:00,1.82,1.78047,2.22
1918,STT.N,2022-07-15 08:48:00+00:00,1.94,1.72644,12.37
1919,STT.N,2022-04-14 07:33:00+00:00,1.59,1.49088,6.649
1920,STT.N,2022-01-19 07:32:00+00:00,2.0,1.883,6.214
1921,STT.N,2021-10-18 07:34:00+00:00,2.0,1.91575,4.398
1922,JCI.N,2023-02-01 06:55:00+00:00,0.67,0.66711,0.433
1923,JCI.N,2022-11-03 06:55:00+00:00,0.99,0.98262,0.751
1924,JCI.N,2022-08-04 06:55:00+00:00,0.85,0.85248,-0.291
1925,JCI.N,2022-05-04 06:55:00+00:00,0.63,0.63048,-0.076
1926,JCI.N,2022-02-02 06:55:00+00:00,0.54,0.53205,1.494
1927,JCI.N,2021-11-05 06:55:00+00:00,0.88,0.87395,0.692
1928,FE.N,2023-02-13 16:22:00+00:00,0.5,0.52717,-5.154
1929,FE.N,2022-10-25 16:20:00+00:00,0.79,0.7805,1.217
1930,FE.N,2022-07-26 16:20:00+00:00,0.53,0.5205,1.825
1931,FE.N,2022-04-21 16:20:00+00:00,0.6,0.61455,-2.367
1932,FE.N,2022-02-10 16:41:00+00:00,0.51,0.51592,-1.148
1933,FE.N,2021-10-28 16:20:00+00:00,0.82,0.79256,3.463
1934,PNC.N,2023-01-18 06:35:00+00:00,3.47,3.94629,-12.069
1935,PNC.N,2022-10-14 06:37:00+00:00,3.78,3.68857,2.479
1936,PNC.N,2022-07-15 06:33:00+00:00,3.39,3.119,8.689
1937,PNC.N,2022-04-14 06:50:00+00:00,3.23,2.72929,18.346
1938,PNC.N,2022-01-18 06:49:00+00:00,2.86,3.1624,-9.562
1939,PNC.N,2021-10-15 06:44:00+00:00,3.3,3.2045,2.98
1940,VZ.N,2023-01-24 07:00:00+00:00,1.19,1.18629,0.313
1941,VZ.N,2022-10-21 07:30:00+00:00,1.32,1.28567,2.67
1942,VZ.N,2022-07-22 07:30:00+00:00,1.31,1.32205,-0.912
1943,VZ.N,2022-04-22 07:30:00+00:00,1.35,1.34544,0.339
1944,VZ.N,2022-01-25 07:00:00+00:00,1.31,1.28368,2.05
1945,VZ.N,2021-10-20 07:30:00+00:00,1.41,1.36259,3.479
1946,NEM.N,2022-11-01 07:00:00+00:00,0.27,0.3564,-24.242
1947,NEM.N,2022-07-25 07:00:00+00:00,0.46,0.63279,-27.306
1948,NEM.N,2022-04-22 07:03:00+00:00,0.69,0.71188,-3.074
1949,NEM.N,2022-02-24 07:05:00+00:00,0.78,0.76588,1.844
1950,NEM.N,2021-10-28 07:00:00+00:00,0.6,0.739,-18.809
1951,NEM.N,2021-07-22 07:11:00+00:00,0.83,0.7815,6.206
1952,ROL.N,2023-02-15 16:30:00+00:00,0.17,0.167,1.796
1953,ROL.N,2022-10-26 08:00:00+00:00,0.22,0.206,6.796
1954,ROL.N,2022-07-27 07:30:00+00:00,0.2,0.2048,-2.344
1955,ROL.N,2022-04-27 07:30:00+00:00,0.15,0.1425,5.263
1956,ROL.N,2022-01-26 07:30:00+00:00,0.14,0.1455,-3.78
1957,ROL.N,2021-10-27 07:30:00+00:00,0.19,0.2035,-6.634
1958,KEY.N,2023-01-19 06:35:00+00:00,0.38,0.54483,-30.254
1959,KEY.N,2022-10-20 06:30:00+00:00,0.55,0.58172,-5.453
1960,KEY.N,2022-07-21 06:30:00+00:00,0.54,0.52,3.846
1961,KEY.N,2022-04-21 06:30:00+00:00,0.45,0.48906,-7.987
1962,KEY.N,2022-01-20 06:30:00+00:00,0.64,0.567,12.875
1963,KEY.N,2021-10-21 06:33:00+00:00,0.66,0.56877,16.04
1964,GIS.N,2022-12-20 07:01:00+00:00,1.1,1.06506,3.281
1965,GIS.N,2022-09-21 07:00:00+00:00,1.11,1.00244,10.73
1966,GIS.N,2022-06-29 07:04:00+00:00,1.12,1.01017,10.872
1967,GIS.N,2022-03-23 07:00:00+00:00,0.84,0.78124,7.521
1968,GIS.N,2021-12-21 07:00:00+00:00,0.99,1.04759,-5.497
1969,GIS.N,2021-09-22 07:00:00+00:00,0.99,0.88677,11.641
1970,CMCSA.OQ,2023-01-26 07:00:00+00:00,0.82,0.77092,6.366
1971,CMCSA.OQ,2022-10-27 07:00:00+00:00,0.96,0.89919,6.763
1972,CMCSA.OQ,2022-07-28 07:00:00+00:00,1.01,0.91542,10.332
1973,CMCSA.OQ,2022-04-28 07:00:00+00:00,0.86,0.80423,6.935
1974,CMCSA.OQ,2022-01-27 07:00:00+00:00,0.77,0.73385,4.926
1975,CMCSA.OQ,2021-10-28 07:00:00+00:00,0.87,0.75069,15.893
1976,PFE.N,2023-01-31 06:47:00+00:00,1.14,1.04794,8.785
1977,PFE.N,2022-11-01 06:50:00+00:00,1.78,1.3874,28.298
1978,PFE.N,2022-07-28 06:45:00+00:00,2.04,1.7815,14.51
1979,PFE.N,2022-05-03 05:33:00+00:00,1.67,1.47353,13.333
1980,PFE.N,2022-02-08 06:50:00+00:00,1.08,0.86579,24.742
1981,PFE.N,2021-11-02 06:46:00+00:00,1.34,1.08642,23.341
1982,EIX.N,2022-11-01 16:05:00+00:00,1.48,1.52246,-2.789
1983,EIX.N,2022-07-28 16:05:00+00:00,0.94,0.92257,1.889
1984,EIX.N,2022-05-03 16:05:00+00:00,1.07,0.79177,35.14
1985,EIX.N,2022-02-24 16:05:00+00:00,1.16,1.04147,11.381
1986,EIX.N,2021-11-02 16:30:00+00:00,1.69,1.75393,-3.645
1987,EIX.N,2021-07-29 16:05:00+00:00,0.94,1.017,-7.571
1988,NWS.OQ,2023-02-09 16:15:00+00:00,0.14,0.1858,-24.65
1989,NWS.OQ,2022-11-08 16:15:00+00:00,0.12,0.15117,-20.619
1990,NWS.OQ,2022-08-08 16:15:00+00:00,0.37,0.065,469.231
1991,NWS.OQ,2022-05-05 16:29:00+00:00,0.16,0.145,10.345
1992,NWS.OQ,2022-02-03 16:15:00+00:00,0.44,0.30733,43.169
1993,NWS.OQ,2021-11-04 17:05:00+00:00,0.23,0.13717,67.675
1994,MU.OQ,2022-12-21 16:02:00+00:00,-0.04,-0.01358,-194.551
1995,MU.OQ,2022-09-29 16:02:00+00:00,1.45,1.29846,11.671
1996,MU.OQ,2022-06-30 16:01:00+00:00,2.59,2.43304,6.451
1997,MU.OQ,2022-03-29 16:06:00+00:00,2.14,1.96632,8.833
1998,MU.OQ,2021-12-20 16:02:00+00:00,2.16,2.10761,2.486
1999,MU.OQ,2021-09-28 16:01:00+00:00,2.42,2.33429,3.672
2000,UPS.N,2023-01-31 06:00:00+00:00,3.62,3.58708,0.918
2001,UPS.N,2022-10-25 06:00:00+00:00,2.99,2.84328,5.16
2002,UPS.N,2022-07-26 06:00:00+00:00,3.29,3.15721,4.206
2003,UPS.N,2022-04-26 06:00:00+00:00,3.05,2.88352,5.774
2004,UPS.N,2022-02-01 06:00:00+00:00,3.59,3.10196,15.733
2005,UPS.N,2021-10-26 06:01:00+00:00,2.71,2.54536,6.468
2006,TYL.N,2023-02-15 16:17:00+00:00,1.66,1.74835,-5.053
2007,TYL.N,2022-10-26 16:34:00+00:00,2.06,1.85694,10.935
2008,TYL.N,2022-07-27 16:17:00+00:00,1.88,1.82375,3.084
2009,TYL.N,2022-04-27 16:17:00+00:00,1.9,1.70587,11.38
2010,TYL.N,2022-02-16 16:17:00+00:00,1.75,1.74192,0.464
2011,TYL.N,2021-10-27 16:34:00+00:00,2.01,1.7576,14.361
2012,UNP.N,2023-01-24 07:45:00+00:00,2.67,2.77511,-3.788
2013,UNP.N,2022-10-20 07:45:00+00:00,3.19,3.05656,4.366
2014,UNP.N,2022-07-21 07:45:00+00:00,2.93,2.85612,2.587
2015,UNP.N,2022-04-21 07:46:00+00:00,2.57,2.55648,0.529
2016,UNP.N,2022-01-20 08:00:00+00:00,2.66,2.61146,1.859
2017,UNP.N,2021-10-21 08:04:00+00:00,2.57,2.49135,3.157
2018,BAC.N,2023-01-13 06:45:00+00:00,0.85,0.76764,10.729
2019,BAC.N,2022-10-17 06:47:00+00:00,0.81,0.77279,4.815
2020,BAC.N,2022-07-18 06:45:00+00:00,0.78,0.74661,4.472
2021,BAC.N,2022-04-18 06:44:00+00:00,0.8,0.74852,6.878
2022,BAC.N,2022-01-19 06:45:00+00:00,0.82,0.76036,7.843
2023,BAC.N,2021-10-14 06:44:00+00:00,0.85,0.70991,19.734
2024,KMX.N,2022-12-22 06:50:00+00:00,0.24,0.69786,-65.609
2025,KMX.N,2022-09-29 06:50:00+00:00,0.79,1.39,-43.166
2026,KMX.N,2022-06-24 06:50:00+00:00,1.56,1.49083,4.64
2027,KMX.N,2022-04-12 06:50:00+00:00,0.98,1.25077,-21.648
2028,KMX.N,2021-12-22 06:50:00+00:00,1.63,1.44231,13.013
2029,KMX.N,2021-09-30 06:50:00+00:00,1.72,1.89583,-9.275
2030,PARA.OQ,2023-02-16 07:00:00+00:00,0.08,0.23488,-65.94
2031,PARA.OQ,2022-11-02 07:00:00+00:00,0.39,0.43455,-10.252
2032,PARA.OQ,2022-08-04 07:00:00+00:00,0.64,0.60583,5.64
2033,PARA.OQ,2022-05-03 07:00:00+00:00,0.6,0.514,16.732
2034,PARA.OQ,2022-02-15 16:01:00+00:00,0.26,0.42608,-38.979
2035,PARA.OQ,2021-11-04 07:02:00+00:00,0.76,0.75704,0.391
2036,IP.N,2023-01-31 07:00:00+00:00,0.87,0.6892,26.233
2037,IP.N,2022-10-27 07:25:00+00:00,1.01,1.20564,-16.227
2038,IP.N,2022-07-28 07:00:00+00:00,1.24,1.07627,15.213
2039,IP.N,2022-04-28 07:22:00+00:00,0.76,0.515,47.573
2040,IP.N,2022-01-27 07:00:00+00:00,0.78,0.88892,-12.253
2041,IP.N,2021-10-27 07:00:00+00:00,1.35,1.45509,-7.222
2042,MDT.N,2023-02-21 06:45:00+00:00,1.3,1.26639,2.654
2043,MDT.N,2022-11-22 06:45:00+00:00,1.3,1.277,1.801
2044,MDT.N,2022-08-23 06:45:00+00:00,1.13,1.12087,0.815
2045,MDT.N,2022-05-26 06:50:00+00:00,1.52,1.5643,-2.832
2046,MDT.N,2022-02-22 06:45:00+00:00,1.37,1.36364,0.466
2047,MDT.N,2021-11-23 06:46:00+00:00,1.32,1.28973,2.347
2048,MMM.N,2023-01-24 06:30:00+00:00,2.28,2.36318,-3.52
2049,MMM.N,2022-10-25 06:30:00+00:00,2.69,2.60056,3.439
2050,MMM.N,2022-07-26 06:31:00+00:00,2.48,2.41631,2.636
2051,MMM.N,2022-04-26 06:36:00+00:00,2.65,2.31028,14.705
2052,MMM.N,2022-01-25 06:30:00+00:00,2.31,2.01142,14.844
2053,MMM.N,2021-10-26 06:30:00+00:00,2.45,2.20488,11.117
2054,CZR.OQ,2023-02-21 16:01:00+00:00,-0.7,-0.16955,-312.858
2055,CZR.OQ,2022-11-01 16:01:00+00:00,0.24,0.14463,65.941
2056,CZR.OQ,2022-08-02 16:01:00+00:00,-0.57,0.17114,-433.061
2057,CZR.OQ,2022-05-03 16:01:00+00:00,-3.18,-2.2113,-43.807
2058,CZR.OQ,2022-02-22 16:01:00+00:00,-2.03,-0.92144,-120.307
2059,CZR.OQ,2021-11-02 16:01:00+00:00,-1.1,0.18463,-695.786
2060,INTU.OQ,2022-11-29 16:00:00+00:00,1.66,1.22379,35.644
2061,INTU.OQ,2022-08-23 16:00:00+00:00,1.1,0.98238,11.973
2062,INTU.OQ,2022-05-24 16:00:00+00:00,7.65,7.57824,0.947
2063,INTU.OQ,2022-02-24 16:00:00+00:00,1.55,1.85177,-16.296
2064,INTU.OQ,2021-11-18 16:00:00+00:00,1.53,0.97289,57.263
2065,INTU.OQ,2021-08-24 16:00:00+00:00,1.97,1.59211,23.735
2066,OKE.N,2022-11-01 16:15:00+00:00,1.03,0.95885,7.42
2067,OKE.N,2022-08-08 16:15:00+00:00,0.92,0.86557,6.288
2068,OKE.N,2022-05-03 16:15:00+00:00,0.87,0.88857,-2.09
2069,OKE.N,2022-02-28 16:15:00+00:00,0.85,0.88569,-4.03
2070,OKE.N,2021-11-02 16:15:00+00:00,0.88,0.82071,7.225
2071,OKE.N,2021-08-03 16:15:00+00:00,0.77,0.74841,2.885
2072,ADP.OQ,2023-01-25 11:00:00+00:00,1.96,1.93575,1.253
2073,ADP.OQ,2022-10-26 06:58:00+00:00,1.86,1.795,3.621
2074,ADP.OQ,2022-07-27 07:00:00+00:00,1.5,1.46071,2.69
